left_weight;left_distance;right_weight;right_distance;target;prediction;anchor_rule;anchor_rule_len;anchor_precision;anchor_coverage;anchor_precision_correct;anchor_coverage_correct
1.0;4.0;4.0;5.0;2;2;left_weight <= 2.00 AND right_distance > 4.00 AND right_weight > 3.00;3;1.0;0.0305;1.0;0.0782608695652174
2.0;3.0;2.0;1.0;1;1;right_distance <= 2.00 AND right_weight <= 2.00 AND left_distance > 2.00;3;0.9754098360655737;0.0935;1.0;0.19658119658119658
5.0;4.0;5.0;2.0;1;1;left_weight > 4.00 AND left_distance > 3.00 AND right_distance <= 2.00;3;1.0;0.0313;1.0;0.07264957264957266
4.0;1.0;1.0;1.0;1;1;right_distance <= 2.00 AND right_weight <= 2.00 AND left_weight > 3.00;3;1.0;0.0672;1.0;0.1452991452991453
3.0;5.0;2.0;2.0;1;1;left_distance > 4.00 AND right_weight <= 2.00 AND left_weight > 2.00;3;1.0;0.044;1.0;0.10683760683760683
3.0;4.0;3.0;4.0;0;0;3.00 < left_distance <= 4.00 AND 2.00 < left_weight <= 3.00 AND 2.00 < right_weight <= 3.00 AND 3.00 < right_distance <= 4.00;4;1.0;0.0016;1.0;0.05128205128205128
1.0;1.0;2.0;1.0;2;2;left_weight <= 2.00 AND left_distance <= 2.00;2;0.8628005657708628;0.1654;0.8433734939759037;0.30434782608695654
1.0;2.0;5.0;1.0;2;2;right_weight > 4.00 AND left_weight <= 2.00 AND left_distance <= 2.00;3;1.0;0.0298;1.0;0.06956521739130435
3.0;3.0;4.0;5.0;2;2;right_distance > 4.00 AND right_weight > 3.00 AND left_weight <= 3.00;3;1.0;0.0468;1.0;0.10869565217391304
4.0;2.0;5.0;4.0;2;2;left_distance <= 2.00 AND right_weight > 4.00 AND right_distance > 2.00;3;1.0;0.0458;1.0;0.10434782608695652
5.0;5.0;2.0;1.0;1;1;right_weight <= 2.00 AND left_weight > 4.00 AND left_distance > 4.00;3;1.0;0.016;1.0;0.038461538461538464
1.0;1.0;4.0;2.0;2;2;left_weight <= 2.00 AND right_weight > 3.00 AND left_distance <= 2.00;3;0.9475218658892128;0.0698;0.9714285714285714;0.14782608695652175
1.0;2.0;5.0;4.0;2;2;left_weight <= 2.00 AND right_weight > 4.00 AND left_distance <= 2.00;3;1.0;0.0279;1.0;0.06956521739130435
5.0;5.0;1.0;4.0;1;1;left_weight > 4.00 AND left_distance > 4.00 AND right_weight <= 2.00;3;1.0;0.0172;1.0;0.038461538461538464
5.0;3.0;4.0;5.0;2;2;right_distance > 4.00 AND right_weight > 3.00 AND left_distance <= 3.00;3;1.0;0.0538;1.0;0.11739130434782609
1.0;1.0;1.0;4.0;2;2;left_weight <= 2.00 AND right_distance > 3.00 AND left_distance <= 2.00;3;0.9647058823529412;0.0628;0.9696969696969697;0.1391304347826087
3.0;5.0;1.0;5.0;1;1;left_distance > 4.00 AND right_weight <= 2.00 AND left_weight > 2.00;3;1.0;0.0498;1.0;0.10683760683760683
3.0;4.0;1.0;3.0;1;1;right_weight <= 2.00 AND left_distance > 3.00 AND left_weight > 2.00;3;1.0;0.0943;1.0;0.20512820512820512
5.0;4.0;3.0;5.0;1;1;left_weight > 4.00 AND left_distance > 3.00;2;0.9607390300230947;0.0705;0.9459459459459459;0.14957264957264957
4.0;1.0;4.0;4.0;2;2;left_distance <= 2.00 AND right_distance > 3.00 AND right_weight > 3.00;3;1.0;0.069;1.0;0.14782608695652175
5.0;2.0;3.0;3.0;1;1;left_weight > 4.00 AND right_distance <= 3.00 AND right_weight <= 3.00;3;0.9529914529914529;0.0736;0.9473684210526315;0.15384615384615385
3.0;4.0;1.0;4.0;1;1;right_weight <= 2.00 AND left_distance > 3.00 AND left_weight > 2.00;3;1.0;0.0933;1.0;0.20512820512820512
2.0;5.0;1.0;1.0;1;1;right_weight <= 2.00 AND left_distance > 4.00 AND right_distance <= 2.00;3;1.0;0.0297;1.0;0.06837606837606838
1.0;2.0;1.0;2.0;0;0;left_distance <= 2.00 AND right_distance <= 2.00 AND left_weight <= 2.00 AND right_weight <= 2.00;4;0.34868421052631576;0.0231;0.46153846153846156;0.15384615384615385
5.0;1.0;4.0;4.0;2;2;right_distance > 3.00 AND right_weight > 3.00 AND left_distance <= 3.00;3;1.0;0.1014;1.0;0.2217391304347826
3.0;1.0;3.0;4.0;2;2;left_distance <= 2.00 AND right_distance > 3.00 AND right_weight > 2.00;3;1.0;0.0998;1.0;0.2217391304347826
1.0;3.0;1.0;1.0;1;1;right_weight <= 2.00 AND right_distance <= 2.00 AND left_distance > 2.00;3;0.9741379310344828;0.0963;1.0;0.19658119658119658
2.0;5.0;1.0;5.0;1;1;left_distance > 4.00 AND right_weight <= 2.00;2;0.8921568627450981;0.0723;0.9;0.15384615384615385
1.0;2.0;3.0;3.0;2;2;left_weight <= 2.00 AND right_distance > 2.00 AND right_weight > 2.00;3;0.976897689768977;0.1515;0.9871794871794872;0.3347826086956522
2.0;2.0;2.0;3.0;2;2;left_distance <= 2.00 AND right_distance > 2.00 AND left_weight <= 2.00;3;0.9733333333333334;0.0977;0.9607843137254902;0.21304347826086956
2.0;5.0;3.0;3.0;1;1;left_distance > 4.00 AND right_distance <= 3.00 AND right_weight <= 3.00;3;0.9320388349514563;0.0626;0.9090909090909091;0.1282051282051282
5.0;4.0;5.0;4.0;0;0;left_weight > 4.00 AND right_weight > 4.00 AND 3.00 < right_distance <= 4.00 AND 3.00 < left_distance <= 4.00;4;1.0;0.0015;1.0;0.05128205128205128
2.0;3.0;1.0;1.0;1;1;right_weight <= 2.00 AND right_distance <= 2.00 AND left_distance > 2.00;3;0.9689655172413794;0.0911;1.0;0.19658119658119658
5.0;1.0;5.0;4.0;2;2;right_weight > 4.00 AND right_distance > 3.00 AND left_distance <= 3.00;3;1.0;0.0408;1.0;0.10434782608695652
5.0;2.0;2.0;1.0;1;1;right_weight <= 2.00 AND right_distance <= 2.00 AND left_weight > 4.00;3;1.0;0.0303;1.0;0.07692307692307693
2.0;3.0;4.0;5.0;2;2;right_distance > 4.00 AND right_weight > 3.00 AND left_weight <= 2.00;3;1.0;0.035;1.0;0.0782608695652174
5.0;2.0;1.0;1.0;1;1;right_distance <= 2.00 AND right_weight <= 2.00 AND left_weight > 4.00;3;1.0;0.0338;1.0;0.07692307692307693
3.0;5.0;1.0;4.0;1;1;left_distance > 4.00 AND right_weight <= 2.00 AND left_weight > 2.00;3;1.0;0.0494;1.0;0.10683760683760683
5.0;5.0;1.0;3.0;1;1;left_weight > 4.00 AND left_distance > 4.00 AND right_weight <= 2.00;3;1.0;0.0156;1.0;0.038461538461538464
5.0;2.0;2.0;2.0;1;1;left_weight > 4.00 AND right_weight <= 2.00 AND right_distance <= 2.00;3;1.0;0.033;1.0;0.07692307692307693
1.0;3.0;4.0;3.0;2;2;left_weight <= 2.00 AND right_distance > 2.00 AND right_weight > 3.00;3;1.0;0.1085;1.0;0.23043478260869565
4.0;4.0;4.0;3.0;1;1;left_weight > 3.00 AND left_distance > 3.00 AND right_distance <= 3.00;3;1.0;0.0966;1.0;0.21367521367521367
2.0;2.0;4.0;4.0;2;2;left_weight <= 2.00 AND right_distance > 3.00 AND right_weight > 2.00;3;1.0;0.1029;1.0;0.2217391304347826
3.0;5.0;1.0;3.0;1;1;left_distance > 3.00 AND right_weight <= 2.00 AND left_weight > 2.00;3;1.0;0.0981;1.0;0.20512820512820512
2.0;2.0;3.0;3.0;2;2;left_weight <= 2.00 AND right_distance > 2.00 AND left_distance <= 2.00;3;0.9883720930232558;0.1022;0.9607843137254902;0.21304347826086956
3.0;3.0;2.0;5.0;2;2;right_distance > 4.00 AND left_distance <= 3.00 AND left_weight <= 3.00;3;0.9191919191919192;0.073;0.918918918918919;0.14782608695652175
2.0;3.0;4.0;4.0;2;2;left_weight <= 2.00 AND right_weight > 3.00 AND right_distance > 2.00;3;1.0;0.1048;1.0;0.23043478260869565
2.0;2.0;1.0;3.0;1;1;right_weight <= 2.00 AND right_distance <= 3.00;2;0.8046571798188874;0.229;0.8275862068965517;0.41025641025641024
3.0;5.0;2.0;1.0;1;1;left_distance > 4.00 AND right_weight <= 2.00 AND left_weight > 2.00;3;1.0;0.0501;1.0;0.10683760683760683
3.0;5.0;4.0;1.0;1;1;left_distance > 4.00 AND right_distance <= 2.00 AND left_weight > 2.00;3;1.0;0.0485;1.0;0.10683760683760683
2.0;5.0;1.0;2.0;1;1;left_distance > 4.00 AND right_distance <= 2.00 AND right_weight <= 2.00;3;1.0;0.0327;1.0;0.06837606837606838
3.0;5.0;3.0;2.0;1;1;left_distance > 4.00 AND right_distance <= 2.00 AND left_weight > 2.00;3;1.0;0.0501;1.0;0.10683760683760683
4.0;4.0;5.0;3.0;1;1;left_distance > 3.00 AND left_weight > 3.00 AND right_distance <= 3.00;3;1.0;0.0942;1.0;0.21367521367521367
1.0;5.0;1.0;4.0;1;1;left_distance > 4.00 AND right_weight <= 2.00 AND right_distance <= 4.00;3;0.9345991561181435;0.0595;0.9354838709677419;0.12393162393162394
4.0;3.0;1.0;2.0;1;1;right_distance <= 2.00 AND left_weight > 3.00 AND left_distance > 2.00;3;1.0;0.109;1.0;0.2222222222222222
1.0;3.0;5.0;5.0;2;2;right_weight > 4.00 AND right_distance > 4.00;2;0.963265306122449;0.0393;0.9523809523809523;0.08695652173913043
5.0;5.0;3.0;4.0;1;1;left_distance > 4.00 AND left_weight > 4.00;2;0.9536784741144414;0.0395;0.9523809523809523;0.08547008547008547
5.0;5.0;1.0;2.0;1;1;left_weight > 4.00 AND left_distance > 4.00 AND right_weight <= 2.00;3;1.0;0.0155;1.0;0.038461538461538464
1.0;5.0;4.0;5.0;2;2;left_weight <= 2.00 AND right_weight > 3.00 AND right_distance > 4.00;3;1.0;0.0326;1.0;0.0782608695652174
4.0;2.0;5.0;3.0;2;2;left_distance <= 2.00 AND right_weight > 4.00 AND right_distance > 2.00;3;1.0;0.0452;1.0;0.10434782608695652
5.0;1.0;2.0;3.0;2;2;left_distance <= 2.00 AND right_distance > 2.00;2;0.8440207972270364;0.255;0.824;0.44782608695652176
5.0;4.0;3.0;2.0;1;1;left_weight > 4.00 AND left_distance > 3.00 AND right_distance <= 2.00;3;1.0;0.0295;1.0;0.07264957264957266
2.0;4.0;2.0;3.0;1;1;right_weight <= 2.00 AND left_distance > 3.00 AND right_distance <= 3.00;3;0.9509803921568627;0.0907;0.9787234042553191;0.19658119658119658
3.0;5.0;3.0;3.0;1;1;left_distance > 4.00 AND left_weight > 2.00 AND right_distance <= 3.00;3;0.9816933638443935;0.0754;0.9722222222222222;0.14957264957264957
4.0;1.0;2.0;4.0;2;2;left_distance <= 2.00 AND right_distance > 3.00 AND left_weight <= 4.00;3;0.9164420485175202;0.1326;0.8985507246376812;0.26956521739130435
3.0;5.0;5.0;1.0;1;1;left_distance > 4.00 AND left_weight > 2.00 AND right_distance <= 2.00;3;1.0;0.0468;1.0;0.10683760683760683
4.0;5.0;1.0;4.0;1;1;left_distance > 4.00 AND left_weight > 3.00 AND right_weight <= 2.00;3;1.0;0.0323;1.0;0.07264957264957266
1.0;1.0;2.0;4.0;2;2;left_weight <= 2.00 AND right_distance > 3.00 AND left_distance <= 2.00;3;0.9898305084745763;0.0654;0.9696969696969697;0.1391304347826087
4.0;2.0;3.0;2.0;1;1;right_distance <= 2.00 AND left_weight > 3.00 AND right_weight <= 3.00;3;0.9715189873417721;0.0997;0.9615384615384616;0.21367521367521367
1.0;2.0;3.0;2.0;2;2;left_weight <= 2.00 AND right_weight > 2.00 AND left_distance <= 2.00;3;0.9657534246575342;0.1009;0.9607843137254902;0.21304347826086956
2.0;1.0;3.0;5.0;2;2;right_distance > 4.00 AND left_weight <= 2.00 AND right_weight > 2.00;3;1.0;0.0518;1.0;0.11739130434782609
3.0;1.0;1.0;4.0;2;2;left_distance <= 2.00 AND right_distance > 3.00 AND left_weight <= 3.00;3;0.9530201342281879;0.0995;0.94;0.20434782608695654
3.0;3.0;1.0;4.0;1;1;right_weight <= 2.00 AND left_weight > 2.00 AND left_distance > 2.00;3;0.9954954954954955;0.1378;0.9859154929577465;0.29914529914529914
4.0;3.0;1.0;1.0;1;1;right_weight <= 2.00 AND right_distance <= 2.00 AND left_weight > 3.00;3;1.0;0.0633;1.0;0.1452991452991453
1.0;3.0;2.0;5.0;2;2;left_weight <= 2.00 AND right_distance > 4.00 AND left_distance <= 3.00;3;0.9629629629629629;0.0469;0.96;0.10434782608695652
1.0;5.0;3.0;2.0;2;2;left_weight <= 2.00 AND right_weight > 2.00;2;0.8510301109350238;0.2445;0.8699186991869918;0.4652173913043478
5.0;2.0;2.0;3.0;1;1;left_weight > 4.00 AND right_weight <= 2.00 AND right_distance <= 3.00;3;0.9874213836477987;0.0495;0.9615384615384616;0.10683760683760683
4.0;1.0;5.0;2.0;2;2;right_weight > 4.00 AND left_distance <= 2.00 AND left_weight <= 4.00;3;0.9243902439024391;0.0589;0.9333333333333333;0.12173913043478261
4.0;3.0;2.0;4.0;1;1;right_weight <= 2.00 AND left_weight > 3.00 AND left_distance > 2.00;3;1.0;0.0879;1.0;0.19658119658119658
3.0;1.0;3.0;3.0;2;2;left_distance <= 2.00 AND right_distance > 2.00 AND right_weight > 2.00;3;0.9924098671726755;0.1454;0.9868421052631579;0.32608695652173914
5.0;1.0;4.0;5.0;2;2;right_distance > 4.00 AND right_weight > 3.00 AND left_distance <= 2.00;3;1.0;0.0287;1.0;0.07391304347826087
3.0;2.0;5.0;3.0;2;2;right_weight > 4.00 AND left_distance <= 2.00 AND right_distance > 2.00;3;1.0;0.0438;1.0;0.10434782608695652
2.0;2.0;1.0;1.0;1;1;right_weight <= 2.00 AND right_distance <= 2.00;2;0.8799249530956847;0.1533;0.8961038961038961;0.2948717948717949
3.0;1.0;4.0;2.0;2;2;left_distance <= 2.00 AND right_weight > 3.00 AND left_weight <= 3.00;3;0.9415807560137457;0.0972;0.94;0.20434782608695654
5.0;2.0;3.0;4.0;2;2;left_distance <= 2.00 AND right_distance > 3.00 AND right_weight > 2.00;3;1.0;0.1012;1.0;0.2217391304347826
3.0;5.0;2.0;5.0;1;1;left_distance > 4.00 AND right_weight <= 2.00 AND left_weight > 2.00;3;1.0;0.0485;1.0;0.10683760683760683
5.0;3.0;1.0;1.0;1;1;left_weight > 4.00 AND right_weight <= 2.00 AND right_distance <= 2.00;3;1.0;0.0342;1.0;0.07692307692307693
1.0;2.0;3.0;4.0;2;2;left_weight <= 2.00 AND right_distance > 3.00 AND right_weight > 2.00;3;1.0;0.099;1.0;0.2217391304347826
4.0;4.0;4.0;4.0;0;0;3.00 < right_distance <= 4.00 AND 3.00 < left_weight <= 4.00 AND 3.00 < left_distance <= 4.00 AND 3.00 < right_weight <= 4.00;4;1.0;0.0017;1.0;0.05128205128205128
3.0;3.0;2.0;3.0;1;1;right_weight <= 2.00 AND left_weight > 2.00 AND left_distance > 2.00;3;0.978494623655914;0.1384;0.9859154929577465;0.29914529914529914
2.0;3.0;5.0;4.0;2;2;right_distance > 3.00 AND right_weight > 4.00 AND left_weight <= 3.00;3;1.0;0.0478;1.0;0.11304347826086956
5.0;4.0;3.0;3.0;1;1;left_weight > 4.00 AND left_distance > 3.00 AND right_distance <= 3.00;3;1.0;0.0467;1.0;0.10683760683760683
4.0;3.0;2.0;3.0;1;1;left_weight > 3.00 AND right_weight <= 2.00 AND left_distance > 2.00;3;1.0;0.0919;1.0;0.19658119658119658
2.0;1.0;5.0;2.0;2;2;left_weight <= 2.00 AND right_weight > 4.00 AND left_distance <= 2.00;3;1.0;0.0319;1.0;0.06956521739130435
5.0;4.0;4.0;4.0;1;1;left_weight > 4.00 AND left_distance > 3.00 AND right_weight <= 4.00;3;1.0;0.0588;1.0;0.1282051282051282
5.0;3.0;1.0;3.0;1;1;left_weight > 4.00 AND right_weight <= 2.00 AND left_distance > 2.00;3;1.0;0.0364;1.0;0.08547008547008547
2.0;1.0;5.0;3.0;2;2;left_distance <= 2.00 AND right_weight > 4.00 AND left_weight <= 2.00;3;1.0;0.0289;1.0;0.06956521739130435
4.0;4.0;2.0;2.0;1;1;right_weight <= 2.00 AND left_weight > 3.00 AND left_distance > 2.00;3;1.0;0.0896;1.0;0.19658119658119658
3.0;4.0;5.0;4.0;2;2;right_weight > 4.00 AND right_distance > 3.00 AND left_weight <= 3.00;3;1.0;0.0507;1.0;0.11304347826086956
3.0;4.0;1.0;1.0;1;1;right_distance <= 2.00 AND right_weight <= 2.00 AND left_distance > 3.00;3;1.0;0.0617;1.0;0.13675213675213677
5.0;3.0;5.0;2.0;1;1;left_weight > 4.00 AND right_distance <= 2.00 AND left_distance > 2.00;3;1.0;0.0498;1.0;0.10683760683760683
1.0;5.0;5.0;4.0;2;2;left_weight <= 2.00 AND right_weight > 4.00 AND right_distance > 2.00;3;1.0;0.0469;1.0;0.11304347826086956
5.0;1.0;5.0;5.0;2;2;right_distance > 4.00 AND right_weight > 4.00;2;0.9688473520249221;0.0388;0.9523809523809523;0.08695652173913043
1.0;4.0;5.0;2.0;2;2;right_weight > 4.00 AND left_weight <= 2.00 AND left_distance <= 4.00;3;0.9582463465553236;0.0617;0.96875;0.13478260869565217
2.0;1.0;4.0;4.0;2;2;left_weight <= 2.00 AND right_distance > 3.00 AND right_weight > 2.00;3;1.0;0.0974;1.0;0.2217391304347826
2.0;5.0;3.0;5.0;2;2;left_weight <= 2.00 AND right_distance > 3.00 AND right_weight > 2.00;3;1.0;0.097;1.0;0.2217391304347826
4.0;1.0;4.0;5.0;2;2;right_distance > 4.00 AND right_weight > 3.00 AND left_distance <= 2.00;3;1.0;0.0321;1.0;0.07391304347826087
4.0;4.0;1.0;4.0;1;1;left_weight > 3.00 AND left_distance > 3.00 AND right_weight <= 2.00;3;1.0;0.0675;1.0;0.13247863247863248
1.0;4.0;5.0;3.0;2;2;left_weight <= 2.00 AND right_weight > 4.00 AND right_distance > 2.00;3;1.0;0.0504;1.0;0.11304347826086956
3.0;5.0;5.0;2.0;1;1;right_distance <= 2.00 AND left_distance > 4.00 AND left_weight > 2.00;3;1.0;0.0512;1.0;0.10683760683760683
3.0;3.0;5.0;5.0;2;2;right_distance > 4.00 AND right_weight > 4.00;2;0.9850746268656716;0.038;0.9523809523809523;0.08695652173913043
3.0;2.0;1.0;5.0;1;1;right_weight <= 2.00 AND left_weight > 2.00;2;0.8538961038961039;0.2364;0.865546218487395;0.44017094017094016
3.0;2.0;4.0;4.0;2;2;left_distance <= 2.00 AND right_distance > 3.00 AND right_weight > 3.00;3;1.0;0.064;1.0;0.14782608695652175
3.0;1.0;1.0;5.0;2;2;right_distance > 4.00 AND left_distance <= 2.00 AND left_weight <= 3.00;3;0.9558359621451105;0.0452;0.9565217391304348;0.09565217391304348
4.0;2.0;1.0;1.0;1;1;right_weight <= 2.00 AND left_weight > 3.00 AND right_distance <= 2.00;3;1.0;0.0671;1.0;0.1452991452991453
1.0;5.0;5.0;3.0;2;2;left_weight <= 2.00 AND right_weight > 4.00 AND right_distance > 2.00;3;1.0;0.0499;1.0;0.11304347826086956
2.0;3.0;2.0;4.0;2;2;left_weight <= 2.00 AND right_distance > 3.00 AND left_distance <= 4.00;3;0.93158953722334;0.1298;0.9384615384615385;0.26521739130434785
2.0;4.0;1.0;3.0;1;1;right_weight <= 2.00 AND left_distance > 3.00 AND right_distance <= 3.00;3;0.9680511182108626;0.0906;0.9787234042553191;0.19658119658119658
3.0;3.0;5.0;4.0;2;2;right_weight > 4.00 AND right_distance > 3.00 AND left_weight <= 3.00;3;1.0;0.0477;1.0;0.11304347826086956
2.0;5.0;5.0;2.0;0;0;right_weight > 4.00 AND left_distance > 4.00 AND left_weight <= 2.00 AND right_distance <= 2.00;4;0.5356125356125356;0.0084;0.6;0.07692307692307693
5.0;3.0;5.0;3.0;0;0;right_weight > 4.00 AND left_weight > 4.00 AND 2.00 < left_distance <= 3.00 AND 2.00 < right_distance <= 3.00;4;1.0;0.0029;1.0;0.05128205128205128
4.0;3.0;4.0;3.0;0;0;3.00 < right_weight <= 4.00 AND 3.00 < left_weight <= 4.00 AND 2.00 < left_distance <= 3.00 AND 2.00 < right_distance <= 3.00;4;1.0;0.0024;1.0;0.05128205128205128
5.0;1.0;4.0;2.0;2;2;left_distance <= 2.00 AND right_weight > 3.00;2;0.8595505617977528;0.1575;0.8571428571428571;0.3130434782608696
4.0;3.0;5.0;2.0;1;1;right_distance <= 2.00 AND left_weight > 3.00 AND left_distance > 2.00;3;1.0;0.0972;1.0;0.2222222222222222
5.0;2.0;5.0;5.0;2;2;right_distance > 4.00 AND right_weight > 4.00;2;0.9718969555035128;0.0406;0.9523809523809523;0.08695652173913043
4.0;2.0;5.0;5.0;2;2;right_distance > 4.00 AND right_weight > 4.00;2;0.9870967741935484;0.0404;0.9523809523809523;0.08695652173913043
2.0;1.0;1.0;1.0;1;1;right_distance <= 2.00 AND right_weight <= 2.00;2;0.8683127572016461;0.1521;0.8961038961038961;0.2948717948717949
4.0;2.0;1.0;3.0;1;1;right_weight <= 2.00 AND left_weight > 3.00 AND right_distance <= 3.00;3;0.967741935483871;0.0995;0.98;0.2094017094017094
4.0;4.0;3.0;4.0;1;1;left_weight > 3.00 AND left_distance > 3.00 AND right_weight <= 3.00;3;1.0;0.0926;1.0;0.20085470085470086
4.0;3.0;5.0;5.0;2;2;right_distance > 4.00 AND right_weight > 4.00;2;0.9786666666666667;0.0431;0.9523809523809523;0.08695652173913043
2.0;4.0;5.0;4.0;2;2;left_weight <= 2.00 AND right_weight > 4.00 AND right_distance > 2.00;3;1.0;0.0493;1.0;0.11304347826086956
3.0;4.0;4.0;3.0;0;0;3.00 < left_distance <= 4.00 AND 3.00 < right_weight <= 4.00 AND 2.00 < right_distance <= 3.00 AND 2.00 < left_weight <= 3.00;4;1.0;0.002;1.0;0.05128205128205128
1.0;3.0;1.0;4.0;2;2;left_weight <= 2.00 AND right_distance > 3.00 AND left_distance <= 3.00;3;0.9395770392749244;0.1031;0.94;0.20434782608695654
2.0;4.0;4.0;5.0;2;2;right_distance > 4.00 AND right_weight > 3.00 AND left_weight <= 2.00;3;1.0;0.0332;1.0;0.0782608695652174
2.0;1.0;1.0;5.0;2;2;left_weight <= 2.00 AND right_distance > 3.00 AND left_distance <= 2.00;3;0.9636963696369637;0.0633;0.9696969696969697;0.1391304347826087
5.0;4.0;1.0;2.0;1;1;right_weight <= 2.00 AND left_weight > 4.00 AND left_distance > 3.00;3;1.0;0.0264;1.0;0.05982905982905983
4.0;3.0;1.0;5.0;1;1;left_weight > 3.00 AND right_weight <= 2.00 AND left_distance > 2.00;3;1.0;0.0927;1.0;0.19658119658119658
4.0;5.0;3.0;2.0;1;1;left_distance > 4.00 AND left_weight > 3.00 AND right_distance <= 2.00;3;1.0;0.0303;1.0;0.06837606837606838
5.0;3.0;4.0;3.0;1;1;left_weight > 4.00 AND left_distance > 2.00 AND right_distance <= 3.00;3;0.9774011299435028;0.0712;0.972972972972973;0.15384615384615385
4.0;3.0;2.0;2.0;1;1;right_weight <= 2.00 AND left_weight > 3.00 AND left_distance > 2.00;3;1.0;0.0934;1.0;0.19658119658119658
1.0;5.0;1.0;1.0;1;1;left_distance > 4.00 AND right_distance <= 2.00 AND right_weight <= 2.00;3;1.0;0.0294;1.0;0.06837606837606838
4.0;3.0;3.0;4.0;0;0;2.00 < right_weight <= 3.00 AND 2.00 < left_distance <= 3.00 AND 3.00 < left_weight <= 4.00 AND 3.00 < right_distance <= 4.00;4;1.0;0.0025;1.0;0.05128205128205128
4.0;1.0;3.0;2.0;2;2;left_distance <= 2.00 AND right_weight > 2.00 AND left_weight <= 4.00;3;0.8771929824561403;0.1885;0.8775510204081632;0.3739130434782609
5.0;5.0;1.0;5.0;1;1;left_distance > 4.00 AND left_weight > 4.00;2;0.9663299663299664;0.0433;0.9523809523809523;0.08547008547008547
3.0;2.0;4.0;5.0;2;2;right_distance > 4.00 AND right_weight > 3.00 AND left_distance <= 2.00;3;1.0;0.0316;1.0;0.07391304347826087
3.0;1.0;4.0;3.0;2;2;left_distance <= 2.00 AND right_weight > 3.00 AND right_distance > 2.00;3;1.0;0.1029;1.0;0.2217391304347826
5.0;1.0;1.0;2.0;1;1;left_weight > 4.00 AND right_weight <= 2.00 AND right_distance <= 2.00;3;1.0;0.0323;1.0;0.07692307692307693
4.0;4.0;1.0;2.0;1;1;right_distance <= 2.00 AND left_weight > 3.00 AND left_distance > 2.00;3;1.0;0.1093;1.0;0.2222222222222222
1.0;5.0;3.0;3.0;2;2;left_weight <= 2.00 AND right_weight > 2.00 AND right_distance > 2.00;3;0.9736147757255936;0.1527;0.9871794871794872;0.3347826086956522
2.0;3.0;1.0;5.0;1;1;right_weight <= 2.00 AND left_distance > 2.00;2;0.8429530201342282;0.2258;0.8596491228070176;0.4188034188034188
4.0;4.0;2.0;3.0;1;1;right_weight <= 2.00 AND left_weight > 3.00 AND left_distance > 2.00;3;1.0;0.0896;1.0;0.19658119658119658
5.0;1.0;1.0;1.0;1;1;right_weight <= 2.00 AND left_weight > 4.00 AND right_distance <= 2.00;3;1.0;0.0326;1.0;0.07692307692307693
4.0;5.0;3.0;4.0;1;1;left_distance > 4.00 AND left_weight > 3.00 AND right_weight <= 3.00;3;1.0;0.0468;1.0;0.10256410256410256
3.0;5.0;5.0;4.0;2;2;right_weight > 4.00 AND right_distance > 3.00 AND left_weight <= 3.00;3;1.0;0.0507;1.0;0.11304347826086956
3.0;3.0;3.0;5.0;2;2;right_distance > 4.00 AND right_weight > 2.00 AND left_weight <= 3.00;3;0.9654255319148937;0.0747;0.9743589743589743;0.16521739130434782
2.0;2.0;1.0;2.0;1;1;right_distance <= 2.00 AND right_weight <= 2.00;2;0.8656716417910447;0.1506;0.8961038961038961;0.2948717948717949
2.0;2.0;5.0;2.0;2;2;right_weight > 4.00 AND left_weight <= 2.00 AND left_distance <= 2.00;3;1.0;0.033;1.0;0.06956521739130435
2.0;5.0;2.0;4.0;1;1;left_distance > 4.00 AND right_weight <= 2.00 AND right_distance <= 4.00;3;0.9464285714285714;0.0615;0.9354838709677419;0.12393162393162394
3.0;3.0;2.0;2.0;1;1;right_weight <= 2.00 AND left_weight > 2.00 AND left_distance > 2.00;3;0.9946996466431095;0.1435;0.9859154929577465;0.29914529914529914
4.0;4.0;3.0;5.0;1;1;left_distance > 3.00 AND left_weight > 3.00 AND right_weight <= 3.00;3;1.0;0.0962;1.0;0.20085470085470086
2.0;2.0;3.0;5.0;2;2;right_distance > 4.00 AND left_weight <= 2.00 AND right_weight > 2.00;3;1.0;0.0508;1.0;0.11739130434782609
3.0;3.0;4.0;3.0;2;2;right_weight > 3.00 AND right_distance > 2.00 AND left_distance <= 3.00;3;0.97;0.1431;0.96;0.3130434782608696
2.0;1.0;3.0;2.0;2;2;left_weight <= 2.00 AND right_weight > 2.00 AND left_distance <= 2.00;3;0.9477124183006536;0.1009;0.9607843137254902;0.21304347826086956
4.0;2.0;3.0;1.0;1;1;right_distance <= 2.00 AND left_weight > 3.00 AND right_weight <= 3.00;3;0.953125;0.1035;0.9615384615384616;0.21367521367521367
2.0;3.0;5.0;3.0;2;2;right_weight > 4.00 AND left_weight <= 2.00 AND right_distance > 2.00;3;1.0;0.0503;1.0;0.11304347826086956
3.0;5.0;2.0;4.0;1;1;left_distance > 4.00 AND right_weight <= 2.00 AND left_weight > 2.00;3;1.0;0.047;1.0;0.10683760683760683
3.0;1.0;2.0;4.0;2;2;left_distance <= 2.00 AND right_distance > 3.00 AND left_weight <= 3.00;3;0.9482288828337875;0.0915;0.94;0.20434782608695654
2.0;5.0;2.0;3.0;1;1;left_distance > 4.00 AND right_weight <= 2.00 AND right_distance <= 3.00;3;0.972972972972973;0.0424;0.9565217391304348;0.09401709401709402
