left_weight;left_distance;right_weight;right_distance;target;prediction;anchor_rule;anchor_rule_len;anchor_precision;anchor_coverage;anchor_precision_correct;anchor_coverage_correct
2.0;3.0;2.0;1.0;1;1;right_weight <= 2.00 AND right_distance <= 2.00 AND left_distance > 2.00;3;1.0;0.0918;1.0;0.19658119658119658
5.0;4.0;5.0;2.0;1;1;left_weight > 4.00 AND left_distance > 3.00 AND right_distance <= 2.00;3;1.0;0.0317;1.0;0.07264957264957266
4.0;1.0;1.0;1.0;1;1;right_distance <= 2.00 AND right_weight <= 2.00 AND left_weight > 2.00;3;1.0;0.0937;1.0;0.20512820512820512
3.0;5.0;2.0;2.0;1;1;right_weight <= 2.00 AND right_distance <= 2.00 AND left_weight > 2.00;3;1.0;0.0968;1.0;0.20512820512820512
3.0;4.0;3.0;4.0;0;0;2.00 < left_weight <= 3.00 AND 3.00 < right_distance <= 4.00 AND 2.00 < right_weight <= 3.00 AND 3.00 < left_distance <= 4.00;4;1.0;0.0014;1.0;0.05128205128205128
1.0;1.0;2.0;1.0;2;2;left_weight <= 2.00 AND left_distance <= 2.00;2;0.819047619047619;0.1675;0.8433734939759037;0.30434782608695654
1.0;2.0;5.0;1.0;2;2;right_weight > 4.00 AND left_weight <= 2.00 AND left_distance <= 2.00;3;1.0;0.0282;1.0;0.06956521739130435
3.0;3.0;4.0;5.0;2;2;right_distance > 4.00 AND right_weight > 3.00 AND left_distance <= 3.00;3;1.0;0.0516;1.0;0.11739130434782609
4.0;2.0;5.0;4.0;2;2;right_weight > 4.00 AND right_distance > 3.00 AND left_distance <= 3.00;3;1.0;0.0484;1.0;0.10434782608695652
5.0;5.0;2.0;1.0;1;1;right_weight <= 2.00 AND left_weight > 4.00 AND left_distance > 4.00;3;1.0;0.0165;1.0;0.038461538461538464
1.0;1.0;4.0;2.0;2;2;left_weight <= 2.00 AND right_weight > 3.00 AND left_distance <= 2.00;3;0.9337539432176656;0.0683;0.9714285714285714;0.14782608695652175
1.0;2.0;5.0;4.0;2;2;left_weight <= 2.00 AND right_weight > 4.00 AND left_distance <= 2.00;3;1.0;0.0245;1.0;0.06956521739130435
5.0;5.0;1.0;4.0;1;1;left_weight > 4.00 AND left_distance > 4.00 AND right_weight <= 2.00;3;1.0;0.0161;1.0;0.038461538461538464
5.0;3.0;4.0;5.0;2;2;right_distance > 4.00 AND right_weight > 3.00 AND left_distance <= 3.00;3;1.0;0.0532;1.0;0.11739130434782609
1.0;1.0;1.0;4.0;2;2;left_distance <= 2.00 AND right_distance > 3.00 AND left_weight <= 2.00;3;0.982078853046595;0.0617;0.9696969696969697;0.1391304347826087
3.0;5.0;1.0;5.0;1;1;right_weight <= 2.00 AND left_distance > 4.00 AND left_weight > 2.00;3;1.0;0.0463;1.0;0.10683760683760683
3.0;4.0;1.0;3.0;1;1;right_weight <= 2.00 AND left_distance > 3.00 AND left_weight > 2.00;3;1.0;0.0936;1.0;0.20512820512820512
5.0;4.0;3.0;5.0;1;1;left_weight > 4.00 AND left_distance > 3.00 AND right_weight <= 3.00;3;1.0;0.0412;1.0;0.09401709401709402
4.0;1.0;4.0;4.0;2;2;right_distance > 3.00 AND right_weight > 3.00 AND left_distance <= 3.00;3;1.0;0.1038;1.0;0.2217391304347826
5.0;2.0;3.0;3.0;1;1;left_weight > 4.00 AND right_weight <= 3.00 AND right_distance <= 3.00;3;0.9382239382239382;0.0752;0.9473684210526315;0.15384615384615385
3.0;4.0;1.0;4.0;1;1;right_weight <= 2.00 AND left_distance > 3.00 AND left_weight > 2.00;3;1.0;0.0921;1.0;0.20512820512820512
2.0;5.0;1.0;1.0;1;1;right_weight <= 2.00 AND right_distance <= 2.00 AND left_distance > 2.00;3;1.0;0.0839;1.0;0.19658119658119658
1.0;2.0;1.0;2.0;0;0;right_distance <= 2.00 AND left_weight <= 2.00 AND left_distance <= 2.00 AND right_weight <= 2.00;4;0.40229312063808575;0.0237;0.46153846153846156;0.15384615384615385
5.0;1.0;4.0;4.0;2;2;left_distance <= 2.00 AND right_distance > 3.00 AND right_weight > 3.00;3;1.0;0.0634;1.0;0.14782608695652175
3.0;1.0;3.0;4.0;2;2;left_distance <= 2.00 AND right_distance > 3.00 AND right_weight > 2.00;3;1.0;0.1019;1.0;0.2217391304347826
1.0;3.0;1.0;1.0;1;1;right_weight <= 2.00 AND right_distance <= 2.00 AND left_distance > 2.00;3;1.0;0.0954;1.0;0.19658119658119658
2.0;5.0;1.0;5.0;1;1;right_weight <= 2.00 AND left_distance > 3.00;2;0.9100719424460432;0.145;0.9066666666666666;0.2905982905982906
1.0;2.0;3.0;3.0;2;2;left_weight <= 2.00 AND right_weight > 2.00 AND right_distance > 2.00;3;0.9897058823529412;0.151;0.9871794871794872;0.3347826086956522
2.0;2.0;2.0;3.0;2;2;left_weight <= 2.00 AND right_distance > 2.00 AND left_distance <= 2.00;3;0.9770114942528736;0.0986;0.9607843137254902;0.21304347826086956
2.0;5.0;3.0;3.0;1;1;left_distance > 4.00 AND right_weight <= 3.00 AND right_distance <= 3.00;3;0.917910447761194;0.0654;0.9090909090909091;0.1282051282051282
5.0;4.0;5.0;4.0;0;0;right_weight > 4.00 AND left_weight > 4.00 AND 3.00 < right_distance <= 4.00 AND 3.00 < left_distance <= 4.00;4;1.0;0.0022;1.0;0.05128205128205128
2.0;3.0;1.0;1.0;1;1;right_weight <= 2.00 AND right_distance <= 2.00 AND left_distance > 2.00;3;1.0;0.0875;1.0;0.19658119658119658
5.0;1.0;5.0;4.0;2;2;right_weight > 4.00 AND right_distance > 3.00 AND left_distance <= 3.00;3;1.0;0.0464;1.0;0.10434782608695652
5.0;2.0;2.0;1.0;1;1;left_weight > 4.00 AND right_distance <= 2.00 AND right_weight <= 2.00;3;1.0;0.0353;1.0;0.07692307692307693
2.0;3.0;4.0;5.0;2;2;left_weight <= 2.00 AND right_weight > 3.00 AND right_distance > 4.00;3;1.0;0.0358;1.0;0.0782608695652174
5.0;2.0;1.0;1.0;1;1;left_weight > 4.00 AND right_weight <= 2.00 AND right_distance <= 2.00;3;1.0;0.0328;1.0;0.07692307692307693
3.0;5.0;1.0;4.0;1;1;right_weight <= 2.00 AND left_distance > 4.00 AND left_weight > 2.00;3;1.0;0.0494;1.0;0.10683760683760683
5.0;5.0;1.0;3.0;1;1;left_weight > 4.00 AND left_distance > 4.00;2;0.9586466165413534;0.0407;0.9523809523809523;0.08547008547008547
5.0;2.0;2.0;2.0;1;1;right_weight <= 2.00 AND right_distance <= 2.00 AND left_weight > 2.00;3;1.0;0.0959;1.0;0.20512820512820512
1.0;3.0;4.0;3.0;2;2;left_weight <= 2.00 AND right_weight > 3.00 AND right_distance > 2.00;3;1.0;0.1055;1.0;0.23043478260869565
4.0;4.0;4.0;3.0;1;1;left_distance > 3.00 AND left_weight > 3.00 AND right_distance <= 3.00;3;1.0;0.0966;1.0;0.21367521367521367
2.0;2.0;4.0;4.0;2;2;left_weight <= 2.00 AND right_weight > 3.00 AND right_distance > 2.00;3;1.0;0.105;1.0;0.23043478260869565
3.0;5.0;1.0;3.0;1;1;left_distance > 4.00 AND right_weight <= 2.00 AND left_weight > 2.00;3;1.0;0.0474;1.0;0.10683760683760683
2.0;2.0;3.0;3.0;2;2;left_weight <= 2.00 AND right_weight > 2.00 AND right_distance > 2.00;3;0.9904306220095693;0.1502;0.9871794871794872;0.3347826086956522
3.0;3.0;2.0;5.0;2;2;right_distance > 4.00 AND left_distance <= 3.00 AND left_weight <= 3.00;3;0.9124087591240876;0.0718;0.918918918918919;0.14782608695652175
2.0;3.0;4.0;4.0;2;2;left_weight <= 2.00 AND right_weight > 3.00 AND right_distance > 2.00;3;1.0;0.1044;1.0;0.23043478260869565
2.0;2.0;1.0;3.0;1;1;right_weight <= 2.00 AND right_distance <= 3.00;2;0.8473413379073756;0.2334;0.8275862068965517;0.41025641025641024
3.0;5.0;2.0;1.0;1;1;right_weight <= 2.00 AND left_distance > 4.00 AND left_weight > 2.00;3;1.0;0.0478;1.0;0.10683760683760683
3.0;5.0;4.0;1.0;1;1;left_distance > 4.00 AND right_distance <= 2.00 AND left_weight > 2.00;3;1.0;0.0477;1.0;0.10683760683760683
2.0;5.0;1.0;2.0;1;1;right_distance <= 2.00 AND left_distance > 4.00 AND right_weight <= 2.00;3;1.0;0.028;1.0;0.06837606837606838
3.0;5.0;3.0;2.0;1;1;left_distance > 4.00 AND right_distance <= 2.00 AND left_weight > 2.00;3;1.0;0.0469;1.0;0.10683760683760683
4.0;4.0;5.0;3.0;1;1;left_distance > 3.00 AND left_weight > 3.00 AND right_distance <= 3.00;3;1.0;0.0948;1.0;0.21367521367521367
1.0;5.0;1.0;4.0;1;1;right_weight <= 2.00 AND left_distance > 3.00 AND right_distance <= 4.00;3;0.9365482233502538;0.1183;0.95;0.24358974358974358
4.0;3.0;1.0;2.0;1;1;right_weight <= 2.00 AND right_distance <= 2.00 AND left_weight > 2.00;3;1.0;0.0917;1.0;0.20512820512820512
1.0;3.0;5.0;5.0;2;2;right_weight > 4.00 AND right_distance > 4.00;2;0.9838056680161943;0.04;0.9523809523809523;0.08695652173913043
5.0;5.0;3.0;4.0;1;1;left_weight > 4.00 AND left_distance > 4.00 AND right_weight <= 3.00;3;1.0;0.0245;1.0;0.05555555555555555
5.0;5.0;1.0;2.0;1;1;right_distance <= 2.00 AND left_distance > 4.00 AND left_weight > 4.00;3;1.0;0.0141;1.0;0.03418803418803419
1.0;5.0;4.0;5.0;2;2;right_distance > 4.00 AND right_weight > 3.00 AND left_weight <= 2.00;3;1.0;0.0341;1.0;0.0782608695652174
4.0;2.0;5.0;3.0;2;2;right_weight > 4.00 AND right_distance > 2.00 AND left_distance <= 2.00;3;1.0;0.0466;1.0;0.10434782608695652
5.0;1.0;2.0;3.0;2;2;left_distance <= 2.00 AND right_distance > 2.00;2;0.8503401360544217;0.2513;0.824;0.44782608695652176
5.0;4.0;3.0;2.0;1;1;left_weight > 4.00 AND left_distance > 3.00 AND right_distance <= 2.00;3;1.0;0.0324;1.0;0.07264957264957266
2.0;4.0;2.0;3.0;1;1;right_weight <= 2.00 AND left_distance > 3.00 AND right_distance <= 3.00;3;0.9708029197080292;0.0918;0.9787234042553191;0.19658119658119658
3.0;5.0;3.0;3.0;1;1;left_distance > 4.00 AND left_weight > 2.00 AND right_distance <= 3.00;3;0.9801192842942346;0.0698;0.9722222222222222;0.14957264957264957
4.0;1.0;2.0;4.0;2;2;right_distance > 3.00 AND left_distance <= 2.00 AND left_weight <= 4.00;3;0.8904109589041096;0.1352;0.8985507246376812;0.26956521739130435
3.0;5.0;5.0;1.0;1;1;right_distance <= 2.00 AND left_distance > 4.00 AND left_weight > 2.00;3;1.0;0.0441;1.0;0.10683760683760683
4.0;5.0;1.0;4.0;1;1;right_weight <= 2.00 AND left_distance > 3.00 AND left_weight > 2.00;3;1.0;0.0915;1.0;0.20512820512820512
1.0;1.0;2.0;4.0;2;2;left_weight <= 2.00 AND right_distance > 3.00 AND left_distance <= 2.00;3;0.9650793650793651;0.0607;0.9696969696969697;0.1391304347826087
4.0;2.0;3.0;2.0;1;1;right_distance <= 2.00 AND left_weight > 3.00 AND right_weight <= 3.00;3;0.97265625;0.1077;0.9615384615384616;0.21367521367521367
1.0;2.0;3.0;2.0;2;2;left_weight <= 2.00 AND right_weight > 2.00 AND left_distance <= 2.00;3;0.9404761904761905;0.0979;0.9607843137254902;0.21304347826086956
2.0;1.0;3.0;5.0;2;2;left_weight <= 2.00 AND right_distance > 4.00 AND right_weight > 2.00;3;1.0;0.0543;1.0;0.11739130434782609
3.0;1.0;1.0;4.0;2;2;left_distance <= 2.00 AND right_distance > 3.00 AND left_weight <= 3.00;3;0.9507042253521126;0.0978;0.94;0.20434782608695654
3.0;3.0;1.0;4.0;1;1;right_weight <= 2.00 AND left_distance > 2.00 AND left_weight > 2.00;3;0.9786585365853658;0.1459;0.9859154929577465;0.29914529914529914
4.0;3.0;1.0;1.0;1;1;right_weight <= 2.00 AND right_distance <= 2.00 AND left_weight > 2.00;3;1.0;0.0922;1.0;0.20512820512820512
1.0;3.0;2.0;5.0;2;2;left_weight <= 2.00 AND right_distance > 4.00 AND left_distance <= 3.00;3;0.9734513274336283;0.0452;0.96;0.10434782608695652
1.0;5.0;3.0;2.0;2;2;left_weight <= 2.00 AND right_weight > 2.00;2;0.8368932038834952;0.248;0.8699186991869918;0.4652173913043478
5.0;2.0;2.0;3.0;1;1;left_weight > 4.00 AND right_weight <= 2.00 AND right_distance <= 3.00;3;0.9736147757255936;0.0463;0.9615384615384616;0.10683760683760683
4.0;1.0;5.0;2.0;2;2;left_distance <= 2.00 AND right_weight > 4.00 AND left_weight <= 4.00;3;0.9032921810699589;0.0589;0.9333333333333333;0.12173913043478261
4.0;3.0;2.0;4.0;1;1;right_weight <= 2.00 AND left_weight > 3.00 AND left_distance > 2.00;3;1.0;0.0895;1.0;0.19658119658119658
3.0;1.0;3.0;3.0;2;2;left_distance <= 2.00 AND right_distance > 2.00 AND right_weight > 2.00;3;0.9878296146044625;0.157;0.9868421052631579;0.32608695652173914
5.0;1.0;4.0;5.0;2;2;right_distance > 4.00 AND right_weight > 3.00 AND left_distance <= 2.00;3;1.0;0.0331;1.0;0.07391304347826087
3.0;2.0;5.0;3.0;2;2;right_weight > 4.00 AND right_distance > 2.00 AND left_distance <= 2.00;3;1.0;0.0457;1.0;0.10434782608695652
2.0;2.0;1.0;1.0;1;1;right_weight <= 2.00 AND right_distance <= 2.00;2;0.903041825095057;0.1516;0.8961038961038961;0.2948717948717949
3.0;1.0;4.0;2.0;2;2;left_distance <= 2.00 AND right_weight > 3.00 AND left_weight <= 3.00;3;0.9427609427609428;0.1007;0.94;0.20434782608695654
5.0;2.0;3.0;4.0;2;2;left_distance <= 2.00 AND right_distance > 3.00 AND right_weight > 2.00;3;1.0;0.1038;1.0;0.2217391304347826
3.0;5.0;2.0;5.0;1;1;right_weight <= 2.00 AND left_distance > 4.00 AND left_weight > 2.00;3;1.0;0.0493;1.0;0.10683760683760683
5.0;3.0;1.0;1.0;1;1;right_distance <= 2.00 AND right_weight <= 2.00 AND left_weight > 2.00;3;1.0;0.0937;1.0;0.20512820512820512
1.0;2.0;3.0;4.0;2;2;left_weight <= 2.00 AND right_distance > 3.00 AND right_weight > 2.00;3;1.0;0.0992;1.0;0.2217391304347826
4.0;4.0;4.0;4.0;0;0;3.00 < left_distance <= 4.00 AND 3.00 < left_weight <= 4.00 AND 3.00 < right_weight <= 4.00 AND 3.00 < right_distance <= 4.00;4;1.0;0.0017;1.0;0.05128205128205128
3.0;3.0;2.0;3.0;1;1;right_weight <= 2.00 AND left_weight > 2.00 AND left_distance > 2.00;3;0.9869848156182213;0.1415;0.9859154929577465;0.29914529914529914
2.0;3.0;5.0;4.0;2;2;left_weight <= 2.00 AND right_weight > 4.00 AND right_distance > 2.00;3;1.0;0.0518;1.0;0.11304347826086956
5.0;4.0;3.0;3.0;1;1;left_weight > 4.00 AND left_distance > 3.00 AND right_distance <= 3.00;3;1.0;0.0468;1.0;0.10683760683760683
4.0;3.0;2.0;3.0;1;1;right_weight <= 2.00 AND left_weight > 3.00 AND left_distance > 2.00;3;1.0;0.0876;1.0;0.19658119658119658
2.0;1.0;5.0;2.0;2;2;right_weight > 4.00 AND left_weight <= 2.00 AND left_distance <= 2.00;3;1.0;0.0313;1.0;0.06956521739130435
5.0;4.0;4.0;4.0;1;1;left_weight > 4.00 AND left_distance > 3.00;2;0.9584415584415584;0.0741;0.9459459459459459;0.14957264957264957
5.0;3.0;1.0;3.0;1;1;left_weight > 4.00 AND right_weight <= 2.00 AND left_distance > 2.00;3;1.0;0.0381;1.0;0.08547008547008547
2.0;1.0;5.0;3.0;2;2;left_weight <= 2.00 AND right_weight > 4.00 AND left_distance <= 2.00;3;1.0;0.0301;1.0;0.06956521739130435
4.0;4.0;2.0;2.0;1;1;right_weight <= 2.00 AND right_distance <= 2.00 AND left_weight > 2.00;3;1.0;0.0912;1.0;0.20512820512820512
3.0;4.0;5.0;4.0;2;2;right_weight > 4.00 AND right_distance > 3.00 AND left_weight <= 3.00;3;1.0;0.0493;1.0;0.11304347826086956
3.0;4.0;1.0;1.0;1;1;right_distance <= 2.00 AND right_weight <= 2.00 AND left_weight > 2.00;3;1.0;0.0898;1.0;0.20512820512820512
5.0;3.0;5.0;2.0;1;1;left_weight > 4.00 AND right_distance <= 2.00 AND left_distance > 2.00;3;1.0;0.048;1.0;0.10683760683760683
1.0;5.0;5.0;4.0;2;2;left_weight <= 2.00 AND right_weight > 4.00 AND right_distance > 2.00;3;1.0;0.0501;1.0;0.11304347826086956
5.0;1.0;5.0;5.0;2;2;right_distance > 4.00 AND right_weight > 4.00;2;0.9607250755287009;0.0384;0.9523809523809523;0.08695652173913043
1.0;4.0;5.0;2.0;2;2;right_weight > 4.00 AND left_weight <= 2.00 AND left_distance <= 4.00;3;0.9621848739495799;0.0647;0.96875;0.13478260869565217
2.0;1.0;4.0;4.0;2;2;left_weight <= 2.00 AND right_distance > 3.00 AND right_weight > 2.00;3;1.0;0.1041;1.0;0.2217391304347826
2.0;5.0;3.0;5.0;2;2;right_distance > 4.00 AND left_weight <= 2.00 AND right_weight > 2.00;3;1.0;0.0537;1.0;0.11739130434782609
4.0;1.0;4.0;5.0;2;2;right_distance > 4.00 AND right_weight > 3.00 AND left_distance <= 2.00;3;1.0;0.0316;1.0;0.07391304347826087
4.0;4.0;1.0;4.0;1;1;right_weight <= 2.00 AND left_weight > 3.00 AND left_distance > 2.00;3;1.0;0.0862;1.0;0.19658119658119658
1.0;4.0;5.0;3.0;2;2;right_weight > 3.00 AND left_weight <= 2.00 AND right_distance > 2.00;3;1.0;0.1049;1.0;0.23043478260869565
3.0;5.0;5.0;2.0;1;1;right_distance <= 2.00 AND left_distance > 4.00 AND left_weight > 2.00;3;1.0;0.0439;1.0;0.10683760683760683
3.0;3.0;5.0;5.0;2;2;right_distance > 4.00 AND right_weight > 4.00;2;0.9767441860465116;0.0389;0.9523809523809523;0.08695652173913043
3.0;2.0;1.0;5.0;1;1;right_weight <= 2.00 AND left_weight > 2.00;2;0.8571428571428571;0.2356;0.865546218487395;0.44017094017094016
3.0;2.0;4.0;4.0;2;2;left_distance <= 2.00 AND right_distance > 3.00 AND right_weight > 3.00;3;1.0;0.0634;1.0;0.14782608695652175
3.0;1.0;1.0;5.0;2;2;right_distance > 4.00 AND left_distance <= 2.00 AND left_weight <= 3.00;3;0.9525222551928784;0.0441;0.9565217391304348;0.09565217391304348
4.0;2.0;1.0;1.0;1;1;right_distance <= 2.00 AND right_weight <= 2.00 AND left_weight > 2.00;3;1.0;0.0939;1.0;0.20512820512820512
1.0;5.0;5.0;3.0;2;2;left_weight <= 2.00 AND right_weight > 4.00 AND right_distance > 2.00;3;1.0;0.0574;1.0;0.11304347826086956
2.0;3.0;2.0;4.0;2;2;left_weight <= 2.00 AND right_distance > 3.00 AND left_distance <= 3.00;3;0.9531914893617022;0.0962;0.94;0.20434782608695654
2.0;4.0;1.0;3.0;1;1;right_weight <= 2.00 AND left_distance > 3.00 AND right_distance <= 3.00;3;0.976271186440678;0.0909;0.9787234042553191;0.19658119658119658
3.0;3.0;5.0;4.0;2;2;right_weight > 4.00 AND right_distance > 3.00 AND left_weight <= 3.00;3;1.0;0.0541;1.0;0.11304347826086956
2.0;5.0;5.0;2.0;0;0;left_weight <= 2.00 AND right_distance <= 2.00 AND right_weight > 4.00 AND left_distance > 4.00;4;0.5120313374370453;0.0074;0.6;0.07692307692307693
5.0;3.0;5.0;3.0;0;0;2.00 < right_distance <= 3.00 AND right_weight > 4.00 AND left_weight > 4.00 AND 2.00 < left_distance <= 3.00;4;1.0;0.0021;1.0;0.05128205128205128
4.0;3.0;4.0;3.0;0;0;3.00 < right_weight <= 4.00 AND 3.00 < left_weight <= 4.00 AND 2.00 < left_distance <= 3.00 AND 2.00 < right_distance <= 3.00;4;1.0;0.0026;1.0;0.05128205128205128
5.0;1.0;4.0;2.0;2;2;left_distance <= 2.00 AND right_weight > 3.00;2;0.8635743519781719;0.1677;0.8571428571428571;0.3130434782608696
4.0;3.0;5.0;2.0;1;1;right_distance <= 2.00 AND left_weight > 3.00 AND left_distance > 2.00;3;1.0;0.1006;1.0;0.2222222222222222
5.0;2.0;5.0;5.0;2;2;right_weight > 4.00 AND right_distance > 4.00 AND left_distance <= 2.00;3;1.0;0.0107;1.0;0.030434782608695653
4.0;2.0;5.0;5.0;2;2;right_distance > 4.00 AND right_weight > 4.00;2;0.9825783972125436;0.043;0.9523809523809523;0.08695652173913043
2.0;1.0;1.0;1.0;1;1;right_distance <= 2.00 AND right_weight <= 2.00;2;0.8896672504378283;0.1527;0.8961038961038961;0.2948717948717949
4.0;2.0;1.0;3.0;1;1;right_weight <= 2.00 AND left_weight > 3.00 AND right_distance <= 3.00;3;0.9722863741339491;0.0975;0.98;0.2094017094017094
4.0;4.0;3.0;4.0;1;1;left_distance > 3.00 AND left_weight > 3.00 AND right_weight <= 3.00;3;1.0;0.0919;1.0;0.20085470085470086
4.0;3.0;5.0;5.0;2;2;right_distance > 4.00 AND right_weight > 4.00;2;0.9746031746031746;0.0377;0.9523809523809523;0.08695652173913043
2.0;4.0;5.0;4.0;2;2;right_weight > 4.00 AND right_distance > 3.00 AND left_weight <= 3.00;3;1.0;0.0512;1.0;0.11304347826086956
3.0;4.0;4.0;3.0;0;0;3.00 < right_weight <= 4.00 AND 2.00 < left_weight <= 3.00 AND 3.00 < left_distance <= 4.00 AND 2.00 < right_distance <= 3.00;4;1.0;0.002;1.0;0.05128205128205128
1.0;3.0;1.0;4.0;2;2;left_weight <= 2.00 AND right_distance > 3.00 AND left_distance <= 3.00;3;0.9527896995708155;0.0975;0.94;0.20434782608695654
2.0;4.0;4.0;5.0;2;2;right_distance > 4.00 AND right_weight > 3.00 AND left_weight <= 2.00;3;1.0;0.0349;1.0;0.0782608695652174
2.0;1.0;1.0;5.0;2;2;left_weight <= 2.00 AND right_distance > 4.00 AND left_distance <= 2.00;3;1.0;0.0282;1.0;0.06956521739130435
5.0;4.0;1.0;2.0;1;1;right_weight <= 2.00 AND left_weight > 4.00 AND left_distance > 3.00;3;1.0;0.0259;1.0;0.05982905982905983
4.0;3.0;1.0;5.0;1;1;right_weight <= 2.00 AND left_weight > 3.00 AND left_distance > 2.00;3;1.0;0.0883;1.0;0.19658119658119658
4.0;5.0;3.0;2.0;1;1;left_distance > 4.00 AND left_weight > 3.00 AND right_distance <= 2.00;3;1.0;0.0289;1.0;0.06837606837606838
5.0;3.0;4.0;3.0;1;1;left_weight > 4.00 AND right_distance <= 3.00 AND left_distance > 2.00;3;0.9826086956521739;0.0747;0.972972972972973;0.15384615384615385
4.0;3.0;2.0;2.0;1;1;right_weight <= 2.00 AND right_distance <= 2.00 AND left_weight > 2.00;3;1.0;0.0914;1.0;0.20512820512820512
1.0;5.0;1.0;1.0;1;1;left_distance > 4.00 AND right_distance <= 2.00 AND right_weight <= 2.00;3;1.0;0.0277;1.0;0.06837606837606838
4.0;3.0;3.0;4.0;0;0;3.00 < left_weight <= 4.00 AND 2.00 < right_weight <= 3.00 AND 2.00 < right_distance <= 4.00 AND 2.00 < left_distance <= 3.00;4;1.0;0.0018;1.0;0.05128205128205128
4.0;1.0;3.0;2.0;2;2;left_distance <= 2.00 AND right_weight > 2.00 AND left_weight <= 4.00;3;0.8733333333333333;0.1892;0.8775510204081632;0.3739130434782609
5.0;5.0;1.0;5.0;1;1;left_weight > 4.00 AND left_distance > 4.00 AND right_weight <= 2.00;3;1.0;0.0162;1.0;0.038461538461538464
3.0;2.0;4.0;5.0;2;2;right_distance > 4.00 AND right_weight > 3.00 AND left_distance <= 2.00;3;1.0;0.0296;1.0;0.07391304347826087
3.0;1.0;4.0;3.0;2;2;right_weight > 3.00 AND left_distance <= 2.00 AND right_distance > 2.00;3;1.0;0.0979;1.0;0.2217391304347826
5.0;1.0;1.0;2.0;1;1;right_weight <= 2.00 AND left_weight > 4.00 AND right_distance <= 2.00;3;1.0;0.0345;1.0;0.07692307692307693
4.0;4.0;1.0;2.0;1;1;right_weight <= 2.00 AND left_distance > 3.00 AND left_weight > 2.00;3;1.0;0.0946;1.0;0.20512820512820512
1.0;5.0;3.0;3.0;2;2;left_weight <= 2.00 AND right_distance > 2.00 AND right_weight > 2.00;3;0.992;0.1521;0.9871794871794872;0.3347826086956522
2.0;3.0;1.0;5.0;1;1;right_weight <= 2.00 AND left_distance > 2.00;2;0.8695054945054945;0.226;0.8596491228070176;0.4188034188034188
4.0;4.0;2.0;3.0;1;1;right_weight <= 2.00 AND left_weight > 3.00 AND left_distance > 2.00;3;1.0;0.0909;1.0;0.19658119658119658
5.0;1.0;1.0;1.0;1;1;right_weight <= 2.00 AND left_weight > 4.00 AND right_distance <= 2.00;3;1.0;0.034;1.0;0.07692307692307693
4.0;5.0;3.0;4.0;1;1;left_distance > 4.00 AND left_weight > 3.00 AND right_weight <= 3.00;3;1.0;0.049;1.0;0.10256410256410256
3.0;5.0;5.0;4.0;2;2;right_weight > 4.00 AND right_distance > 3.00 AND left_weight <= 3.00;3;1.0;0.0517;1.0;0.11304347826086956
3.0;3.0;3.0;5.0;2;2;right_distance > 4.00 AND right_weight > 2.00 AND left_weight <= 3.00;3;0.9648562300319489;0.0791;0.9743589743589743;0.16521739130434782
2.0;2.0;1.0;2.0;1;1;right_distance <= 2.00 AND right_weight <= 2.00;2;0.9088983050847458;0.1539;0.8961038961038961;0.2948717948717949
2.0;2.0;5.0;2.0;2;2;left_weight <= 2.00 AND right_weight > 4.00 AND left_distance <= 2.00;3;1.0;0.0317;1.0;0.06956521739130435
2.0;5.0;2.0;4.0;1;1;left_distance > 4.00 AND right_weight <= 2.00 AND right_distance <= 4.00;3;0.9355670103092784;0.0604;0.9354838709677419;0.12393162393162394
3.0;3.0;2.0;2.0;1;1;right_weight <= 2.00 AND right_distance <= 2.00 AND left_weight > 2.00;3;1.0;0.0936;1.0;0.20512820512820512
4.0;4.0;3.0;5.0;1;1;left_weight > 3.00 AND left_distance > 3.00 AND right_weight <= 3.00;3;1.0;0.0913;1.0;0.20085470085470086
2.0;2.0;3.0;5.0;2;2;left_weight <= 2.00 AND right_distance > 4.00 AND right_weight > 2.00;3;1.0;0.0502;1.0;0.11739130434782609
3.0;3.0;4.0;3.0;2;2;right_weight > 3.00 AND right_distance > 2.00 AND left_distance <= 3.00;3;0.9769392033542977;0.1452;0.96;0.3130434782608696
2.0;1.0;3.0;2.0;2;2;left_weight <= 2.00 AND right_weight > 2.00 AND left_distance <= 2.00;3;0.9291338582677166;0.0936;0.9607843137254902;0.21304347826086956
4.0;2.0;3.0;1.0;1;1;right_distance <= 2.00 AND left_weight > 2.00 AND right_weight <= 3.00;3;0.968421052631579;0.1348;0.9714285714285714;0.2905982905982906
2.0;3.0;5.0;3.0;2;2;right_weight > 4.00 AND left_weight <= 2.00 AND right_distance > 2.00;3;1.0;0.0496;1.0;0.11304347826086956
3.0;5.0;2.0;4.0;1;1;right_weight <= 2.00 AND left_distance > 4.00 AND left_weight > 2.00;3;1.0;0.0459;1.0;0.10683760683760683
3.0;1.0;2.0;4.0;2;2;left_distance <= 2.00 AND right_distance > 3.00 AND left_weight <= 3.00;3;0.9647577092511013;0.096;0.94;0.20434782608695654
2.0;5.0;2.0;3.0;1;1;right_weight <= 2.00 AND left_distance > 4.00 AND right_distance <= 3.00;3;0.9726775956284153;0.0426;0.9565217391304348;0.09401709401709402
1.0;5.0;4.0;1.0;1;1;left_distance > 4.00 AND right_distance <= 2.00 AND right_weight <= 4.00;3;0.9339019189765458;0.0633;0.9393939393939394;0.13247863247863248
