compactness;circularity;distance_circularity;radius_ratio;pr_axis_aspect_ratio;max_length_aspect_ratio;scatter_ratio;elongatedness;pr_axis_rectangularity;max_length_rectangularity;scaled_variance_major;scaled_variance_minor;scaled_radius_of_gyration;skewness_about_major;skewness_about_minor;kurtosis_about_major;kurtosis_about_minor;hollows_ratio;target;prediction;anchor_rule;anchor_rule_len;anchor_precision;anchor_coverage;anchor_precision_correct;anchor_coverage_correct
95.0;37.0;71.0;171.0;61.0;9.0;157.0;43.0;20.0;134.0;178.0;365.0;125.0;63.0;5.0;40.0;196.0;208.0;2;2;circularity <= 40.00 AND radius_ratio > 168.00 AND max_length_aspect_ratio > 8.00 AND pr_axis_aspect_ratio <= 65.00;4;0.9687795648060549;0.0129;0.5;0.029069767441860465
89.0;41.0;76.0;183.0;73.0;7.0;157.0;42.0;19.0;136.0;181.0;373.0;153.0;74.0;8.0;12.0;191.0;195.0;0;0;kurtosis_about_minor > 189.00 AND skewness_about_major > 71.00 AND max_length_aspect_ratio <= 7.00;3;0.959546925566343;0.0418;0.9655172413793104;0.16568047337278108
95.0;57.0;104.0;228.0;74.0;10.0;212.0;31.0;24.0;175.0;224.0;670.0;223.0;74.0;0.0;4.0;186.0;193.0;1;1;radius_ratio > 196.00 AND 191.00 < hollows_ratio <= 197.00 AND max_length_aspect_ratio <= 10.00 AND kurtosis_about_minor <= 189.00 AND compactness <= 100.00 AND 67.00 < skewness_about_major <= 75.00 AND scaled_variance_minor > 584.50 AND skewness_about_minor <= 2.00 AND kurtosis_about_major <= 11.00;9;0.9460916442048517;0.0024;1.0;0.016853932584269662
93.0;37.0;73.0;174.0;68.0;7.0;151.0;43.0;19.0;131.0;175.0;347.0;135.0;68.0;1.0;22.0;196.0;205.0;0;0;kurtosis_about_minor > 193.25 AND skewness_about_major > 67.00 AND max_length_aspect_ratio <= 7.00;3;0.9807692307692307;0.0593;1.0;0.25443786982248523
86.0;40.0;66.0;138.0;59.0;4.0;137.0;49.0;18.0;133.0;162.0;279.0;151.0;74.0;6.0;14.0;186.0;190.0;2;0;kurtosis_about_minor <= 189.00 AND 71.00 < skewness_about_major <= 75.00 AND 57.00 < pr_axis_aspect_ratio <= 61.00 AND 11.00 < kurtosis_about_major <= 19.00 AND max_length_aspect_ratio <= 7.00 AND circularity <= 40.00 AND pr_axis_rectangularity <= 19.00 AND scaled_radius_of_gyration > 148.75 AND max_length_rectangularity <= 136.00 AND 2.00 < skewness_about_minor <= 6.00 AND scaled_variance_major <= 167.00;11;0.7218604651162791;0.0018;1.0;0.011834319526627219
88.0;41.0;80.0;147.0;62.0;8.0;146.0;45.0;19.0;144.0;169.0;318.0;161.0;71.0;4.0;16.0;188.0;197.0;3;3;scaled_variance_minor <= 319.00 AND scaled_variance_major <= 178.00 AND max_length_aspect_ratio > 7.00 AND pr_axis_aspect_ratio > 61.00 AND max_length_rectangularity > 136.00 AND compactness > 87.00;6;0.9795918367346939;0.0268;1.0;0.11801242236024845
89.0;44.0;72.0;160.0;66.0;7.0;144.0;46.0;19.0;147.0;166.0;312.0;169.0;69.0;11.0;1.0;191.0;198.0;0;3;scaled_variance_minor <= 319.00 AND scaled_variance_major <= 178.00 AND max_length_rectangularity > 146.00;3;0.9571183533447685;0.0159;1.0;0.06832298136645963
85.0;42.0;66.0;120.0;53.0;7.0;149.0;45.0;19.0;145.0;173.0;325.0;163.0;85.0;5.0;4.0;180.0;182.0;0;0;radius_ratio <= 141.00 AND scaled_variance_minor > 319.00 AND hollows_ratio <= 191.00 AND max_length_rectangularity <= 146.00 AND scaled_variance_major > 167.00 AND skewness_about_minor <= 6.00 AND distance_circularity <= 80.00 AND kurtosis_about_major <= 6.00 AND elongatedness <= 46.00;9;0.9515570934256056;0.0061;1.0;0.029585798816568046
100.0;58.0;109.0;230.0;70.0;11.0;226.0;30.0;25.0;182.0;234.0;752.0;207.0;72.0;0.0;13.0;187.0;198.0;1;1;radius_ratio > 196.00 AND 71.00 < skewness_about_major <= 75.00 AND circularity > 49.00 AND compactness <= 100.00 AND kurtosis_about_major > 11.00 AND skewness_about_minor <= 2.00 AND kurtosis_about_minor <= 193.25;7;0.9292682926829269;0.0031;1.0;0.016853932584269662
84.0;38.0;74.0;138.0;57.0;8.0;139.0;49.0;18.0;127.0;160.0;282.0;127.0;72.0;9.0;20.0;183.0;191.0;1;1;pr_axis_aspect_ratio <= 57.00 AND kurtosis_about_major > 19.00 AND max_length_rectangularity <= 136.00 AND max_length_aspect_ratio > 7.00 AND skewness_about_minor > 6.00 AND skewness_about_major <= 75.00 AND distance_circularity > 70.00;7;0.9481481481481482;0.0011;1.0;0.011235955056179775
92.0;43.0;69.0;158.0;56.0;7.0;149.0;44.0;19.0;143.0;170.0;333.0;168.0;63.0;14.0;18.0;198.0;203.0;1;1;pr_axis_aspect_ratio <= 57.00 AND radius_ratio > 141.00 AND scaled_variance_minor > 319.00 AND max_length_rectangularity <= 146.00 AND pr_axis_rectangularity <= 19.00 AND skewness_about_minor > 2.00 AND max_length_aspect_ratio <= 8.00 AND compactness <= 93.00;8;0.9542857142857143;0.01;1.0;0.0449438202247191
80.0;44.0;68.0;120.0;53.0;8.0;151.0;45.0;19.0;146.0;170.0;333.0;190.0;80.0;4.0;16.0;180.0;185.0;0;0;radius_ratio <= 141.00 AND 174.00 < scaled_radius_of_gyration <= 198.00 AND 43.00 < elongatedness <= 46.00 AND 167.00 < scaled_variance_major <= 178.00 AND 7.00 < max_length_aspect_ratio <= 8.00 AND 6.00 < kurtosis_about_major <= 19.00 AND 319.00 < scaled_variance_minor <= 584.50 AND hollows_ratio <= 191.00 AND max_length_rectangularity <= 146.00 AND 147.00 < scatter_ratio <= 157.00 AND skewness_about_minor <= 9.00 AND distance_circularity <= 80.00 AND 40.00 < circularity <= 44.00 AND pr_axis_rectangularity <= 20.00 AND compactness <= 100.00;15;0.9565217391304348;0.0046;1.0;0.023668639053254437
109.0;54.0;103.0;205.0;63.0;11.0;222.0;30.0;25.0;175.0;229.0;720.0;213.0;71.0;6.0;14.0;187.0;200.0;2;2;scaled_radius_of_gyration > 198.00 AND 67.00 < skewness_about_major <= 71.00 AND 61.00 < pr_axis_aspect_ratio <= 65.00 AND radius_ratio > 196.00 AND hollows_ratio > 197.00 AND 11.00 < kurtosis_about_major <= 19.00 AND kurtosis_about_minor <= 189.00 AND 2.00 < skewness_about_minor <= 6.00;8;0.952513966480447;0.0013;1.0;0.011627906976744186
109.0;49.0;103.0;186.0;57.0;11.0;206.0;32.0;23.0;156.0;212.0;630.0;186.0;65.0;12.0;21.0;192.0;201.0;1;2;scatter_ratio > 197.25 AND skewness_about_major <= 67.00 AND radius_ratio > 168.00 AND pr_axis_aspect_ratio <= 65.00 AND scaled_variance_major <= 217.00 AND skewness_about_minor > 6.00;6;0.9615384615384616;0.0062;0.8333333333333334;0.029069767441860465
96.0;55.0;103.0;201.0;65.0;9.0;204.0;32.0;23.0;166.0;227.0;624.0;246.0;74.0;6.0;2.0;186.0;194.0;1;1;radius_ratio > 196.00 AND hollows_ratio <= 197.00 AND pr_axis_aspect_ratio <= 65.00 AND circularity > 49.00 AND pr_axis_rectangularity <= 23.00 AND skewness_about_major <= 75.00;6;0.9612403100775194;0.0064;0.6;0.016853932584269662
93.0;41.0;82.0;159.0;63.0;9.0;144.0;46.0;19.0;143.0;160.0;309.0;127.0;63.0;6.0;10.0;199.0;207.0;3;3;scaled_variance_minor <= 319.00 AND max_length_aspect_ratio > 8.00 AND radius_ratio <= 168.00;3;0.9630225080385852;0.0242;0.8947368421052632;0.10559006211180125
83.0;44.0;70.0;166.0;69.0;5.0;143.0;46.0;18.0;143.0;166.0;306.0;170.0;69.0;7.0;6.0;188.0;193.0;0;0;pr_axis_aspect_ratio > 65.00 AND max_length_aspect_ratio <= 7.00 AND elongatedness <= 46.00 AND max_length_rectangularity <= 146.00 AND radius_ratio <= 168.00;5;0.972318339100346;0.0145;1.0;0.0650887573964497
91.0;36.0;77.0;157.0;56.0;7.0;155.0;42.0;19.0;126.0;177.0;361.0;123.0;65.0;8.0;15.0;195.0;201.0;2;1;pr_axis_aspect_ratio <= 57.00 AND radius_ratio > 141.00 AND max_length_rectangularity <= 136.00 AND scaled_variance_major <= 178.00 AND skewness_about_minor > 6.00 AND 70.00 < distance_circularity <= 80.00 AND 33.00 < elongatedness <= 46.00 AND 197.00 < hollows_ratio <= 201.00 AND kurtosis_about_minor > 189.00 AND 147.00 < scatter_ratio <= 157.00 AND skewness_about_major <= 67.00 AND scaled_variance_minor > 319.00 AND 6.00 < kurtosis_about_major <= 19.00 AND pr_axis_rectangularity <= 19.00 AND compactness <= 93.00 AND max_length_aspect_ratio <= 7.00 AND scaled_radius_of_gyration <= 198.00;17;0.9479166666666666;0.0017;1.0;0.011235955056179775
89.0;36.0;68.0;141.0;59.0;8.0;139.0;47.0;18.0;130.0;166.0;291.0;127.0;73.0;7.0;1.0;189.0;196.0;3;3;scaled_variance_minor <= 319.00 AND radius_ratio <= 168.00 AND max_length_aspect_ratio > 7.00 AND kurtosis_about_major <= 11.00 AND compactness > 87.00;5;0.9594320486815415;0.0348;0.9166666666666666;0.13664596273291926
91.0;41.0;93.0;197.0;65.0;9.0;183.0;36.0;21.0;137.0;202.0;504.0;153.0;66.0;11.0;24.0;193.0;200.0;1;1;radius_ratio > 196.00 AND compactness <= 93.00 AND max_length_rectangularity <= 146.00 AND pr_axis_aspect_ratio <= 65.00 AND circularity > 40.00 AND skewness_about_major <= 67.00 AND skewness_about_minor > 6.00;7;0.9818181818181818;0.0022;1.0;0.011235955056179775
82.0;37.0;59.0;134.0;63.0;7.0;135.0;51.0;18.0;128.0;151.0;264.0;143.0;82.0;11.0;24.0;179.0;185.0;2;2;kurtosis_about_minor <= 184.00 AND kurtosis_about_major > 19.00 AND pr_axis_aspect_ratio > 61.00 AND max_length_aspect_ratio <= 10.00;4;0.7501951600312255;0.0033;0.75;0.01744186046511628
100.0;50.0;81.0;197.0;67.0;6.0;186.0;34.0;22.0;158.0;206.0;531.0;198.0;74.0;6.0;1.0;197.0;198.0;0;0;kurtosis_about_minor > 193.25 AND skewness_about_major > 71.00;2;0.9671361502347418;0.0228;1.0;0.09467455621301775
95.0;43.0;71.0;159.0;64.0;6.0;145.0;45.0;19.0;141.0;169.0;322.0;171.0;67.0;8.0;4.0;195.0;200.0;0;0;kurtosis_about_minor > 193.25 AND radius_ratio <= 168.00 AND scaled_variance_major > 167.00 AND pr_axis_aspect_ratio > 61.00;4;0.9821428571428571;0.0058;0.8;0.023668639053254437
103.0;48.0;101.0;204.0;62.0;12.0;200.0;33.0;23.0;158.0;215.0;595.0;164.0;66.0;8.0;22.0;192.0;202.0;1;1;radius_ratio > 196.00 AND scaled_radius_of_gyration <= 174.00 AND scaled_variance_minor > 584.50 AND scaled_variance_major <= 217.00 AND pr_axis_aspect_ratio <= 65.00;5;0.9813664596273292;0.004;1.0;0.016853932584269662
97.0;41.0;92.0;197.0;63.0;10.0;179.0;37.0;21.0;140.0;197.0;481.0;136.0;63.0;4.0;3.0;197.0;204.0;1;1;radius_ratio > 196.00 AND max_length_rectangularity <= 146.00 AND pr_axis_aspect_ratio <= 65.00 AND scaled_radius_of_gyration <= 148.75 AND circularity > 40.00 AND skewness_about_major <= 71.00 AND compactness <= 100.00;7;0.9506172839506173;0.0019;1.0;0.011235955056179775
94.0;38.0;88.0;179.0;60.0;7.0;170.0;39.0;21.0;131.0;188.0;435.0;144.0;66.0;2.0;28.0;195.0;204.0;2;2;circularity <= 40.00 AND pr_axis_rectangularity > 20.00 AND skewness_about_major <= 67.00;3;0.9912587412587412;0.0053;0.75;0.01744186046511628
94.0;43.0;82.0;136.0;54.0;10.0;155.0;43.0;19.0;149.0;176.0;359.0;161.0;74.0;1.0;6.0;186.0;197.0;3;3;max_length_rectangularity > 146.00 AND radius_ratio <= 141.00 AND compactness > 87.00;3;0.9963503649635036;0.0325;0.9545454545454546;0.13043478260869565
93.0;44.0;98.0;197.0;62.0;11.0;183.0;36.0;22.0;146.0;202.0;505.0;152.0;64.0;4.0;14.0;195.0;204.0;2;1;radius_ratio > 196.00 AND compactness <= 93.00 AND pr_axis_aspect_ratio <= 65.00 AND max_length_rectangularity <= 146.00 AND circularity > 40.00 AND kurtosis_about_major <= 19.00;6;0.9562289562289562;0.0038;1.0;0.016853932584269662
85.0;34.0;53.0;127.0;58.0;6.0;116.0;58.0;17.0;121.0;137.0;197.0;127.0;70.0;3.0;20.0;185.0;189.0;2;1;max_length_rectangularity <= 136.00 AND kurtosis_about_major > 19.00 AND pr_axis_aspect_ratio <= 61.00 AND 184.00 < kurtosis_about_minor <= 189.00 AND hollows_ratio <= 201.00 AND skewness_about_major <= 71.00;6;0.8173719376391982;0.0076;0.6666666666666666;0.02247191011235955
94.0;43.0;64.0;173.0;69.0;7.0;150.0;43.0;19.0;142.0;169.0;344.0;177.0;68.0;9.0;1.0;199.0;206.0;0;0;kurtosis_about_minor > 193.25 AND skewness_about_major > 67.00 AND distance_circularity <= 70.00;3;0.9852941176470589;0.0077;1.0;0.03550295857988166
91.0;45.0;76.0;171.0;69.0;7.0;150.0;44.0;19.0;144.0;170.0;340.0;179.0;69.0;12.0;1.0;195.0;201.0;0;0;kurtosis_about_minor > 193.25 AND pr_axis_aspect_ratio > 65.00 AND skewness_about_major > 67.00 AND elongatedness > 43.00;4;0.9785407725321889;0.004;1.0;0.023668639053254437
88.0;44.0;85.0;139.0;56.0;11.0;157.0;43.0;20.0;155.0;176.0;363.0;175.0;76.0;5.0;16.0;184.0;195.0;3;3;distance_circularity > 80.00 AND radius_ratio <= 141.00 AND max_length_rectangularity > 136.00;3;0.9568345323741008;0.018;1.0;0.08695652173913043
83.0;42.0;71.0;152.0;64.0;7.0;149.0;45.0;19.0;142.0;172.0;331.0;158.0;74.0;2.0;2.0;184.0;190.0;0;0;radius_ratio <= 168.00 AND pr_axis_aspect_ratio > 61.00 AND scaled_variance_minor > 319.00 AND max_length_aspect_ratio <= 7.00 AND skewness_about_major <= 75.00;5;0.9730538922155688;0.0237;0.9411764705882353;0.09467455621301775
96.0;44.0;68.0;190.0;70.0;7.0;155.0;41.0;19.0;145.0;179.0;372.0;166.0;67.0;5.0;7.0;202.0;206.0;0;0;kurtosis_about_minor > 193.25 AND pr_axis_aspect_ratio > 65.00 AND max_length_aspect_ratio <= 7.00 AND scatter_ratio > 147.00 AND radius_ratio <= 196.00;5;0.9669117647058824;0.0372;0.96;0.14201183431952663
97.0;37.0;70.0;173.0;66.0;7.0;151.0;43.0;19.0;129.0;167.0;346.0;119.0;65.0;0.0;16.0;201.0;208.0;0;0;kurtosis_about_minor > 193.25 AND pr_axis_aspect_ratio > 65.00 AND skewness_about_minor <= 2.00 AND distance_circularity <= 80.00;4;0.9583333333333334;0.0192;1.0;0.08284023668639054
94.0;45.0;72.0;179.0;69.0;6.0;156.0;41.0;19.0;144.0;181.0;373.0;191.0;69.0;5.0;5.0;193.0;198.0;0;0;pr_axis_aspect_ratio > 65.00 AND max_length_aspect_ratio <= 7.00 AND scaled_variance_minor > 319.00 AND scatter_ratio <= 157.00;4;0.9639097744360903;0.0447;0.9333333333333333;0.16568047337278108
89.0;40.0;72.0;155.0;63.0;7.0;146.0;45.0;19.0;135.0;175.0;321.0;145.0;72.0;4.0;10.0;192.0;196.0;0;0;radius_ratio <= 168.00 AND pr_axis_aspect_ratio > 61.00 AND scaled_variance_minor > 319.00 AND max_length_aspect_ratio <= 7.00;4;0.9802371541501976;0.0351;0.9615384615384616;0.14792899408284024
92.0;35.0;58.0;136.0;58.0;6.0;122.0;55.0;17.0;132.0;142.0;222.0;116.0;64.0;6.0;17.0;197.0;203.0;3;3;scaled_variance_minor <= 319.00 AND radius_ratio <= 141.00 AND compactness > 87.00 AND pr_axis_aspect_ratio > 57.00 AND hollows_ratio > 191.00;5;0.9670886075949368;0.0072;1.0;0.031055900621118012
103.0;55.0;100.0;194.0;62.0;11.0;212.0;31.0;24.0;175.0;217.0;666.0;219.0;73.0;10.0;14.0;187.0;194.0;1;1;radius_ratio > 168.00 AND pr_axis_aspect_ratio <= 65.00 AND hollows_ratio <= 197.00 AND kurtosis_about_major > 11.00 AND scaled_variance_minor > 584.50 AND scaled_variance_major <= 217.00 AND kurtosis_about_minor <= 189.00;7;0.9715025906735751;0.003;1.0;0.016853932584269662
85.0;45.0;65.0;128.0;56.0;8.0;151.0;45.0;19.0;145.0;170.0;332.0;186.0;81.0;1.0;10.0;179.0;184.0;0;0;radius_ratio <= 141.00 AND scaled_radius_of_gyration > 174.00 AND scaled_variance_major > 167.00 AND max_length_aspect_ratio <= 8.00 AND circularity > 44.00;5;0.9746192893401016;0.0136;0.9;0.05325443786982249
94.0;48.0;87.0;162.0;64.0;10.0;157.0;43.0;20.0;161.0;179.0;363.0;186.0;75.0;4.0;15.0;184.0;195.0;3;3;max_length_rectangularity > 160.00 AND scaled_variance_minor <= 365.00 AND distance_circularity > 80.00;3;1.0;0.01;1.0;0.043478260869565216
86.0;36.0;78.0;146.0;58.0;7.0;135.0;50.0;18.0;124.0;155.0;270.0;148.0;66.0;0.0;25.0;190.0;195.0;2;1;max_length_rectangularity <= 136.00 AND 70.00 < distance_circularity <= 80.00 AND pr_axis_aspect_ratio <= 61.00 AND skewness_about_major <= 67.00 AND radius_ratio > 141.00 AND 191.00 < hollows_ratio <= 197.00 AND kurtosis_about_minor > 189.00 AND compactness <= 87.00 AND scaled_variance_major <= 167.00 AND elongatedness > 43.00;10;0.9553264604810997;0.0012;1.0;0.011235955056179775
78.0;36.0;51.0;116.0;56.0;4.0;120.0;57.0;17.0;124.0;135.0;209.0;135.0;84.0;1.0;12.0;177.0;184.0;1;1;pr_axis_aspect_ratio <= 57.00 AND max_length_rectangularity <= 136.00 AND compactness <= 87.00 AND 11.00 < kurtosis_about_major <= 19.00;4;0.8668639053254438;0.0134;0.7;0.03932584269662921
98.0;44.0;88.0;176.0;67.0;10.0;158.0;43.0;20.0;149.0;173.0;367.0;154.0;66.0;14.0;9.0;194.0;202.0;3;3;max_length_rectangularity > 146.00 AND scaled_variance_major <= 178.00 AND distance_circularity > 80.00;3;0.9951219512195122;0.0585;1.0;0.2608695652173913
89.0;46.0;77.0;125.0;52.0;10.0;156.0;44.0;20.0;160.0;171.0;351.0;177.0;78.0;7.0;17.0;183.0;191.0;3;3;max_length_rectangularity > 146.00 AND radius_ratio <= 141.00 AND compactness > 87.00;3;0.9968847352024922;0.0305;0.9545454545454546;0.13043478260869565
103.0;46.0;106.0;209.0;66.0;10.0;203.0;33.0;23.0;149.0;217.0;612.0;210.0;70.0;9.0;10.0;191.0;199.0;2;2;scaled_radius_of_gyration > 198.00 AND skewness_about_major <= 71.00 AND compactness > 100.00 AND scaled_variance_major <= 217.00 AND radius_ratio > 196.00 AND circularity <= 49.00 AND max_length_aspect_ratio > 7.00;7;0.9536423841059603;0.0022;1.0;0.011627906976744186
99.0;38.0;74.0;184.0;66.0;6.0;164.0;39.0;20.0;131.0;193.0;414.0;137.0;71.0;2.0;22.0;200.0;202.0;0;0;kurtosis_about_minor > 193.25 AND pr_axis_aspect_ratio > 65.00 AND skewness_about_major > 67.00 AND radius_ratio <= 196.00;4;0.9597156398104265;0.0292;0.9523809523809523;0.11834319526627218
101.0;49.0;103.0;212.0;67.0;10.0;201.0;33.0;23.0;156.0;215.0;601.0;174.0;69.0;4.0;11.0;189.0;196.0;1;1;radius_ratio > 196.00 AND hollows_ratio <= 197.00 AND scaled_radius_of_gyration <= 174.00 AND scaled_variance_minor > 584.50 AND scaled_variance_major <= 217.00 AND kurtosis_about_minor <= 193.25;6;0.9790874524714829;0.0013;1.0;0.011235955056179775
106.0;49.0;106.0;211.0;64.0;9.0;208.0;32.0;24.0;158.0;224.0;645.0;184.0;68.0;1.0;24.0;190.0;202.0;2;2;scatter_ratio > 197.25 AND kurtosis_about_major > 19.00 AND radius_ratio > 196.00 AND circularity <= 49.00 AND pr_axis_aspect_ratio <= 65.00;5;0.9671232876712329;0.0084;0.8333333333333334;0.029069767441860465
101.0;53.0;103.0;203.0;63.0;9.0;195.0;34.0;22.0;162.0;210.0;571.0;210.0;68.0;5.0;5.0;191.0;198.0;1;1;radius_ratio > 196.00 AND pr_axis_aspect_ratio <= 65.00 AND circularity > 49.00 AND elongatedness > 33.00 AND max_length_aspect_ratio <= 10.00 AND skewness_about_major > 67.00;6;0.9511494252873564;0.0026;1.0;0.016853932584269662
96.0;46.0;88.0;174.0;68.0;10.0;155.0;43.0;19.0;148.0;173.0;354.0;182.0;69.0;14.0;15.0;194.0;202.0;3;3;distance_circularity > 80.00 AND scaled_variance_major <= 178.00 AND max_length_aspect_ratio > 8.00;3;0.9833333333333333;0.0763;1.0;0.3105590062111801
97.0;44.0;95.0;202.0;66.0;9.0;188.0;35.0;22.0;144.0;216.0;526.0;175.0;72.0;15.0;11.0;190.0;197.0;2;2;scaled_radius_of_gyration > 174.00 AND max_length_rectangularity <= 146.00 AND circularity <= 44.00 AND radius_ratio > 196.00 AND 8.00 < max_length_aspect_ratio <= 10.00 AND compactness > 93.00 AND 189.00 < kurtosis_about_minor <= 193.25 AND scatter_ratio > 157.00 AND elongatedness > 33.00 AND scaled_variance_major <= 217.00;10;0.9565217391304348;0.0018;1.0;0.011627906976744186
86.0;41.0;66.0;129.0;55.0;7.0;135.0;50.0;18.0;136.0;154.0;266.0;165.0;74.0;3.0;4.0;180.0;187.0;1;2;kurtosis_about_minor <= 184.00 AND skewness_about_major <= 75.00 AND scaled_radius_of_gyration > 148.75 AND max_length_rectangularity <= 136.00 AND skewness_about_minor <= 9.00;5;0.8987341772151899;0.0074;1.0;0.029069767441860465
86.0;44.0;78.0;164.0;68.0;9.0;142.0;46.0;18.0;147.0;168.0;305.0;171.0;70.0;1.0;11.0;190.0;201.0;3;3;scaled_variance_minor <= 319.00 AND max_length_aspect_ratio > 8.00 AND radius_ratio <= 168.00;3;0.9587345254470426;0.0264;0.8947368421052632;0.10559006211180125
105.0;51.0;105.0;197.0;60.0;11.0;191.0;35.0;22.0;162.0;207.0;545.0;194.0;64.0;18.0;4.0;196.0;205.0;2;2;scaled_radius_of_gyration > 174.00 AND skewness_about_major <= 67.00 AND 57.00 < pr_axis_aspect_ratio <= 61.00 AND hollows_ratio > 201.00 AND kurtosis_about_minor > 189.00 AND radius_ratio > 168.00 AND 33.00 < elongatedness <= 43.00 AND scaled_variance_major <= 217.00 AND compactness > 100.00 AND 147.00 < scatter_ratio <= 197.25 AND pr_axis_rectangularity <= 23.00 AND scaled_variance_minor <= 584.50 AND skewness_about_minor > 6.00;13;0.9641255605381166;0.0082;1.0;0.03488372093023256
101.0;51.0;105.0;212.0;68.0;10.0;209.0;32.0;24.0;162.0;222.0;653.0;224.0;73.0;5.0;23.0;186.0;195.0;1;2;scatter_ratio > 197.25 AND kurtosis_about_major > 19.00 AND radius_ratio > 196.00 AND max_length_aspect_ratio <= 10.00 AND kurtosis_about_minor <= 189.00 AND 2.00 < skewness_about_minor <= 6.00 AND skewness_about_major <= 75.00 AND pr_axis_aspect_ratio > 57.00 AND hollows_ratio > 191.00;9;0.9103053435114504;0.0019;1.0;0.011627906976744186
93.0;47.0;88.0;200.0;66.0;7.0;173.0;38.0;21.0;151.0;197.0;452.0;205.0;66.0;0.0;3.0;195.0;202.0;2;2;scaled_radius_of_gyration > 198.00 AND skewness_about_major <= 67.00 AND pr_axis_rectangularity > 19.00 AND hollows_ratio > 201.00 AND distance_circularity > 80.00;5;0.9554455445544554;0.022;0.9285714285714286;0.0755813953488372
95.0;49.0;82.0;139.0;56.0;11.0;159.0;43.0;20.0;162.0;173.0;365.0;185.0;75.0;7.0;10.0;182.0;191.0;3;3;max_length_rectangularity > 160.00 AND radius_ratio <= 141.00;2;0.955026455026455;0.0135;1.0;0.062111801242236024
107.0;55.0;103.0;167.0;49.0;7.0;252.0;27.0;28.0;172.0;269.0;904.0;239.0;83.0;5.0;30.0;179.0;186.0;0;0;elongatedness <= 33.00 AND max_length_aspect_ratio <= 7.00 AND radius_ratio <= 168.00;3;0.9887005649717514;0.0072;1.0;0.03550295857988166
96.0;37.0;74.0;199.0;74.0;5.0;165.0;39.0;20.0;128.0;188.0;419.0;136.0;72.0;1.0;3.0;196.0;200.0;0;0;kurtosis_about_minor > 193.25 AND skewness_about_major > 71.00;2;0.9851190476190477;0.0216;1.0;0.09467455621301775
91.0;42.0;84.0;209.0;75.0;6.0;171.0;38.0;20.0;138.0;189.0;446.0;161.0;69.0;3.0;12.0;196.0;201.0;0;0;kurtosis_about_minor > 193.25 AND pr_axis_aspect_ratio > 65.00 AND skewness_about_major > 67.00 AND compactness <= 93.00;4;0.9820627802690582;0.0158;1.0;0.0650887573964497
104.0;52.0;110.0;172.0;53.0;10.0;219.0;30.0;25.0;166.0;235.0;711.0;218.0;74.0;10.0;28.0;188.0;198.0;1;1;pr_axis_aspect_ratio <= 57.00 AND radius_ratio > 168.00 AND 191.00 < hollows_ratio <= 201.00 AND 71.00 < skewness_about_major <= 75.00 AND scaled_variance_major > 178.00 AND 8.00 < max_length_aspect_ratio <= 10.00 AND scaled_variance_minor > 584.50 AND 184.00 < kurtosis_about_minor <= 189.00 AND kurtosis_about_major > 19.00 AND skewness_about_minor > 9.00;10;0.8900900900900901;0.002;1.0;0.011235955056179775
109.0;53.0;109.0;221.0;69.0;12.0;221.0;31.0;25.0;169.0;226.0;712.0;212.0;72.0;13.0;28.0;188.0;201.0;2;2;scaled_radius_of_gyration > 198.00 AND skewness_about_minor > 9.00 AND radius_ratio > 196.00 AND 197.00 < hollows_ratio <= 201.00 AND compactness > 100.00 AND pr_axis_aspect_ratio > 61.00 AND skewness_about_major <= 75.00 AND kurtosis_about_minor <= 189.00 AND kurtosis_about_major > 19.00;9;0.9294403892944039;0.003;1.0;0.01744186046511628
90.0;46.0;80.0;143.0;62.0;11.0;159.0;43.0;20.0;156.0;169.0;366.0;186.0;74.0;17.0;7.0;185.0;193.0;3;3;max_length_rectangularity > 146.00 AND scaled_variance_major <= 178.00 AND compactness > 87.00 AND max_length_aspect_ratio > 10.00;4;0.9925925925925926;0.0367;1.0;0.15527950310559005
92.0;41.0;66.0;125.0;52.0;7.0;139.0;50.0;18.0;143.0;160.0;275.0;161.0;81.0;7.0;19.0;182.0;184.0;3;3;scaled_variance_minor <= 319.00 AND skewness_about_major > 71.00 AND max_length_rectangularity > 136.00 AND radius_ratio <= 141.00 AND compactness > 87.00;5;0.9698275862068966;0.0239;1.0;0.09937888198757763
88.0;37.0;57.0;132.0;62.0;6.0;135.0;50.0;18.0;125.0;151.0;265.0;144.0;83.0;16.0;16.0;180.0;184.0;2;2;kurtosis_about_minor <= 184.00 AND 61.00 < pr_axis_aspect_ratio <= 65.00 AND 87.00 < compactness <= 93.00 AND 11.00 < kurtosis_about_major <= 19.00 AND circularity <= 40.00 AND max_length_rectangularity <= 136.00 AND skewness_about_minor > 9.00 AND scaled_variance_minor <= 319.00 AND max_length_aspect_ratio <= 7.00 AND pr_axis_rectangularity <= 20.00 AND scatter_ratio <= 197.25 AND elongatedness > 43.00 AND scaled_variance_major <= 167.00 AND distance_circularity <= 70.00 AND scaled_radius_of_gyration <= 174.00;15;0.7663461538461539;0.0014;1.0;0.011627906976744186
100.0;55.0;101.0;189.0;57.0;10.0;222.0;30.0;25.0;177.0;225.0;731.0;211.0;71.0;7.0;17.0;188.0;197.0;1;1;pr_axis_aspect_ratio <= 57.00 AND radius_ratio > 168.00 AND compactness <= 100.00 AND max_length_rectangularity > 160.00;4;1.0;0.0033;1.0;0.02247191011235955
