compactness;circularity;distance_circularity;radius_ratio;pr_axis_aspect_ratio;max_length_aspect_ratio;scatter_ratio;elongatedness;pr_axis_rectangularity;max_length_rectangularity;scaled_variance_major;scaled_variance_minor;scaled_radius_of_gyration;skewness_about_major;skewness_about_minor;kurtosis_about_major;kurtosis_about_minor;hollows_ratio;target;prediction;anchor_rule;anchor_rule_len;anchor_precision;anchor_coverage;anchor_precision_correct;anchor_coverage_correct
94.0;37.0;74.0;169.0;59.0;7.0;162.0;41.0;20.0;133.0;178.0;394.0;130.0;63.0;6.0;6.0;198.0;204.0;1;1;93.00 < compactness <= 100.00 AND 365.00 < scaled_variance_minor <= 584.50 AND skewness_about_major <= 67.00 AND 33.00 < elongatedness <= 43.00 AND 57.00 < pr_axis_aspect_ratio <= 61.00 AND max_length_aspect_ratio <= 7.00 AND hollows_ratio > 191.00 AND 70.00 < distance_circularity <= 80.00 AND scaled_radius_of_gyration <= 148.75 AND max_length_rectangularity <= 136.00 AND 19.00 < pr_axis_rectangularity <= 20.00 AND scaled_variance_major <= 178.00 AND radius_ratio <= 196.00 AND scatter_ratio <= 197.25 AND circularity <= 40.00 AND skewness_about_minor > 2.00 AND kurtosis_about_major <= 19.00;17;0.934984520123839;0.0017;1.0;0.01092896174863388
104.0;52.0;100.0;191.0;59.0;9.0;197.0;33.0;23.0;158.0;218.0;583.0;234.0;70.0;10.0;10.0;191.0;198.0;2;2;compactness > 100.00 AND distance_circularity > 98.00 AND max_length_aspect_ratio > 8.00 AND hollows_ratio > 197.00 AND scatter_ratio > 147.00 AND radius_ratio > 168.00 AND skewness_about_major <= 75.00 AND elongatedness <= 43.00 AND scaled_variance_minor <= 584.50 AND scaled_radius_of_gyration > 198.00 AND max_length_rectangularity <= 160.00 AND pr_axis_aspect_ratio <= 61.00;12;0.9581589958158996;0.0008;1.0;0.011764705882352941
87.0;45.0;66.0;139.0;58.0;8.0;140.0;47.0;18.0;148.0;168.0;294.0;175.0;73.0;3.0;12.0;188.0;196.0;3;3;max_length_rectangularity > 146.00 AND elongatedness > 46.00 AND scaled_variance_minor <= 319.00 AND scatter_ratio <= 147.00 AND kurtosis_about_minor > 184.00 AND radius_ratio <= 141.00;6;0.9737827715355806;0.0013;1.0;0.0125
80.0;37.0;57.0;116.0;55.0;6.0;125.0;54.0;18.0;125.0;142.0;229.0;132.0;81.0;8.0;5.0;178.0;184.0;1;1;hollows_ratio <= 191.00 AND max_length_rectangularity <= 136.00 AND compactness <= 87.00 AND kurtosis_about_minor <= 184.00 AND 6.00 < skewness_about_minor <= 9.00 AND scaled_radius_of_gyration <= 148.75 AND pr_axis_aspect_ratio <= 57.00 AND kurtosis_about_major <= 6.00 AND circularity <= 40.00 AND skewness_about_major > 75.00 AND elongatedness > 43.00 AND radius_ratio <= 168.00 AND pr_axis_rectangularity <= 20.00 AND scaled_variance_major <= 217.00 AND scatter_ratio <= 197.25 AND distance_circularity <= 98.00 AND scaled_variance_minor <= 584.50 AND max_length_aspect_ratio <= 10.00;18;0.8601823708206687;0.0015;1.0;0.01092896174863388
96.0;54.0;104.0;175.0;58.0;10.0;215.0;31.0;24.0;175.0;221.0;682.0;222.0;75.0;13.0;23.0;186.0;194.0;1;1;compactness <= 100.00 AND scaled_variance_minor > 584.50 AND elongatedness <= 33.00 AND distance_circularity > 98.00 AND max_length_aspect_ratio > 7.00 AND scatter_ratio > 197.25 AND hollows_ratio <= 197.00 AND skewness_about_minor > 9.00 AND kurtosis_about_major > 11.00;9;0.9610778443113772;0.0033;1.0;0.01639344262295082
107.0;55.0;103.0;213.0;68.0;11.0;219.0;30.0;25.0;172.0;221.0;709.0;216.0;70.0;10.0;7.0;187.0;197.0;2;2;kurtosis_about_major > 6.00 AND pr_axis_rectangularity > 23.00 AND max_length_aspect_ratio > 10.00 AND distance_circularity > 98.00 AND radius_ratio > 196.00 AND kurtosis_about_minor > 184.00 AND scaled_variance_major > 178.00 AND scatter_ratio > 157.00 AND compactness > 100.00 AND skewness_about_major <= 71.00 AND hollows_ratio > 191.00 AND skewness_about_minor > 9.00 AND scaled_radius_of_gyration > 198.00;13;0.9193548387096774;0.0133;1.0;0.058823529411764705
93.0;37.0;70.0;126.0;52.0;9.0;127.0;53.0;18.0;137.0;156.0;238.0;119.0;71.0;2.0;13.0;191.0;190.0;3;3;max_length_rectangularity > 136.00 AND elongatedness > 46.00 AND kurtosis_about_major <= 19.00 AND kurtosis_about_minor > 189.00 AND radius_ratio <= 141.00;5;1.0;0.0044;1.0;0.025
88.0;39.0;76.0;155.0;62.0;8.0;137.0;48.0;18.0;137.0;156.0;281.0;124.0;63.0;3.0;6.0;201.0;209.0;3;3;max_length_rectangularity > 136.00 AND elongatedness > 46.00 AND scaled_variance_minor <= 319.00 AND scaled_variance_major <= 167.00 AND compactness > 87.00 AND kurtosis_about_major <= 6.00;6;0.9767441860465116;0.0224;0.9375;0.09375
106.0;57.0;107.0;235.0;67.0;6.0;262.0;26.0;28.0;171.0;285.0;987.0;260.0;86.0;9.0;31.0;180.0;184.0;0;0;max_length_aspect_ratio <= 7.00 AND pr_axis_aspect_ratio > 65.00 AND hollows_ratio <= 191.00;3;1.0;0.013;1.0;0.0658682634730539
84.0;45.0;66.0;154.0;65.0;6.0;145.0;46.0;19.0;144.0;168.0;312.0;177.0;73.0;2.0;3.0;184.0;188.0;0;0;max_length_aspect_ratio <= 7.00 AND hollows_ratio <= 191.00 AND scaled_radius_of_gyration > 174.00 AND radius_ratio > 141.00;4;0.9810874704491725;0.0446;0.9655172413793104;0.16766467065868262
90.0;34.0;66.0;136.0;55.0;6.0;123.0;54.0;17.0;118.0;148.0;224.0;118.0;65.0;5.0;26.0;196.0;202.0;2;2;skewness_about_major <= 67.00 AND kurtosis_about_major > 19.00 AND hollows_ratio > 201.00 AND 87.00 < compactness <= 93.00 AND pr_axis_aspect_ratio <= 57.00 AND kurtosis_about_minor > 184.00 AND 2.00 < skewness_about_minor <= 6.00 AND scaled_variance_minor <= 365.00 AND max_length_rectangularity <= 136.00 AND circularity <= 40.00 AND pr_axis_rectangularity <= 23.00 AND max_length_aspect_ratio <= 7.00 AND scaled_variance_major <= 178.00 AND elongatedness > 46.00 AND scatter_ratio <= 157.00 AND distance_circularity <= 98.00 AND scaled_radius_of_gyration <= 198.00 AND radius_ratio <= 196.00;18;0.7531083481349912;0.0038;0.75;0.01764705882352941
100.0;51.0;109.0;224.0;67.0;9.0;217.0;30.0;24.0;162.0;238.0;704.0;206.0;72.0;6.0;18.0;189.0;199.0;1;1;scaled_variance_minor > 584.50 AND scatter_ratio > 197.25 AND compactness <= 100.00 AND max_length_aspect_ratio > 7.00 AND distance_circularity > 98.00 AND hollows_ratio > 191.00 AND skewness_about_major > 71.00 AND scaled_variance_major > 217.00 AND pr_axis_rectangularity > 23.00 AND 2.00 < skewness_about_minor <= 6.00;10;0.9646017699115044;0.0051;1.0;0.02185792349726776
93.0;37.0;76.0;183.0;63.0;8.0;164.0;40.0;20.0;134.0;191.0;405.0;139.0;67.0;4.0;7.0;192.0;197.0;2;2;168.00 < radius_ratio <= 196.00 AND scaled_variance_minor > 365.00 AND skewness_about_major <= 71.00 AND pr_axis_rectangularity > 19.00 AND scatter_ratio > 157.00 AND 189.00 < kurtosis_about_minor <= 193.25 AND scaled_variance_major > 178.00 AND pr_axis_aspect_ratio > 57.00 AND 7.00 < max_length_aspect_ratio <= 8.00 AND compactness > 87.00 AND 33.00 < elongatedness <= 43.00 AND max_length_rectangularity <= 136.00 AND hollows_ratio > 191.00 AND 2.00 < skewness_about_minor <= 6.00 AND circularity <= 40.00 AND kurtosis_about_major <= 11.00;16;0.96;0.0018;1.0;0.011764705882352941
94.0;49.0;87.0;137.0;54.0;11.0;158.0;43.0;20.0;162.0;178.0;366.0;186.0;75.0;5.0;5.0;183.0;194.0;3;3;max_length_rectangularity > 136.00 AND radius_ratio <= 141.00 AND elongatedness <= 43.00;3;1.0;0.0181;1.0;0.0875
89.0;38.0;80.0;169.0;59.0;7.0;161.0;41.0;20.0;131.0;186.0;389.0;137.0;68.0;5.0;15.0;192.0;197.0;2;2;scaled_variance_minor <= 584.50 AND scaled_variance_major > 178.00 AND 67.00 < skewness_about_major <= 71.00 AND pr_axis_rectangularity > 19.00 AND 87.00 < compactness <= 93.00 AND 57.00 < pr_axis_aspect_ratio <= 61.00 AND 184.00 < kurtosis_about_minor <= 193.25 AND distance_circularity > 70.00 AND max_length_rectangularity <= 136.00 AND circularity <= 40.00 AND elongatedness > 33.00 AND radius_ratio > 141.00 AND max_length_aspect_ratio <= 7.00 AND skewness_about_minor <= 9.00 AND scaled_radius_of_gyration <= 174.00;15;0.9595141700404858;0.005;1.0;0.023529411764705882
110.0;51.0;104.0;191.0;57.0;12.0;213.0;31.0;24.0;162.0;226.0;674.0;190.0;68.0;18.0;2.0;191.0;199.0;2;2;compactness > 100.00 AND distance_circularity > 98.00 AND max_length_aspect_ratio > 10.00 AND hollows_ratio > 197.00 AND scaled_variance_major > 178.00 AND radius_ratio > 168.00 AND skewness_about_minor > 9.00 AND elongatedness <= 33.00 AND 189.00 < kurtosis_about_minor <= 193.25 AND scatter_ratio > 147.00 AND 67.00 < skewness_about_major <= 75.00 AND scaled_radius_of_gyration <= 198.00;12;0.960352422907489;0.0023;1.0;0.01764705882352941
109.0;52.0;104.0;199.0;60.0;12.0;215.0;31.0;24.0;162.0;220.0;691.0;212.0;67.0;11.0;7.0;189.0;199.0;2;2;compactness > 100.00 AND distance_circularity > 98.00 AND max_length_aspect_ratio > 8.00 AND hollows_ratio > 197.00 AND scaled_variance_major > 178.00 AND radius_ratio > 196.00 AND elongatedness <= 43.00 AND skewness_about_minor > 9.00 AND scaled_radius_of_gyration > 198.00 AND skewness_about_major <= 67.00 AND kurtosis_about_major <= 11.00;11;0.9552238805970149;0.0058;1.0;0.023529411764705882
95.0;37.0;71.0;171.0;61.0;9.0;157.0;43.0;20.0;134.0;178.0;365.0;125.0;63.0;5.0;40.0;196.0;208.0;2;2;hollows_ratio > 201.00 AND radius_ratio > 168.00 AND max_length_aspect_ratio > 8.00 AND elongatedness <= 43.00 AND kurtosis_about_minor > 184.00 AND compactness > 87.00 AND 319.00 < scaled_variance_minor <= 584.50 AND max_length_rectangularity <= 136.00 AND distance_circularity > 70.00 AND 2.00 < skewness_about_minor <= 6.00 AND skewness_about_major <= 75.00 AND 57.00 < pr_axis_aspect_ratio <= 61.00 AND kurtosis_about_major > 6.00 AND 147.00 < scatter_ratio <= 197.25;14;0.9802631578947368;0.0038;1.0;0.023529411764705882
89.0;41.0;76.0;183.0;73.0;7.0;157.0;42.0;19.0;136.0;181.0;373.0;153.0;74.0;8.0;12.0;191.0;195.0;0;0;max_length_aspect_ratio <= 7.00 AND pr_axis_aspect_ratio > 65.00 AND distance_circularity <= 80.00 AND skewness_about_major > 71.00;4;0.9553903345724907;0.027;1.0;0.11377245508982035
95.0;57.0;104.0;228.0;74.0;10.0;212.0;31.0;24.0;175.0;224.0;670.0;223.0;74.0;0.0;4.0;186.0;193.0;1;1;hollows_ratio <= 197.00 AND distance_circularity > 98.00 AND compactness <= 100.00 AND scaled_variance_minor > 584.50 AND pr_axis_rectangularity > 23.00 AND skewness_about_major <= 75.00 AND kurtosis_about_major <= 6.00;7;0.9852941176470589;0.0063;1.0;0.03278688524590164
93.0;37.0;73.0;174.0;68.0;7.0;151.0;43.0;19.0;131.0;175.0;347.0;135.0;68.0;1.0;22.0;196.0;205.0;0;0;max_length_aspect_ratio <= 7.00 AND pr_axis_aspect_ratio > 65.00 AND kurtosis_about_minor > 193.25 AND max_length_rectangularity <= 136.00;4;1.0;0.0205;1.0;0.09580838323353294
86.0;40.0;66.0;138.0;59.0;4.0;137.0;49.0;18.0;133.0;162.0;279.0;151.0;74.0;6.0;14.0;186.0;190.0;2;2;kurtosis_about_major > 11.00 AND max_length_rectangularity <= 136.00 AND 148.75 < scaled_radius_of_gyration <= 174.00 AND scaled_variance_minor <= 365.00 AND circularity <= 40.00 AND 57.00 < pr_axis_aspect_ratio <= 61.00 AND 2.00 < skewness_about_minor <= 6.00 AND 71.00 < skewness_about_major <= 75.00 AND kurtosis_about_minor <= 193.25 AND max_length_aspect_ratio <= 7.00 AND elongatedness > 43.00 AND pr_axis_rectangularity <= 23.00;12;0.9595959595959596;0.0007;1.0;0.011764705882352941
88.0;41.0;80.0;147.0;62.0;8.0;146.0;45.0;19.0;144.0;169.0;318.0;161.0;71.0;4.0;16.0;188.0;197.0;3;3;max_length_aspect_ratio > 7.00 AND scatter_ratio <= 147.00 AND max_length_rectangularity > 136.00 AND scaled_variance_minor <= 319.00 AND compactness > 87.00 AND hollows_ratio <= 197.00 AND kurtosis_about_major > 6.00;7;0.9796954314720813;0.0098;0.875;0.04375
89.0;44.0;72.0;160.0;66.0;7.0;144.0;46.0;19.0;147.0;166.0;312.0;169.0;69.0;11.0;1.0;191.0;198.0;0;0;max_length_aspect_ratio <= 7.00 AND pr_axis_aspect_ratio > 65.00 AND distance_circularity <= 80.00 AND kurtosis_about_major <= 6.00 AND circularity <= 44.00;5;1.0;0.0116;1.0;0.059880239520958084
85.0;42.0;66.0;120.0;53.0;7.0;149.0;45.0;19.0;145.0;173.0;325.0;163.0;85.0;5.0;4.0;180.0;182.0;0;0;max_length_aspect_ratio <= 7.00 AND skewness_about_major > 75.00 AND scatter_ratio > 147.00 AND distance_circularity <= 70.00 AND max_length_rectangularity > 136.00;5;0.9829867674858223;0.038;0.9642857142857143;0.16167664670658682
100.0;58.0;109.0;230.0;70.0;11.0;226.0;30.0;25.0;182.0;234.0;752.0;207.0;72.0;0.0;13.0;187.0;198.0;1;1;max_length_aspect_ratio > 10.00 AND elongatedness <= 33.00 AND compactness <= 100.00 AND pr_axis_rectangularity > 23.00 AND kurtosis_about_major <= 19.00;5;1.0;0.008;1.0;0.03278688524590164
84.0;38.0;74.0;138.0;57.0;8.0;139.0;49.0;18.0;127.0;160.0;282.0;127.0;72.0;9.0;20.0;183.0;191.0;1;1;hollows_ratio <= 197.00 AND kurtosis_about_major > 19.00 AND 7.00 < max_length_aspect_ratio <= 8.00 AND compactness <= 87.00 AND max_length_rectangularity <= 136.00 AND pr_axis_aspect_ratio <= 57.00 AND skewness_about_major <= 75.00 AND distance_circularity > 70.00 AND scaled_radius_of_gyration <= 148.75 AND skewness_about_minor > 6.00;10;0.9523809523809523;0.0018;1.0;0.01092896174863388
92.0;43.0;69.0;158.0;56.0;7.0;149.0;44.0;19.0;143.0;170.0;333.0;168.0;63.0;14.0;18.0;198.0;203.0;1;1;compactness <= 93.00 AND skewness_about_minor > 9.00 AND scaled_variance_major > 167.00 AND pr_axis_aspect_ratio <= 57.00 AND skewness_about_major <= 67.00 AND scaled_variance_minor > 319.00 AND max_length_aspect_ratio <= 7.00 AND hollows_ratio > 191.00 AND 141.00 < radius_ratio <= 168.00 AND scatter_ratio > 147.00 AND kurtosis_about_minor > 189.00 AND circularity > 40.00 AND kurtosis_about_major > 11.00;13;0.9856115107913669;0.0016;1.0;0.01092896174863388
80.0;44.0;68.0;120.0;53.0;8.0;151.0;45.0;19.0;146.0;170.0;333.0;190.0;80.0;4.0;16.0;180.0;185.0;0;0;max_length_aspect_ratio <= 8.00 AND skewness_about_major > 75.00 AND scaled_variance_minor > 319.00 AND distance_circularity <= 70.00 AND kurtosis_about_major > 11.00;5;1.0;0.018;1.0;0.08383233532934131
109.0;54.0;103.0;205.0;63.0;11.0;222.0;30.0;25.0;175.0;229.0;720.0;213.0;71.0;6.0;14.0;187.0;200.0;2;2;scaled_variance_minor > 365.00 AND radius_ratio > 196.00 AND 67.00 < skewness_about_major <= 71.00 AND compactness > 100.00 AND distance_circularity > 98.00 AND hollows_ratio > 197.00 AND elongatedness <= 33.00 AND scaled_radius_of_gyration > 198.00 AND max_length_aspect_ratio > 10.00 AND pr_axis_aspect_ratio > 61.00 AND skewness_about_minor <= 6.00;11;0.9531914893617022;0.0124;1.0;0.052941176470588235
109.0;49.0;103.0;186.0;57.0;11.0;206.0;32.0;23.0;156.0;212.0;630.0;186.0;65.0;12.0;21.0;192.0;201.0;1;1;max_length_aspect_ratio > 7.00 AND elongatedness <= 33.00 AND scaled_variance_minor > 584.50 AND pr_axis_aspect_ratio <= 57.00 AND hollows_ratio > 191.00 AND skewness_about_major <= 67.00 AND kurtosis_about_major > 19.00 AND scatter_ratio > 197.25 AND scaled_radius_of_gyration <= 198.00;9;0.969626168224299;0.0045;1.0;0.02185792349726776
96.0;55.0;103.0;201.0;65.0;9.0;204.0;32.0;23.0;166.0;227.0;624.0;246.0;74.0;6.0;2.0;186.0;194.0;1;1;scaled_variance_minor > 584.50 AND scatter_ratio > 197.25 AND compactness <= 100.00 AND max_length_aspect_ratio > 8.00 AND elongatedness <= 33.00 AND 191.00 < hollows_ratio <= 197.00 AND 2.00 < skewness_about_minor <= 6.00 AND kurtosis_about_major <= 6.00;8;1.0;0.0064;1.0;0.03278688524590164
93.0;41.0;82.0;159.0;63.0;9.0;144.0;46.0;19.0;143.0;160.0;309.0;127.0;63.0;6.0;10.0;199.0;207.0;3;3;max_length_aspect_ratio > 8.00 AND scatter_ratio <= 147.00 AND max_length_rectangularity > 136.00 AND scaled_radius_of_gyration <= 148.75;4;0.9693877551020408;0.0075;1.0;0.0375
83.0;44.0;70.0;166.0;69.0;5.0;143.0;46.0;18.0;143.0;166.0;306.0;170.0;69.0;7.0;6.0;188.0;193.0;0;0;max_length_aspect_ratio <= 7.00 AND pr_axis_aspect_ratio > 65.00 AND distance_circularity <= 80.00 AND kurtosis_about_major <= 6.00;4;0.9566473988439307;0.0266;1.0;0.11377245508982035
91.0;36.0;77.0;157.0;56.0;7.0;155.0;42.0;19.0;126.0;177.0;361.0;123.0;65.0;8.0;15.0;195.0;201.0;2;2;elongatedness <= 43.00 AND skewness_about_major <= 67.00 AND 147.00 < scatter_ratio <= 157.00 AND pr_axis_aspect_ratio <= 61.00 AND 70.00 < distance_circularity <= 80.00 AND kurtosis_about_minor > 193.25 AND max_length_rectangularity <= 136.00 AND hollows_ratio > 197.00 AND circularity <= 40.00 AND 87.00 < compactness <= 93.00 AND scaled_variance_minor <= 584.50 AND kurtosis_about_major > 11.00 AND 167.00 < scaled_variance_major <= 178.00 AND 2.00 < skewness_about_minor <= 9.00 AND max_length_aspect_ratio <= 10.00;15;0.956989247311828;0.0055;1.0;0.029411764705882353
89.0;36.0;68.0;141.0;59.0;8.0;139.0;47.0;18.0;130.0;166.0;291.0;127.0;73.0;7.0;1.0;189.0;196.0;3;3;max_length_rectangularity <= 160.00 AND elongatedness > 46.00 AND kurtosis_about_major <= 19.00 AND max_length_aspect_ratio > 7.00;4;0.9535603715170279;0.0447;0.9333333333333333;0.175
91.0;41.0;93.0;197.0;65.0;9.0;183.0;36.0;21.0;137.0;202.0;504.0;153.0;66.0;11.0;24.0;193.0;200.0;1;1;hollows_ratio <= 201.00 AND kurtosis_about_major > 19.00 AND max_length_aspect_ratio > 7.00 AND scaled_variance_major > 178.00 AND scaled_variance_minor > 365.00 AND skewness_about_major <= 67.00 AND compactness <= 93.00 AND scaled_radius_of_gyration <= 174.00 AND skewness_about_minor > 9.00 AND max_length_rectangularity <= 146.00 AND pr_axis_aspect_ratio <= 65.00;11;0.9519774011299436;0.0019;1.0;0.01092896174863388
82.0;37.0;59.0;134.0;63.0;7.0;135.0;51.0;18.0;128.0;151.0;264.0;143.0;82.0;11.0;24.0;179.0;185.0;2;2;elongatedness > 46.00 AND kurtosis_about_major > 19.00 AND skewness_about_minor > 9.00 AND 61.00 < pr_axis_aspect_ratio <= 65.00 AND max_length_rectangularity <= 136.00 AND max_length_aspect_ratio <= 7.00 AND kurtosis_about_minor <= 184.00 AND circularity <= 40.00 AND pr_axis_rectangularity <= 19.00 AND scaled_variance_major <= 167.00 AND scatter_ratio <= 147.00 AND scaled_variance_minor <= 584.50 AND scaled_radius_of_gyration <= 198.00 AND compactness <= 100.00 AND distance_circularity <= 70.00 AND hollows_ratio <= 191.00 AND skewness_about_major > 75.00;17;0.8079034028540066;0.0015;1.0;0.011764705882352941
100.0;50.0;81.0;197.0;67.0;6.0;186.0;34.0;22.0;158.0;206.0;531.0;198.0;74.0;6.0;1.0;197.0;198.0;0;0;max_length_aspect_ratio <= 7.00 AND pr_axis_aspect_ratio > 65.00 AND kurtosis_about_minor > 193.25 AND skewness_about_major > 71.00;4;1.0;0.0192;1.0;0.07784431137724551
95.0;43.0;71.0;159.0;64.0;6.0;145.0;45.0;19.0;141.0;169.0;322.0;171.0;67.0;8.0;4.0;195.0;200.0;0;0;max_length_aspect_ratio <= 7.00 AND pr_axis_aspect_ratio > 61.00 AND distance_circularity <= 80.00 AND scaled_variance_minor > 319.00 AND kurtosis_about_major <= 6.00 AND compactness > 93.00;6;1.0;0.0115;1.0;0.0658682634730539
103.0;48.0;101.0;204.0;62.0;12.0;200.0;33.0;23.0;158.0;215.0;595.0;164.0;66.0;8.0;22.0;192.0;202.0;1;1;scaled_variance_minor > 584.50 AND elongatedness <= 33.00 AND skewness_about_major <= 67.00 AND scatter_ratio > 197.25 AND max_length_aspect_ratio > 10.00 AND scaled_radius_of_gyration <= 198.00 AND max_length_rectangularity > 146.00 AND circularity <= 49.00 AND kurtosis_about_minor <= 193.25;9;0.9736842105263158;0.0072;1.0;0.03278688524590164
97.0;41.0;92.0;197.0;63.0;10.0;179.0;37.0;21.0;140.0;197.0;481.0;136.0;63.0;4.0;3.0;197.0;204.0;1;1;compactness <= 100.00 AND pr_axis_rectangularity > 20.00 AND max_length_aspect_ratio > 8.00 AND skewness_about_minor <= 9.00 AND distance_circularity > 80.00 AND scaled_variance_minor > 365.00 AND elongatedness <= 43.00 AND scatter_ratio > 147.00 AND scaled_radius_of_gyration <= 148.75 AND radius_ratio > 196.00 AND skewness_about_major <= 67.00 AND scaled_variance_major > 178.00 AND kurtosis_about_major <= 6.00;13;0.9693251533742331;0.0012;1.0;0.01092896174863388
94.0;38.0;88.0;179.0;60.0;7.0;170.0;39.0;21.0;131.0;188.0;435.0;144.0;66.0;2.0;28.0;195.0;204.0;2;2;hollows_ratio > 201.00 AND pr_axis_rectangularity > 20.00 AND skewness_about_major <= 71.00 AND compactness > 93.00 AND distance_circularity > 70.00 AND scaled_variance_minor > 319.00 AND 168.00 < radius_ratio <= 196.00 AND max_length_rectangularity <= 136.00 AND 57.00 < pr_axis_aspect_ratio <= 61.00 AND scaled_variance_major > 178.00 AND elongatedness > 33.00 AND scatter_ratio > 147.00 AND kurtosis_about_major > 11.00;13;0.9817073170731707;0.0026;1.0;0.01764705882352941
94.0;43.0;82.0;136.0;54.0;10.0;155.0;43.0;19.0;149.0;176.0;359.0;161.0;74.0;1.0;6.0;186.0;197.0;3;3;max_length_rectangularity > 146.00 AND radius_ratio <= 141.00 AND compactness > 87.00 AND max_length_aspect_ratio > 8.00;4;1.0;0.0296;1.0;0.13125
93.0;44.0;98.0;197.0;62.0;11.0;183.0;36.0;22.0;146.0;202.0;505.0;152.0;64.0;4.0;14.0;195.0;204.0;2;2;scaled_variance_major > 178.00 AND pr_axis_rectangularity > 20.00 AND skewness_about_major <= 75.00 AND hollows_ratio > 201.00 AND distance_circularity > 80.00 AND scatter_ratio > 157.00 AND scaled_variance_minor <= 584.50 AND pr_axis_aspect_ratio <= 65.00 AND radius_ratio > 168.00 AND circularity <= 44.00 AND scaled_radius_of_gyration > 148.75 AND compactness > 87.00 AND max_length_rectangularity <= 146.00 AND max_length_aspect_ratio > 10.00 AND 11.00 < kurtosis_about_major <= 19.00 AND skewness_about_minor <= 6.00;16;0.961038961038961;0.0011;1.0;0.011764705882352941
85.0;34.0;53.0;127.0;58.0;6.0;116.0;58.0;17.0;121.0;137.0;197.0;127.0;70.0;3.0;20.0;185.0;189.0;2;2;67.00 < skewness_about_major <= 71.00 AND kurtosis_about_major > 19.00 AND max_length_rectangularity <= 136.00 AND circularity <= 40.00 AND 57.00 < pr_axis_aspect_ratio <= 61.00 AND max_length_aspect_ratio <= 7.00 AND 184.00 < kurtosis_about_minor <= 189.00 AND elongatedness > 46.00 AND 2.00 < skewness_about_minor <= 6.00 AND pr_axis_rectangularity <= 23.00 AND hollows_ratio <= 191.00 AND scatter_ratio <= 157.00;12;0.9352112676056338;0.001;1.0;0.011764705882352941
94.0;43.0;64.0;173.0;69.0;7.0;150.0;43.0;19.0;142.0;169.0;344.0;177.0;68.0;9.0;1.0;199.0;206.0;0;0;max_length_aspect_ratio <= 7.00 AND pr_axis_aspect_ratio > 65.00 AND kurtosis_about_minor > 193.25 AND distance_circularity <= 70.00;4;1.0;0.0136;1.0;0.059880239520958084
91.0;45.0;76.0;171.0;69.0;7.0;150.0;44.0;19.0;144.0;170.0;340.0;179.0;69.0;12.0;1.0;195.0;201.0;0;0;max_length_aspect_ratio <= 7.00 AND pr_axis_aspect_ratio > 65.00 AND kurtosis_about_minor > 193.25 AND skewness_about_major > 67.00;4;0.9852941176470589;0.0579;1.0;0.23353293413173654
88.0;44.0;85.0;139.0;56.0;11.0;157.0;43.0;20.0;155.0;176.0;363.0;175.0;76.0;5.0;16.0;184.0;195.0;3;3;max_length_aspect_ratio > 10.00 AND scaled_variance_major <= 178.00 AND distance_circularity > 80.00 AND pr_axis_rectangularity > 19.00;4;1.0;0.0208;1.0;0.1
83.0;42.0;71.0;152.0;64.0;7.0;149.0;45.0;19.0;142.0;172.0;331.0;158.0;74.0;2.0;2.0;184.0;190.0;0;0;max_length_aspect_ratio <= 7.00 AND pr_axis_aspect_ratio > 61.00 AND hollows_ratio <= 191.00 AND kurtosis_about_major <= 6.00;4;1.0;0.0125;1.0;0.05389221556886228
96.0;44.0;68.0;190.0;70.0;7.0;155.0;41.0;19.0;145.0;179.0;372.0;166.0;67.0;5.0;7.0;202.0;206.0;0;0;max_length_aspect_ratio <= 7.00 AND pr_axis_aspect_ratio > 65.00 AND kurtosis_about_minor > 193.25 AND distance_circularity <= 70.00;4;1.0;0.0133;1.0;0.059880239520958084
97.0;37.0;70.0;173.0;66.0;7.0;151.0;43.0;19.0;129.0;167.0;346.0;119.0;65.0;0.0;16.0;201.0;208.0;0;0;max_length_aspect_ratio <= 7.00 AND pr_axis_aspect_ratio > 65.00 AND kurtosis_about_minor > 193.25 AND distance_circularity <= 70.00;4;1.0;0.0154;1.0;0.059880239520958084
94.0;45.0;72.0;179.0;69.0;6.0;156.0;41.0;19.0;144.0;181.0;373.0;191.0;69.0;5.0;5.0;193.0;198.0;0;0;max_length_aspect_ratio <= 7.00 AND pr_axis_aspect_ratio > 65.00 AND distance_circularity <= 80.00 AND compactness > 93.00;4;0.9827586206896551;0.0406;1.0;0.16766467065868262
89.0;40.0;72.0;155.0;63.0;7.0;146.0;45.0;19.0;135.0;175.0;321.0;145.0;72.0;4.0;10.0;192.0;196.0;0;0;max_length_aspect_ratio <= 7.00 AND pr_axis_aspect_ratio > 61.00 AND skewness_about_major > 71.00 AND kurtosis_about_minor > 189.00 AND elongatedness <= 46.00;5;0.9896907216494846;0.038;1.0;0.16167664670658682
92.0;35.0;58.0;136.0;58.0;6.0;122.0;55.0;17.0;132.0;142.0;222.0;116.0;64.0;6.0;17.0;197.0;203.0;3;3;max_length_rectangularity <= 160.00 AND elongatedness > 46.00 AND scaled_variance_minor <= 319.00 AND scatter_ratio <= 147.00 AND kurtosis_about_major <= 19.00 AND scaled_variance_major <= 178.00 AND kurtosis_about_minor > 193.25 AND scaled_radius_of_gyration <= 148.75;8;0.9575757575757575;0.0262;0.9444444444444444;0.10625
