state;account_length;area_code;phone_number;international_plan;voice_mail_plan;number_vmail_messages;total_day_minutes;total_day_calls;total_day_charge;total_eve_minutes;total_eve_calls;total_eve_charge;total_night_minutes;total_night_calls;total_night_charge;total_intl_minutes;total_intl_calls;total_intl_charge;number_customer_service_calls;target;prediction;anchor_rule;anchor_rule_len;anchor_precision;anchor_coverage;anchor_precision_correct;anchor_coverage_correct
40.0;139.0;510.0;976.0;0.0;0.0;0.0;201.8;121.0;34.31;238.6;89.0;20.28;174.1;151.0;7.83;13.5;4.0;3.65;1.0;0;0;number_customer_service_calls <= 1.00 AND total_day_minutes <= 215.60;2;0.9594907407407407;0.4392;0.9495305164319249;0.4668205424120023
21.0;108.0;510.0;3455.0;0.0;1.0;48.0;185.6;125.0;31.55;224.6;125.0;19.09;284.7;87.0;12.81;6.9;3.0;1.86;1.0;0;0;total_day_minutes <= 215.60 AND number_vmail_messages > 0.00;2;0.9539473684210527;0.1997;0.9279393173198482;0.21177149451817656
37.0;100.0;415.0;3180.0;0.0;1.0;31.0;67.7;67.0;11.51;147.1;116.0;12.5;288.3;103.0;12.97;12.3;2.0;3.32;6.0;1;1;number_customer_service_calls > 2.00 AND total_day_charge <= 24.43 AND total_day_minutes <= 143.67 AND total_intl_calls <= 3.00 AND total_eve_minutes <= 166.60 AND number_vmail_messages > 17.00 AND total_intl_charge > 3.27 AND area_code > 408.00 AND total_night_charge > 10.57 AND total_intl_minutes > 12.10 AND 100.00 < total_night_calls <= 113.00 AND 26.00 < state <= 39.00 AND 0.00 < voice_mail_plan <= 1.00 AND total_eve_calls > 114.00 AND 73.00 < account_length <= 127.00 AND 2516.50 < phone_number <= 3768.25 AND total_day_calls <= 101.00 AND total_night_minutes > 199.70;18;0.6946308724832215;0.0003;1.0;0.0037313432835820895
21.0;82.0;415.0;1928.0;0.0;1.0;23.0;249.4;117.0;42.4;195.8;100.0;16.64;162.2;94.0;7.3;12.3;2.0;3.32;1.0;0;0;number_customer_service_calls <= 2.00 AND number_vmail_messages > 17.00;2;0.967741935483871;0.1928;0.9534591194968554;0.21869590305828043
14.0;53.0;415.0;3945.0;0.0;0.0;0.0;214.3;138.0;36.43;232.2;99.0;19.74;0.0;0.0;0.0;8.3;5.0;2.24;1.0;0;0;total_eve_minutes <= 233.50 AND total_day_minutes <= 215.60 AND number_customer_service_calls <= 2.00;3;0.9698216735253772;0.4439;0.951123595505618;0.48845931909982687
24.0;107.0;415.0;13.0;0.0;0.0;0.0;146.9;94.0;24.97;114.3;111.0;9.72;114.5;97.0;5.15;11.4;5.0;3.08;3.0;0;0;total_day_minutes <= 215.60 AND international_plan <= 0.00 AND total_eve_minutes <= 166.60;3;0.9613899613899614;0.1696;0.9347181008902077;0.1817657241777265
5.0;110.0;510.0;965.0;0.0;0.0;0.0;131.9;93.0;22.42;272.7;106.0;23.18;192.8;105.0;8.68;7.1;4.0;1.92;1.0;0;0;international_plan <= 0.00 AND number_customer_service_calls <= 1.00;2;0.965;0.5062;0.9266144814090019;0.5464512406231967
36.0;110.0;510.0;2686.0;0.0;0.0;0.0;281.2;78.0;47.8;302.3;89.0;25.7;188.4;92.0;8.48;8.5;4.0;2.3;0.0;1;1;total_eve_charge > 17.09 AND total_day_charge > 36.65 AND total_day_minutes > 215.60 AND total_eve_minutes > 233.50 AND voice_mail_plan <= 0.00 AND 7.48 < total_night_charge <= 8.99 AND number_vmail_messages <= 0.00 AND number_customer_service_calls <= 1.00 AND 87.00 < total_night_calls <= 100.00 AND total_night_minutes > 166.30 AND total_day_calls <= 88.00 AND state > 13.00 AND international_plan <= 0.00 AND total_eve_calls > 87.00 AND total_intl_calls <= 6.00;15;0.9346938775510204;0.0007;1.0;0.005597014925373134
43.0;148.0;408.0;4377.0;0.0;0.0;0.0;249.7;91.0;42.45;185.1;90.0;15.73;234.2;88.0;10.54;10.5;1.0;2.84;1.0;0;0;number_customer_service_calls <= 1.00 AND total_eve_calls > 87.00;2;0.9671532846715328;0.4225;0.8959810874704491;0.43739180611656087
8.0;74.0;415.0;3114.0;0.0;1.0;38.0;176.0;84.0;29.92;288.2;103.0;24.5;178.2;86.0;8.02;14.8;5.0;4.0;2.0;0;0;international_plan <= 0.00 AND number_vmail_messages > 0.00;2;0.9822485207100592;0.2417;0.9613778705636743;0.2657241777264859
11.0;101.0;510.0;785.0;0.0;0.0;0.0;93.8;127.0;15.95;150.0;104.0;12.75;241.1;116.0;10.85;10.7;2.0;2.89;1.0;0;0;number_customer_service_calls <= 2.00 AND total_eve_charge <= 14.16;2;0.9711191335740073;0.2026;0.9473684210526315;0.2181188690132718
32.0;105.0;415.0;1839.0;0.0;0.0;0.0;193.7;108.0;32.93;183.2;124.0;15.57;293.7;72.0;13.22;10.8;5.0;2.92;1.0;0;0;number_customer_service_calls <= 1.00 AND total_day_minutes <= 215.60 AND international_plan <= 0.00;3;0.9780941949616648;0.3857;0.9762516046213093;0.4388343912290825
28.0;87.0;415.0;842.0;1.0;1.0;40.0;221.6;79.0;37.67;157.1;74.0;13.35;222.4;124.0;10.01;11.5;3.0;3.11;1.0;0;0;voice_mail_plan > 0.00 AND number_customer_service_calls <= 2.00 AND total_eve_minutes <= 166.60;3;0.9673469387755103;0.0516;0.9672897196261683;0.059723023658395845
23.0;115.0;408.0;4921.0;0.0;0.0;0.0;173.5;121.0;29.5;168.3;100.0;14.31;138.3;105.0;6.22;7.8;5.0;2.11;1.0;0;0;total_day_minutes <= 215.60 AND number_customer_service_calls <= 1.00 AND international_plan <= 0.00;3;0.9715639810426541;0.3941;0.9762516046213093;0.4388343912290825
50.0;93.0;408.0;1749.0;0.0;1.0;42.0;166.9;101.0;28.37;273.2;84.0;23.22;171.0;106.0;7.69;11.5;1.0;3.11;1.0;0;0;total_day_charge <= 30.55 AND number_vmail_messages > 0.00;2;0.9551820728291317;0.1183;0.9140625;0.1350259665320254
29.0;194.0;408.0;4254.0;0.0;0.0;0.0;48.4;101.0;8.23;281.1;138.0;23.89;218.5;87.0;9.83;18.2;1.0;4.91;1.0;0;0;number_customer_service_calls <= 1.00 AND total_day_minutes <= 143.67;2;0.9660493827160493;0.1358;0.9583333333333334;0.15262550490478938
23.0;90.0;408.0;4954.0;0.0;0.0;0.0;142.4;126.0;24.21;126.2;118.0;10.73;274.2;71.0;12.34;4.6;4.0;1.24;1.0;0;0;total_day_minutes <= 143.67 AND total_intl_calls > 3.00;2;0.9559748427672956;0.1493;0.9092409240924092;0.15897287939988458
39.0;39.0;408.0;4777.0;0.0;0.0;0.0;93.3;83.0;15.86;199.6;114.0;16.97;206.2;104.0;9.28;6.5;4.0;1.76;0.0;0;0;total_day_minutes <= 215.60 AND international_plan <= 0.00 AND number_customer_service_calls <= 2.00;3;0.9759493670886076;0.5483;0.9756992205410362;0.6139642238892095
31.0;42.0;408.0;798.0;1.0;0.0;0.0;180.7;127.0;30.72;174.6;94.0;14.84;165.3;114.0;7.44;12.0;6.0;3.24;2.0;0;0;total_day_charge <= 36.65 AND total_intl_calls > 4.00;2;0.9565217391304348;0.3074;0.933115823817292;0.33006347374495093
14.0;151.0;408.0;3070.0;0.0;0.0;0.0;175.3;106.0;29.8;144.3;87.0;12.27;160.2;88.0;7.21;11.8;5.0;3.19;0.0;0;0;international_plan <= 0.00 AND total_day_charge <= 36.65 AND number_customer_service_calls <= 1.00;3;0.9874686716791979;0.3941;0.9762516046213093;0.4388343912290825
32.0;146.0;415.0;350.0;0.0;0.0;0.0;157.4;89.0;26.76;196.0;117.0;16.66;147.7;150.0;6.65;10.8;4.0;2.92;0.0;0;0;total_day_minutes <= 179.70 AND number_customer_service_calls <= 2.00;2;0.9604743083003953;0.3967;0.9491844416562107;0.4365262550490479
46.0;129.0;408.0;1511.0;0.0;0.0;0.0;186.0;127.0;31.62;262.3;96.0;22.3;98.9;63.0;4.45;11.5;6.0;3.11;4.0;0;0;total_day_charge <= 36.65 AND total_night_charge <= 7.48 AND total_day_minutes > 179.70;3;0.9698492462311558;0.0681;0.9404761904761905;0.06837853433352568
14.0;149.0;408.0;2676.0;0.0;0.0;0.0;69.1;117.0;11.75;136.3;100.0;11.59;181.7;53.0;8.18;6.3;3.0;1.7;1.0;0;0;total_day_minutes <= 143.67 AND number_customer_service_calls <= 2.00 AND international_plan <= 0.00;3;0.9775596072931276;0.1867;0.9810554803788903;0.20917484131563763
4.0;112.0;415.0;985.0;0.0;0.0;0.0;105.3;101.0;17.9;187.2;92.0;15.91;206.4;101.0;9.29;11.1;2.0;3.0;4.0;1;1;number_customer_service_calls > 2.00 AND total_day_minutes <= 143.67 AND total_day_charge <= 24.43 AND total_intl_calls <= 3.00 AND 87.00 < total_eve_calls <= 101.00 AND 166.60 < total_eve_minutes <= 201.00 AND state <= 26.00 AND 73.00 < account_length <= 127.00 AND phone_number <= 1258.75 AND 88.00 < total_day_calls <= 101.00 AND 166.30 < total_night_minutes <= 234.90 AND voice_mail_plan <= 0.00 AND total_night_charge <= 10.57 AND total_night_calls <= 113.00 AND total_intl_charge > 2.30 AND total_intl_minutes > 8.50;16;0.6564136125654451;0.0005;1.0;0.005597014925373134
36.0;117.0;415.0;901.0;0.0;0.0;0.0;134.7;121.0;22.9;180.0;83.0;15.3;200.9;104.0;9.04;7.7;3.0;2.08;1.0;0;0;total_day_minutes <= 215.60 AND international_plan <= 0.00 AND number_customer_service_calls <= 2.00;3;0.9738903394255874;0.5503;0.9756992205410362;0.6139642238892095
15.0;158.0;408.0;62.0;0.0;0.0;0.0;119.8;123.0;20.37;262.2;122.0;22.29;219.8;111.0;9.89;12.4;5.0;3.35;1.0;0;0;total_day_minutes <= 179.70 AND total_intl_calls > 4.00;2;0.9601449275362319;0.2037;0.9215442092154421;0.21350259665320254
11.0;141.0;510.0;2767.0;0.0;0.0;0.0;138.2;94.0;23.49;176.4;84.0;14.99;182.9;110.0;8.23;11.1;6.0;3.0;3.0;0;0;total_day_minutes <= 215.60 AND international_plan <= 0.00 AND total_eve_minutes <= 201.00;3;0.9522388059701492;0.3451;0.9267935578330894;0.36526255049047895
23.0;130.0;415.0;2270.0;0.0;0.0;0.0;204.5;88.0;34.77;178.4;85.0;15.16;229.6;78.0;10.33;12.6;8.0;3.4;0.0;0;0;number_customer_service_calls <= 1.00 AND total_day_charge <= 36.65;2;0.9611528822055138;0.4228;0.9495305164319249;0.4668205424120023
13.0;108.0;415.0;4771.0;0.0;0.0;0.0;221.8;105.0;37.71;108.2;107.0;9.2;207.1;87.0;9.32;12.1;3.0;3.27;2.0;0;0;international_plan <= 0.00 AND total_eve_minutes <= 166.60;2;0.9601328903654485;0.2255;0.9372937293729373;0.24581650317368725
49.0;159.0;415.0;2559.0;0.0;0.0;0.0;169.8;114.0;28.87;197.7;105.0;16.8;193.7;82.0;8.72;11.6;4.0;3.13;1.0;0;0;total_day_minutes <= 179.70 AND number_customer_service_calls <= 1.00 AND total_eve_charge <= 17.09;3;0.9731543624161074;0.1338;0.9595588235294118;0.15060588574725908
48.0;123.0;415.0;2307.0;0.0;0.0;0.0;172.2;92.0;29.27;162.6;76.0;13.82;250.3;101.0;11.26;8.7;4.0;2.35;1.0;0;0;total_day_minutes <= 215.60 AND international_plan <= 0.00;2;0.9518987341772152;0.6903;0.936565803864382;0.741200230813618
1.0;132.0;408.0;1224.0;0.0;0.0;0.0;222.4;85.0;37.81;165.4;76.0;14.06;208.4;97.0;9.38;11.2;4.0;3.02;0.0;0;0;number_customer_service_calls <= 2.00 AND total_eve_minutes <= 166.60;2;0.9565217391304348;0.2032;0.9473684210526315;0.2181188690132718
42.0;45.0;415.0;1754.0;1.0;0.0;0.0;189.6;96.0;32.23;171.7;69.0;14.59;222.0;102.0;9.99;13.9;7.0;3.75;1.0;1;1;international_plan > 0.00 AND total_intl_charge > 3.27 AND total_intl_minutes > 12.10 AND total_eve_calls <= 87.00 AND 199.70 < total_night_minutes <= 234.90 AND voice_mail_plan <= 0.00 AND account_length <= 73.00 AND number_vmail_messages <= 17.00 AND total_eve_minutes > 166.60 AND area_code > 408.00 AND total_night_calls > 87.00 AND total_day_minutes > 143.67 AND total_night_charge > 8.99 AND number_customer_service_calls <= 2.00;14;0.9552238805970149;0.0007;1.0;0.005597014925373134
23.0;17.0;415.0;2178.0;0.0;0.0;0.0;138.1;115.0;23.48;196.5;55.0;16.7;213.9;100.0;9.63;11.7;4.0;3.16;1.0;0;0;total_day_minutes <= 215.60 AND number_customer_service_calls <= 1.00 AND total_eve_minutes <= 201.00;3;0.9844357976653697;0.211;0.9558472553699284;0.23110213502596652
2.0;173.0;408.0;2206.0;0.0;0.0;0.0;154.6;81.0;26.28;147.3;100.0;12.52;132.9;99.0;5.98;6.9;5.0;1.86;0.0;0;0;total_day_minutes <= 215.60 AND number_customer_service_calls <= 1.00;2;0.9609856262833676;0.4251;0.9495305164319249;0.4668205424120023
19.0;58.0;408.0;3618.0;0.0;1.0;47.0;151.1;117.0;25.69;137.4;103.0;11.68;172.6;99.0;7.77;9.2;8.0;2.48;1.0;0;0;number_customer_service_calls <= 2.00 AND voice_mail_plan > 0.00;2;0.9717741935483871;0.2129;0.9559164733178654;0.23773802654356607
16.0;128.0;415.0;2845.0;0.0;1.0;25.0;265.1;110.0;45.07;197.4;99.0;16.78;244.7;91.0;11.01;10.0;3.0;2.7;1.0;0;0;number_customer_service_calls <= 1.00 AND number_vmail_messages > 0.00;2;0.9609375;0.155;0.9581993569131833;0.17195614541257934
5.0;101.0;408.0;4932.0;0.0;1.0;23.0;262.2;101.0;44.57;157.0;80.0;13.35;129.1;100.0;5.81;7.3;14.0;1.97;1.0;0;0;total_intl_calls > 6.00 AND voice_mail_plan > 0.00;2;0.9813664596273292;0.0405;0.9473684210526315;0.0467397576457011
45.0;121.0;510.0;626.0;0.0;1.0;28.0;110.0;94.0;18.7;141.5;76.0;12.03;237.3;87.0;10.68;6.4;3.0;1.73;2.0;0;0;total_day_charge <= 30.55 AND number_customer_service_calls <= 2.00 AND total_eve_charge <= 14.16;3;0.9790575916230366;0.0945;0.9577836411609498;0.10473167916907097
17.0;72.0;415.0;4822.0;0.0;0.0;0.0;198.4;147.0;33.73;216.9;121.0;18.44;112.8;125.0;5.08;13.1;4.0;3.54;0.0;0;0;international_plan <= 0.00 AND total_day_charge <= 36.65;2;0.9543429844097996;0.6832;0.936565803864382;0.741200230813618
7.0;102.0;415.0;3953.0;0.0;0.0;0.0;186.8;92.0;31.76;173.7;123.0;14.76;250.9;131.0;11.29;9.7;4.0;2.62;2.0;0;0;international_plan <= 0.00 AND total_day_charge <= 36.65 AND number_customer_service_calls <= 2.00;3;0.9774096385542169;0.5391;0.9756992205410362;0.6139642238892095
2.0;116.0;510.0;4327.0;0.0;0.0;0.0;160.7;69.0;27.32;146.8;106.0;12.48;287.8;144.0;12.95;8.2;5.0;2.21;0.0;0;0;number_customer_service_calls <= 1.00 AND total_day_charge <= 36.65;2;0.9661971830985916;0.4351;0.9495305164319249;0.4668205424120023
30.0;22.0;408.0;4611.0;0.0;1.0;29.0;151.2;147.0;25.7;203.2;135.0;17.27;296.1;98.0;13.32;11.1;2.0;3.0;2.0;0;0;total_day_charge <= 30.55 AND number_customer_service_calls <= 2.00;2;0.9613636363636363;0.3953;0.9491844416562107;0.4365262550490479
42.0;68.0;415.0;3633.0;0.0;0.0;0.0;222.8;99.0;37.88;175.8;85.0;14.94;202.0;111.0;9.09;11.0;3.0;2.97;3.0;0;0;total_day_charge > 24.43 AND total_eve_minutes <= 201.00 AND account_length <= 100.00;3;0.9529780564263323;0.1882;0.8967828418230563;0.19301788805539527
50.0;76.0;415.0;4281.0;0.0;0.0;0.0;263.4;148.0;44.78;230.3;69.0;19.58;170.6;101.0;7.68;11.4;5.0;3.08;1.0;1;1;total_day_minutes > 215.60 AND total_eve_minutes > 201.00 AND total_day_charge > 36.65 AND voice_mail_plan <= 0.00 AND total_eve_charge > 17.09 AND 7.48 < total_night_charge <= 8.99 AND number_vmail_messages <= 0.00 AND 10.30 < total_intl_minutes <= 12.10 AND 100.00 < total_night_calls <= 113.00 AND total_eve_calls <= 87.00 AND number_customer_service_calls <= 1.00 AND phone_number > 3768.25 AND 4.00 < total_intl_calls <= 6.00 AND 166.30 < total_night_minutes <= 199.70 AND 408.00 < area_code <= 415.00 AND 73.00 < account_length <= 100.00 AND total_day_calls > 101.00 AND 2.78 < total_intl_charge <= 3.27 AND state > 26.00 AND international_plan <= 0.00;20;0.8498168498168498;0.0001;1.0;0.0037313432835820895
11.0;49.0;510.0;4399.0;0.0;0.0;0.0;119.3;117.0;20.28;215.1;109.0;18.28;178.7;90.0;8.04;11.1;1.0;3.0;1.0;0;0;total_day_minutes <= 143.67 AND number_customer_service_calls <= 2.00 AND international_plan <= 0.00;3;0.966078697421981;0.1813;0.9810554803788903;0.20917484131563763
22.0;81.0;415.0;3445.0;1.0;0.0;0.0;149.4;68.0;25.4;171.9;98.0;14.61;214.5;97.0;9.65;17.9;3.0;4.83;3.0;1;1;international_plan > 0.00 AND total_intl_minutes > 12.10 AND total_intl_charge > 2.78 AND total_intl_calls <= 3.00 AND number_vmail_messages <= 0.00 AND total_eve_calls <= 101.00 AND voice_mail_plan <= 0.00 AND 87.00 < total_night_calls <= 100.00 AND state > 13.00 AND 166.60 < total_eve_minutes <= 233.50 AND total_eve_charge <= 17.09 AND phone_number > 2516.50 AND total_night_minutes > 199.70 AND number_customer_service_calls > 2.00 AND total_night_charge <= 10.57 AND 408.00 < area_code <= 415.00;16;0.9620853080568721;0.0001;1.0;0.0037313432835820895
33.0;178.0;408.0;1682.0;0.0;0.0;0.0;275.4;150.0;46.82;187.5;62.0;15.94;147.1;126.0;6.62;13.6;3.0;3.67;1.0;0;0;number_customer_service_calls <= 2.00 AND total_night_minutes <= 166.30 AND international_plan <= 0.00;3;0.9565217391304348;0.1799;0.9529243937232525;0.19272937103289095
42.0;196.0;415.0;698.0;0.0;0.0;0.0;133.1;80.0;22.63;206.5;120.0;17.55;221.6;96.0;9.97;10.3;8.0;2.78;1.0;0;0;total_intl_calls > 4.00 AND total_day_charge <= 36.65 AND number_customer_service_calls <= 1.00;3;0.9854721549636803;0.1789;0.9631728045325779;0.19619157530294287
31.0;120.0;415.0;357.0;0.0;0.0;0.0;146.0;58.0;24.82;208.7;103.0;17.74;215.5;91.0;9.7;11.9;2.0;3.21;0.0;0;0;international_plan <= 0.00 AND total_day_charge <= 36.65 AND number_customer_service_calls <= 1.00;3;0.9797687861271677;0.3892;0.9762516046213093;0.4388343912290825
43.0;159.0;415.0;3902.0;0.0;0.0;0.0;87.7;103.0;14.91;278.2;97.0;23.65;170.6;93.0;7.68;10.5;10.0;2.84;1.0;0;0;number_customer_service_calls <= 1.00 AND total_day_charge <= 24.43;2;0.9714285714285714;0.1434;0.9587073608617595;0.15406809001731103
16.0;121.0;408.0;3257.0;1.0;0.0;0.0;175.9;87.0;29.9;225.3;114.0;19.15;156.2;113.0;7.03;10.4;3.0;2.81;2.0;0;0;total_day_minutes <= 179.70 AND number_customer_service_calls <= 2.00 AND total_day_charge <= 36.65;3;0.9686888454011742;0.4032;0.9491844416562107;0.4365262550490479
10.0;90.0;415.0;3276.0;0.0;0.0;0.0;113.2;108.0;19.24;189.3;63.0;16.09;271.8;124.0;12.23;14.1;4.0;3.81;3.0;0;0;total_day_minutes <= 179.70 AND international_plan <= 0.00 AND total_night_calls > 100.00;3;0.9604863221884499;0.2251;0.927437641723356;0.2360069244085401
25.0;132.0;415.0;3981.0;1.0;0.0;0.0;144.3;70.0;24.53;231.5;125.0;19.68;304.3;137.0;13.69;7.0;2.0;1.89;1.0;1;1;international_plan > 0.00 AND total_intl_calls <= 3.00 AND voice_mail_plan <= 0.00 AND total_night_charge > 8.99 AND total_eve_charge > 17.09 AND total_day_charge > 24.43 AND state > 13.00 AND total_night_minutes > 199.70 AND number_customer_service_calls <= 1.00 AND area_code <= 415.00 AND total_eve_minutes > 201.00 AND total_day_minutes > 143.67 AND total_night_calls > 113.00 AND phone_number > 3768.25 AND number_vmail_messages <= 0.00 AND account_length > 100.00;16;0.8090310442144873;0.0006;1.0;0.0037313432835820895
18.0;87.0;415.0;3378.0;0.0;0.0;0.0;228.7;90.0;38.88;163.0;99.0;13.86;154.1;90.0;6.93;11.8;3.0;3.19;1.0;0;0;total_eve_minutes <= 166.60 AND international_plan <= 0.00 AND number_customer_service_calls <= 1.00;3;0.9684542586750788;0.1328;0.9864077669902913;0.1465666474321985
3.0;192.0;415.0;4581.0;0.0;1.0;36.0;156.2;77.0;26.55;215.5;126.0;18.32;279.1;83.0;12.56;9.9;6.0;2.67;2.0;0;0;number_customer_service_calls <= 2.00 AND voice_mail_plan > 0.00;2;0.985981308411215;0.2074;0.9559164733178654;0.23773802654356607
19.0;95.0;415.0;3598.0;0.0;0.0;0.0;186.4;85.0;31.69;173.4;100.0;14.74;294.7;73.0;13.26;9.1;5.0;2.46;1.0;0;0;total_day_charge <= 36.65 AND number_customer_service_calls <= 2.00 AND total_eve_minutes <= 201.00;3;0.9706744868035191;0.2963;0.9523809523809523;0.3231390652048471
6.0;123.0;415.0;2534.0;0.0;0.0;0.0;128.7;126.0;21.88;117.6;94.0;10.0;198.4;132.0;8.93;10.8;5.0;2.92;0.0;0;0;total_day_charge <= 36.65 AND total_intl_calls > 4.00 AND total_eve_minutes <= 166.60;3;0.9701492537313433;0.0761;0.9494949494949495;0.08136180034622043
5.0;43.0;415.0;2288.0;0.0;0.0;0.0;184.8;114.0;31.42;130.6;131.0;11.1;175.0;69.0;7.88;8.0;9.0;2.16;0.0;0;0;total_eve_minutes <= 166.60 AND number_customer_service_calls <= 1.00;2;0.9591194968553459;0.1431;0.9541446208112875;0.15608770917484133
9.0;155.0;415.0;846.0;0.0;0.0;0.0;181.4;111.0;30.84;167.7;92.0;14.25;168.5;122.0;7.58;11.3;3.0;3.05;3.0;0;0;total_day_minutes <= 215.60 AND international_plan <= 0.00 AND total_eve_minutes <= 201.00;3;0.950354609929078;0.3489;0.9267935578330894;0.36526255049047895
34.0;31.0;408.0;3881.0;0.0;1.0;28.0;171.8;116.0;29.21;240.7;125.0;20.46;245.5;80.0;11.05;10.6;7.0;2.86;1.0;0;0;number_customer_service_calls <= 1.00 AND total_day_charge <= 36.65;2;0.9542372881355933;0.4247;0.9495305164319249;0.4668205424120023
34.0;150.0;415.0;4956.0;0.0;1.0;35.0;139.6;72.0;23.73;332.8;170.0;28.29;213.8;105.0;9.62;8.8;2.0;2.38;2.0;0;0;total_day_minutes <= 215.60 AND number_vmail_messages > 17.00;2;0.9596412556053812;0.1816;0.9250681198910081;0.19590305828043855
50.0;71.0;415.0;4334.0;0.0;0.0;0.0;243.7;124.0;41.43;60.0;90.0;5.1;189.0;129.0;8.5;11.3;2.0;3.05;0.0;0;0;number_customer_service_calls <= 2.00 AND total_eve_charge <= 14.16;2;0.9716981132075472;0.1979;0.9473684210526315;0.2181188690132718
47.0;141.0;415.0;3884.0;0.0;0.0;0.0;151.5;104.0;25.76;242.2;114.0;20.59;304.2;109.0;13.69;10.8;2.0;2.92;1.0;0;0;number_customer_service_calls <= 2.00 AND total_day_minutes <= 179.70;2;0.9516358463726885;0.3921;0.9491844416562107;0.4365262550490479
49.0;78.0;510.0;3917.0;0.0;1.0;26.0;189.0;98.0;32.13;191.7;67.0;16.29;217.0;68.0;9.76;11.3;3.0;3.05;0.0;0;0;total_day_charge > 24.43 AND number_vmail_messages > 17.00 AND number_customer_service_calls <= 1.00;3;0.9824561403508771;0.1101;0.9476082004555809;0.12002308136180034
44.0;82.0;510.0;3454.0;0.0;0.0;0.0;191.9;95.0;32.62;116.7;105.0;9.92;202.6;113.0;9.12;8.2;5.0;2.21;0.0;0;0;number_customer_service_calls <= 1.00 AND total_eve_charge <= 14.16;2;0.975;0.1414;0.9541446208112875;0.15608770917484133
15.0;81.0;408.0;1049.0;0.0;1.0;46.0;168.3;124.0;28.61;270.9;103.0;23.03;222.5;98.0;10.01;6.7;2.0;1.81;4.0;0;0;voice_mail_plan > 0.00 AND number_vmail_messages > 0.00 AND total_night_minutes > 199.70;3;0.9662447257383966;0.1338;0.9433962264150944;0.14425851125216388
18.0;111.0;408.0;631.0;0.0;1.0;33.0;154.0;122.0;26.18;207.3;123.0;17.62;186.2;105.0;8.38;10.8;8.0;2.92;1.0;0;0;voice_mail_plan > 0.00 AND number_vmail_messages > 17.00;2;0.9528023598820059;0.2442;0.9281376518218624;0.26457010963646854
49.0;43.0;415.0;3435.0;0.0;0.0;0.0;168.4;125.0;28.63;243.8;89.0;20.72;214.7;102.0;9.66;11.1;2.0;3.0;1.0;0;0;number_customer_service_calls <= 1.00 AND total_day_minutes <= 179.70;2;0.9547581903276131;0.2896;0.9509632224168126;0.31332948643969993
14.0;179.0;510.0;1075.0;0.0;0.0;0.0;116.1;101.0;19.74;201.8;99.0;17.15;181.9;103.0;8.19;11.6;5.0;3.13;0.0;0;0;number_customer_service_calls <= 2.00 AND total_day_minutes <= 143.67;2;0.9822222222222222;0.2047;0.9527950310559006;0.2212925562608194
8.0;110.0;510.0;982.0;0.0;0.0;0.0;148.5;115.0;25.25;276.4;84.0;23.49;193.6;112.0;8.71;12.4;3.0;3.35;1.0;0;0;number_customer_service_calls <= 2.00 AND total_day_charge <= 30.55;2;0.9612518628912071;0.4066;0.9491844416562107;0.4365262550490479
18.0;81.0;415.0;2540.0;0.0;1.0;43.0;102.4;102.0;17.41;225.3;104.0;19.15;182.3;97.0;8.2;7.1;5.0;1.92;2.0;0;0;international_plan <= 0.00 AND number_vmail_messages > 0.00;2;0.9642857142857143;0.2371;0.9613778705636743;0.2657241777264859
50.0;80.0;510.0;3816.0;0.0;0.0;0.0;101.1;121.0;17.19;263.2;110.0;22.37;137.7;74.0;6.2;7.3;5.0;1.97;0.0;0;0;number_customer_service_calls <= 1.00 AND total_day_minutes <= 143.67;2;0.9806201550387597;0.1408;0.9583333333333334;0.15262550490478938
13.0;82.0;510.0;4110.0;0.0;1.0;34.0;232.6;121.0;39.54;153.2;115.0;13.02;286.7;77.0;12.9;4.7;3.0;1.27;3.0;0;0;international_plan <= 0.00 AND number_vmail_messages > 0.00;2;0.975;0.2317;0.9613778705636743;0.2657241777264859
43.0;169.0;408.0;2696.0;0.0;0.0;0.0;266.7;105.0;45.34;158.2;88.0;13.45;287.7;111.0;12.95;13.8;3.0;3.73;3.0;1;1;number_customer_service_calls > 2.00 AND voice_mail_plan <= 0.00 AND total_day_charge > 36.65 AND total_day_minutes > 215.60 AND total_night_minutes > 234.90 AND number_vmail_messages <= 0.00 AND total_intl_minutes > 12.10 AND total_intl_charge > 3.27 AND total_night_charge > 10.57 AND 101.00 < total_day_calls <= 113.00 AND account_length > 127.00 AND total_intl_calls <= 3.00 AND 100.00 < total_night_calls <= 113.00 AND area_code <= 408.00 AND 2516.50 < phone_number <= 3768.25 AND 87.00 < total_eve_calls <= 101.00 AND state > 39.00;17;0.5634615384615385;0.0001;1.0;0.0037313432835820895
29.0;74.0;415.0;3800.0;0.0;1.0;25.0;194.6;84.0;33.08;119.9;103.0;10.19;175.5;75.0;7.9;13.1;2.0;3.54;2.0;0;0;number_customer_service_calls <= 2.00 AND voice_mail_plan > 0.00;2;0.9533333333333334;0.2219;0.9559164733178654;0.23773802654356607
40.0;73.0;415.0;915.0;0.0;0.0;0.0;203.3;45.0;34.56;141.9;87.0;12.06;200.7;71.0;9.03;8.5;6.0;2.3;0.0;0;0;total_day_charge <= 36.65 AND total_intl_calls > 4.00 AND total_eve_charge <= 17.09;3;0.9766355140186916;0.1485;0.9289256198347108;0.1621465666474322
