compactness;circularity;distance_circularity;radius_ratio;pr_axis_aspect_ratio;max_length_aspect_ratio;scatter_ratio;elongatedness;pr_axis_rectangularity;max_length_rectangularity;scaled_variance_major;scaled_variance_minor;scaled_radius_of_gyration;skewness_about_major;skewness_about_minor;kurtosis_about_major;kurtosis_about_minor;hollows_ratio;target;prediction;anchor_rule;anchor_rule_len;anchor_precision;anchor_coverage;anchor_precision_correct;anchor_coverage_correct
81.0;44.0;72.0;139.0;60.0;6.0;153.0;44.0;19.0;146.0;180.0;347.0;178.0;81.0;1.0;15.0;182.0;186.0;0;0;max_length_aspect_ratio <= 7.00 AND skewness_about_major > 75.00 AND scaled_variance_major > 178.00;3;0.9625779625779626;0.0405;1.0;0.16666666666666666
93.0;34.0;66.0;140.0;56.0;7.0;130.0;51.0;18.0;120.0;151.0;251.0;114.0;62.0;5.0;29.0;201.0;207.0;1;1;compactness <= 93.00 AND hollows_ratio > 201.00 AND kurtosis_about_minor > 193.25 AND pr_axis_aspect_ratio <= 57.00 AND skewness_about_major <= 67.00 AND kurtosis_about_major > 19.00 AND max_length_aspect_ratio <= 7.00 AND skewness_about_minor > 2.00;8;0.662492172824045;0.0069;0.8333333333333334;0.02702702702702703
89.0;43.0;77.0;147.0;54.0;8.0;144.0;46.0;19.0;146.0;163.0;308.0;174.0;64.0;13.0;5.0;194.0;201.0;2;3;elongatedness > 43.00 AND max_length_aspect_ratio > 7.00 AND max_length_rectangularity > 136.00 AND scatter_ratio <= 147.00 AND kurtosis_about_major <= 6.00;5;1.0;0.0256;1.0;0.10429447852760736
117.0;52.0;110.0;228.0;65.0;12.0;212.0;31.0;24.0;163.0;228.0;668.0;220.0;66.0;21.0;25.0;194.0;205.0;2;2;elongatedness <= 33.00 AND skewness_about_major <= 67.00 AND compactness > 100.00 AND skewness_about_minor > 9.00 AND distance_circularity > 98.00 AND 61.00 < pr_axis_aspect_ratio <= 65.00 AND kurtosis_about_major > 19.00 AND hollows_ratio > 201.00 AND scaled_radius_of_gyration > 198.00 AND kurtosis_about_minor > 189.00;10;0.9143518518518519;0.0034;1.0;0.018292682926829267
109.0;49.0;109.0;193.0;59.0;10.0;207.0;32.0;24.0;156.0;225.0;635.0;213.0;70.0;13.0;31.0;191.0;202.0;2;2;elongatedness <= 33.00 AND skewness_about_minor > 9.00 AND compactness > 100.00 AND hollows_ratio > 201.00 AND max_length_aspect_ratio > 8.00 AND kurtosis_about_major > 6.00 AND skewness_about_major > 67.00 AND max_length_rectangularity <= 160.00 AND distance_circularity > 80.00;9;0.9862068965517241;0.0032;1.0;0.018292682926829267
94.0;46.0;79.0;181.0;62.0;8.0;167.0;40.0;20.0;148.0;190.0;418.0;193.0;67.0;12.0;15.0;191.0;198.0;1;1;compactness <= 100.00 AND scaled_variance_major > 178.00 AND max_length_aspect_ratio > 7.00 AND scaled_variance_minor > 365.00 AND 184.00 < kurtosis_about_minor <= 193.25 AND 6.00 < kurtosis_about_major <= 19.00 AND max_length_rectangularity > 146.00 AND skewness_about_major <= 67.00 AND 70.00 < distance_circularity <= 80.00 AND scatter_ratio > 157.00 AND elongatedness <= 43.00 AND 148.75 < scaled_radius_of_gyration <= 198.00 AND pr_axis_rectangularity > 19.00 AND 191.00 < hollows_ratio <= 201.00 AND 44.00 < circularity <= 49.00 AND 141.00 < radius_ratio <= 196.00 AND pr_axis_aspect_ratio <= 65.00 AND skewness_about_minor > 9.00;18;0.968609865470852;0.0015;1.0;0.010810810810810811
89.0;36.0;69.0;162.0;63.0;6.0;140.0;48.0;18.0;131.0;164.0;291.0;126.0;66.0;1.0;38.0;193.0;204.0;2;2;max_length_rectangularity <= 136.00 AND kurtosis_about_major > 19.00 AND hollows_ratio > 201.00 AND 57.00 < pr_axis_aspect_ratio <= 65.00 AND 184.00 < kurtosis_about_minor <= 193.25 AND scaled_variance_minor <= 319.00 AND compactness > 87.00 AND skewness_about_major <= 71.00 AND radius_ratio > 141.00;9;0.9584905660377359;0.0015;1.0;0.012195121951219513
84.0;39.0;90.0;180.0;60.0;7.0;177.0;37.0;21.0;131.0;209.0;469.0;145.0;71.0;4.0;38.0;190.0;198.0;1;1;compactness <= 87.00 AND pr_axis_rectangularity > 20.00 AND skewness_about_major <= 71.00 AND scaled_radius_of_gyration <= 174.00;4;0.9566787003610109;0.0015;1.0;0.010810810810810811
95.0;46.0;76.0;162.0;66.0;11.0;162.0;42.0;20.0;155.0;175.0;381.0;172.0;74.0;8.0;4.0;184.0;193.0;3;3;elongatedness > 33.00 AND max_length_aspect_ratio > 8.00 AND scaled_variance_major <= 178.00 AND max_length_rectangularity > 146.00 AND scaled_variance_minor > 365.00 AND hollows_ratio > 191.00 AND kurtosis_about_minor <= 184.00;7;0.9775784753363229;0.0141;1.0;0.06748466257668712
86.0;47.0;75.0;165.0;68.0;6.0;154.0;43.0;19.0;146.0;176.0;356.0;190.0;74.0;7.0;3.0;188.0;194.0;0;0;max_length_aspect_ratio <= 7.00 AND pr_axis_aspect_ratio > 65.00 AND distance_circularity <= 80.00 AND circularity > 44.00;4;0.9942528735632183;0.0272;1.0;0.11904761904761904
85.0;40.0;72.0;139.0;59.0;5.0;132.0;50.0;18.0;135.0;159.0;260.0;150.0;68.0;3.0;9.0;191.0;195.0;2;1;compactness <= 87.00 AND 67.00 < skewness_about_major <= 71.00 AND pr_axis_aspect_ratio <= 61.00 AND 70.00 < distance_circularity <= 80.00 AND 148.75 < scaled_radius_of_gyration <= 174.00 AND max_length_rectangularity <= 136.00 AND 191.00 < hollows_ratio <= 197.00 AND skewness_about_minor > 2.00 AND kurtosis_about_minor > 189.00 AND scaled_variance_minor <= 584.50 AND max_length_aspect_ratio <= 7.00 AND kurtosis_about_major <= 11.00 AND pr_axis_rectangularity <= 20.00 AND scatter_ratio <= 197.25 AND elongatedness > 46.00 AND scaled_variance_major <= 167.00 AND radius_ratio <= 141.00;17;0.9432989690721649;0.0012;1.0;0.010810810810810811
103.0;55.0;103.0;211.0;65.0;11.0;212.0;31.0;24.0;165.0;229.0;673.0;249.0;72.0;5.0;16.0;188.0;196.0;1;1;scaled_variance_minor > 584.50 AND distance_circularity > 98.00 AND 191.00 < hollows_ratio <= 197.00 AND max_length_aspect_ratio > 7.00 AND elongatedness <= 33.00 AND 71.00 < skewness_about_major <= 75.00 AND kurtosis_about_major > 11.00 AND pr_axis_aspect_ratio <= 65.00 AND circularity > 49.00 AND skewness_about_minor <= 6.00 AND max_length_rectangularity > 136.00;11;0.9540540540540541;0.0033;1.0;0.016216216216216217
88.0;44.0;84.0;135.0;55.0;12.0;155.0;44.0;20.0;158.0;176.0;351.0;164.0;75.0;7.0;11.0;183.0;195.0;3;3;elongatedness > 43.00 AND max_length_aspect_ratio > 8.00 AND scaled_variance_major <= 178.00 AND kurtosis_about_major <= 11.00;4;1.0;0.0373;1.0;0.17177914110429449
98.0;38.0;72.0;192.0;69.0;5.0;166.0;38.0;20.0;131.0;189.0;427.0;138.0;70.0;1.0;3.0;200.0;202.0;0;0;max_length_aspect_ratio <= 7.00 AND pr_axis_aspect_ratio > 65.00 AND distance_circularity <= 80.00 AND compactness > 93.00;4;1.0;0.0388;1.0;0.16666666666666666
89.0;42.0;89.0;147.0;61.0;11.0;151.0;44.0;19.0;145.0;170.0;338.0;163.0;72.0;11.0;23.0;187.0;199.0;3;3;elongatedness > 43.00 AND max_length_aspect_ratio > 8.00 AND scaled_variance_major <= 178.00 AND skewness_about_minor > 9.00;4;1.0;0.0178;1.0;0.07975460122699386
88.0;35.0;50.0;121.0;58.0;5.0;114.0;59.0;17.0;122.0;132.0;192.0;138.0;74.0;21.0;4.0;182.0;187.0;1;1;compactness <= 93.00 AND skewness_about_minor > 9.00 AND 67.00 < skewness_about_major <= 75.00 AND pr_axis_aspect_ratio <= 61.00 AND hollows_ratio <= 197.00 AND kurtosis_about_major <= 6.00 AND max_length_aspect_ratio <= 7.00;7;0.7093596059113301;0.0039;1.0;0.021621621621621623
83.0;45.0;73.0;161.0;68.0;8.0;142.0;46.0;18.0;144.0;169.0;305.0;179.0;71.0;10.0;3.0;191.0;199.0;3;3;elongatedness > 43.00 AND max_length_aspect_ratio > 7.00 AND circularity > 44.00 AND scaled_variance_major <= 178.00 AND skewness_about_minor > 6.00;5;1.0;0.0165;1.0;0.06748466257668712
101.0;51.0;98.0;194.0;60.0;10.0;195.0;34.0;22.0;161.0;219.0;572.0;219.0;67.0;0.0;10.0;192.0;201.0;2;2;compactness > 100.00 AND pr_axis_rectangularity > 20.00 AND skewness_about_major <= 67.00 AND elongatedness <= 43.00 AND max_length_aspect_ratio > 8.00 AND scaled_variance_minor <= 584.50 AND hollows_ratio > 197.00 AND kurtosis_about_minor <= 193.25 AND scatter_ratio <= 197.25 AND pr_axis_aspect_ratio <= 65.00 AND kurtosis_about_major > 6.00 AND radius_ratio <= 196.00;12;0.9540983606557377;0.0009;1.0;0.012195121951219513
102.0;45.0;83.0;198.0;65.0;5.0;194.0;33.0;22.0;146.0;225.0;576.0;167.0;79.0;0.0;27.0;193.0;191.0;0;0;max_length_aspect_ratio <= 7.00 AND skewness_about_major > 75.00 AND radius_ratio > 168.00;3;1.0;0.0331;1.0;0.13095238095238096
93.0;43.0;85.0;133.0;54.0;10.0;155.0;44.0;19.0;153.0;174.0;351.0;165.0;75.0;12.0;13.0;184.0;196.0;3;3;elongatedness > 43.00 AND max_length_aspect_ratio > 8.00 AND scaled_variance_major <= 178.00 AND skewness_about_minor > 9.00;4;1.0;0.0166;1.0;0.07975460122699386
94.0;37.0;74.0;169.0;59.0;7.0;162.0;41.0;20.0;133.0;178.0;394.0;130.0;63.0;6.0;6.0;198.0;204.0;1;2;max_length_rectangularity <= 136.00 AND pr_axis_rectangularity > 19.00 AND 57.00 < pr_axis_aspect_ratio <= 61.00 AND skewness_about_major <= 71.00 AND 33.00 < elongatedness <= 43.00 AND compactness > 93.00 AND 319.00 < scaled_variance_minor <= 584.50 AND circularity <= 40.00 AND skewness_about_minor <= 6.00 AND scatter_ratio > 147.00 AND radius_ratio <= 196.00 AND scaled_radius_of_gyration <= 198.00 AND 167.00 < scaled_variance_major <= 178.00;13;0.9551282051282052;0.0034;1.0;0.018292682926829267
104.0;52.0;100.0;191.0;59.0;9.0;197.0;33.0;23.0;158.0;218.0;583.0;234.0;70.0;10.0;10.0;191.0;198.0;2;2;elongatedness <= 33.00 AND skewness_about_minor > 9.00 AND compactness > 100.00 AND skewness_about_major <= 71.00 AND max_length_aspect_ratio > 7.00 AND scatter_ratio <= 197.25 AND scaled_variance_minor <= 584.50 AND kurtosis_about_minor <= 193.25 AND hollows_ratio > 197.00;9;0.9584905660377359;0.0014;1.0;0.012195121951219513
87.0;45.0;66.0;139.0;58.0;8.0;140.0;47.0;18.0;148.0;168.0;294.0;175.0;73.0;3.0;12.0;188.0;196.0;3;3;elongatedness > 43.00 AND max_length_aspect_ratio > 7.00 AND max_length_rectangularity > 146.00 AND scaled_variance_major <= 178.00;4;0.9721362229102167;0.048;0.9705882352941176;0.20245398773006135
80.0;37.0;57.0;116.0;55.0;6.0;125.0;54.0;18.0;125.0;142.0;229.0;132.0;81.0;8.0;5.0;178.0;184.0;1;1;compactness <= 87.00 AND max_length_rectangularity <= 136.00 AND pr_axis_aspect_ratio <= 57.00 AND skewness_about_minor > 6.00 AND kurtosis_about_major <= 6.00;5;0.7897196261682243;0.0103;0.5714285714285714;0.021621621621621623
96.0;54.0;104.0;175.0;58.0;10.0;215.0;31.0;24.0;175.0;221.0;682.0;222.0;75.0;13.0;23.0;186.0;194.0;1;1;scaled_variance_minor > 584.50 AND distance_circularity > 98.00 AND compactness <= 100.00 AND skewness_about_minor > 9.00;4;1.0;0.0071;1.0;0.032432432432432434
107.0;55.0;103.0;213.0;68.0;11.0;219.0;30.0;25.0;172.0;221.0;709.0;216.0;70.0;10.0;7.0;187.0;197.0;2;2;elongatedness <= 33.00 AND 67.00 < skewness_about_major <= 71.00 AND max_length_aspect_ratio > 10.00 AND skewness_about_minor > 9.00 AND compactness > 100.00 AND kurtosis_about_major > 6.00 AND hollows_ratio > 191.00 AND pr_axis_aspect_ratio > 61.00 AND kurtosis_about_minor <= 193.25;9;0.8533834586466166;0.01;1.0;0.042682926829268296
93.0;37.0;70.0;126.0;52.0;9.0;127.0;53.0;18.0;137.0;156.0;238.0;119.0;71.0;2.0;13.0;191.0;190.0;3;3;elongatedness > 46.00 AND max_length_aspect_ratio > 8.00 AND scaled_variance_major <= 178.00 AND max_length_rectangularity > 136.00;4;0.9880749574105622;0.0101;1.0;0.04294478527607362
88.0;39.0;76.0;155.0;62.0;8.0;137.0;48.0;18.0;137.0;156.0;281.0;124.0;63.0;3.0;6.0;201.0;209.0;3;3;elongatedness > 43.00 AND max_length_aspect_ratio > 7.00 AND pr_axis_aspect_ratio > 61.00 AND scaled_variance_major <= 167.00;4;1.0;0.0363;1.0;0.147239263803681
106.0;57.0;107.0;235.0;67.0;6.0;262.0;26.0;28.0;171.0;285.0;987.0;260.0;86.0;9.0;31.0;180.0;184.0;0;0;max_length_aspect_ratio <= 7.00 AND pr_axis_aspect_ratio > 65.00 AND hollows_ratio <= 191.00;3;1.0;0.0148;1.0;0.06547619047619048
84.0;45.0;66.0;154.0;65.0;6.0;145.0;46.0;19.0;144.0;168.0;312.0;177.0;73.0;2.0;3.0;184.0;188.0;0;0;max_length_aspect_ratio <= 7.00 AND pr_axis_aspect_ratio > 61.00 AND kurtosis_about_minor <= 184.00 AND kurtosis_about_major <= 11.00;4;1.0;0.0137;1.0;0.05952380952380952
90.0;34.0;66.0;136.0;55.0;6.0;123.0;54.0;17.0;118.0;148.0;224.0;118.0;65.0;5.0;26.0;196.0;202.0;2;2;max_length_rectangularity <= 136.00 AND skewness_about_major <= 67.00 AND kurtosis_about_major > 19.00 AND compactness > 87.00 AND scaled_variance_minor <= 584.50 AND radius_ratio <= 141.00 AND pr_axis_aspect_ratio <= 61.00 AND scaled_radius_of_gyration <= 198.00 AND max_length_aspect_ratio <= 7.00 AND scatter_ratio <= 157.00 AND scaled_variance_major <= 217.00;11;0.8883333333333333;0.0029;0.6666666666666666;0.012195121951219513
100.0;51.0;109.0;224.0;67.0;9.0;217.0;30.0;24.0;162.0;238.0;704.0;206.0;72.0;6.0;18.0;189.0;199.0;1;1;scaled_variance_minor > 584.50 AND distance_circularity > 98.00 AND compactness <= 100.00 AND kurtosis_about_minor <= 189.00 AND 11.00 < kurtosis_about_major <= 19.00 AND elongatedness <= 33.00 AND max_length_aspect_ratio > 8.00 AND scatter_ratio > 197.25 AND skewness_about_minor <= 6.00 AND max_length_rectangularity > 160.00 AND 191.00 < hollows_ratio <= 201.00 AND 71.00 < skewness_about_major <= 75.00 AND pr_axis_rectangularity > 23.00;13;0.9679144385026738;0.0039;1.0;0.021621621621621623
93.0;37.0;76.0;183.0;63.0;8.0;164.0;40.0;20.0;134.0;191.0;405.0;139.0;67.0;4.0;7.0;192.0;197.0;2;2;max_length_rectangularity <= 136.00 AND max_length_aspect_ratio > 7.00 AND pr_axis_rectangularity > 19.00 AND skewness_about_major <= 71.00 AND pr_axis_aspect_ratio > 57.00 AND compactness > 87.00 AND kurtosis_about_major > 6.00 AND scaled_variance_major > 167.00 AND hollows_ratio > 191.00 AND scatter_ratio <= 197.25 AND 189.00 < kurtosis_about_minor <= 193.25;11;0.9586206896551724;0.0056;1.0;0.03048780487804878
94.0;49.0;87.0;137.0;54.0;11.0;158.0;43.0;20.0;162.0;178.0;366.0;186.0;75.0;5.0;5.0;183.0;194.0;3;3;elongatedness > 33.00 AND max_length_aspect_ratio > 8.00 AND scaled_variance_major <= 178.00 AND max_length_rectangularity > 160.00 AND hollows_ratio > 191.00;5;0.9583333333333334;0.0131;1.0;0.06134969325153374
89.0;38.0;80.0;169.0;59.0;7.0;161.0;41.0;20.0;131.0;186.0;389.0;137.0;68.0;5.0;15.0;192.0;197.0;2;2;max_length_rectangularity <= 136.00 AND pr_axis_rectangularity > 19.00 AND 67.00 < skewness_about_major <= 71.00 AND elongatedness <= 43.00 AND compactness > 87.00 AND kurtosis_about_minor <= 193.25 AND scaled_variance_minor <= 584.50 AND kurtosis_about_major > 11.00 AND pr_axis_aspect_ratio <= 61.00 AND scaled_radius_of_gyration <= 148.75 AND circularity <= 40.00 AND distance_circularity <= 80.00;12;0.9720670391061452;0.0027;1.0;0.018292682926829267
110.0;51.0;104.0;191.0;57.0;12.0;213.0;31.0;24.0;162.0;226.0;674.0;190.0;68.0;18.0;2.0;191.0;199.0;2;2;elongatedness <= 33.00 AND skewness_about_major <= 71.00 AND max_length_aspect_ratio > 8.00 AND skewness_about_minor > 9.00 AND compactness > 100.00 AND scaled_radius_of_gyration <= 198.00 AND pr_axis_aspect_ratio <= 57.00 AND kurtosis_about_major <= 19.00;8;0.8946395563770795;0.0016;1.0;0.012195121951219513
109.0;52.0;104.0;199.0;60.0;12.0;215.0;31.0;24.0;162.0;220.0;691.0;212.0;67.0;11.0;7.0;189.0;199.0;2;2;elongatedness <= 33.00 AND skewness_about_major <= 67.00 AND compactness > 100.00 AND skewness_about_minor > 9.00 AND max_length_aspect_ratio > 10.00 AND 57.00 < pr_axis_aspect_ratio <= 65.00 AND 6.00 < kurtosis_about_major <= 11.00 AND kurtosis_about_minor <= 189.00 AND hollows_ratio > 197.00;9;0.8923556942277691;0.0013;1.0;0.012195121951219513
95.0;37.0;71.0;171.0;61.0;9.0;157.0;43.0;20.0;134.0;178.0;365.0;125.0;63.0;5.0;40.0;196.0;208.0;2;2;max_length_rectangularity <= 136.00 AND max_length_aspect_ratio > 8.00 AND hollows_ratio > 201.00 AND elongatedness <= 43.00 AND pr_axis_rectangularity > 19.00 AND compactness > 87.00 AND scaled_variance_minor <= 584.50 AND pr_axis_aspect_ratio <= 61.00 AND distance_circularity > 70.00 AND skewness_about_minor > 2.00;10;0.9566666666666667;0.0046;1.0;0.024390243902439025
89.0;41.0;76.0;183.0;73.0;7.0;157.0;42.0;19.0;136.0;181.0;373.0;153.0;74.0;8.0;12.0;191.0;195.0;0;0;max_length_aspect_ratio <= 7.00 AND pr_axis_aspect_ratio > 65.00 AND skewness_about_major > 71.00 AND distance_circularity <= 80.00;4;1.0;0.025;1.0;0.1130952380952381
95.0;57.0;104.0;228.0;74.0;10.0;212.0;31.0;24.0;175.0;224.0;670.0;223.0;74.0;0.0;4.0;186.0;193.0;1;1;scaled_variance_minor > 584.50 AND distance_circularity > 98.00 AND compactness <= 100.00 AND pr_axis_rectangularity > 23.00;4;0.9721362229102167;0.0298;0.9047619047619048;0.10270270270270271
93.0;37.0;73.0;174.0;68.0;7.0;151.0;43.0;19.0;131.0;175.0;347.0;135.0;68.0;1.0;22.0;196.0;205.0;0;0;max_length_aspect_ratio <= 7.00 AND pr_axis_aspect_ratio > 65.00 AND distance_circularity <= 80.00 AND elongatedness <= 46.00;4;0.9694533762057878;0.0803;0.9642857142857143;0.32142857142857145
86.0;40.0;66.0;138.0;59.0;4.0;137.0;49.0;18.0;133.0;162.0;279.0;151.0;74.0;6.0;14.0;186.0;190.0;2;2;max_length_rectangularity <= 136.00 AND 71.00 < skewness_about_major <= 75.00 AND 184.00 < kurtosis_about_minor <= 189.00 AND 11.00 < kurtosis_about_major <= 19.00 AND 57.00 < pr_axis_aspect_ratio <= 61.00 AND scaled_variance_minor <= 319.00 AND 148.75 < scaled_radius_of_gyration <= 198.00 AND max_length_aspect_ratio <= 7.00 AND scaled_variance_major <= 217.00 AND 2.00 < skewness_about_minor <= 6.00 AND pr_axis_rectangularity <= 23.00 AND distance_circularity <= 98.00;12;0.9595141700404858;0.0011;1.0;0.012195121951219513
88.0;41.0;80.0;147.0;62.0;8.0;146.0;45.0;19.0;144.0;169.0;318.0;161.0;71.0;4.0;16.0;188.0;197.0;3;3;elongatedness > 43.00 AND max_length_aspect_ratio > 7.00 AND max_length_rectangularity > 136.00 AND distance_circularity > 70.00 AND scaled_variance_minor <= 319.00;5;1.0;0.0355;1.0;0.147239263803681
89.0;44.0;72.0;160.0;66.0;7.0;144.0;46.0;19.0;147.0;166.0;312.0;169.0;69.0;11.0;1.0;191.0;198.0;0;0;max_length_aspect_ratio <= 7.00 AND pr_axis_aspect_ratio > 65.00 AND distance_circularity <= 80.00 AND max_length_rectangularity > 146.00;4;1.0;0.0179;1.0;0.07738095238095238
85.0;42.0;66.0;120.0;53.0;7.0;149.0;45.0;19.0;145.0;173.0;325.0;163.0;85.0;5.0;4.0;180.0;182.0;0;0;max_length_aspect_ratio <= 7.00 AND skewness_about_major > 75.00 AND scaled_variance_minor > 319.00 AND distance_circularity <= 70.00;4;0.9655172413793104;0.0385;0.9230769230769231;0.14285714285714285
100.0;58.0;109.0;230.0;70.0;11.0;226.0;30.0;25.0;182.0;234.0;752.0;207.0;72.0;0.0;13.0;187.0;198.0;1;1;scaled_variance_minor > 584.50 AND distance_circularity > 98.00 AND compactness <= 100.00 AND skewness_about_major > 71.00 AND pr_axis_rectangularity > 23.00;5;0.9605263157894737;0.0205;0.9333333333333333;0.07567567567567568
84.0;38.0;74.0;138.0;57.0;8.0;139.0;49.0;18.0;127.0;160.0;282.0;127.0;72.0;9.0;20.0;183.0;191.0;1;1;compactness <= 87.00 AND kurtosis_about_major > 19.00 AND 7.00 < max_length_aspect_ratio <= 10.00 AND max_length_rectangularity <= 136.00 AND skewness_about_major <= 75.00 AND 70.00 < distance_circularity <= 80.00 AND skewness_about_minor > 2.00 AND pr_axis_aspect_ratio <= 57.00 AND scatter_ratio <= 197.25 AND scaled_radius_of_gyration <= 148.75;10;0.9575971731448764;0.0015;1.0;0.010810810810810811
92.0;43.0;69.0;158.0;56.0;7.0;149.0;44.0;19.0;143.0;170.0;333.0;168.0;63.0;14.0;18.0;198.0;203.0;1;1;pr_axis_aspect_ratio <= 57.00 AND skewness_about_major <= 67.00 AND scaled_variance_major > 167.00 AND scaled_radius_of_gyration <= 198.00 AND max_length_aspect_ratio <= 8.00 AND skewness_about_minor > 9.00 AND scatter_ratio > 147.00 AND elongatedness <= 46.00 AND distance_circularity <= 70.00;9;0.9766081871345029;0.0018;1.0;0.010810810810810811
80.0;44.0;68.0;120.0;53.0;8.0;151.0;45.0;19.0;146.0;170.0;333.0;190.0;80.0;4.0;16.0;180.0;185.0;0;0;max_length_aspect_ratio <= 8.00 AND skewness_about_major > 75.00 AND scaled_radius_of_gyration > 174.00 AND compactness <= 87.00;4;0.9576271186440678;0.0394;0.9655172413793104;0.16666666666666666
109.0;54.0;103.0;205.0;63.0;11.0;222.0;30.0;25.0;175.0;229.0;720.0;213.0;71.0;6.0;14.0;187.0;200.0;2;2;elongatedness <= 33.00 AND skewness_about_major <= 71.00 AND max_length_aspect_ratio > 10.00 AND skewness_about_minor > 2.00 AND compactness > 100.00 AND scaled_radius_of_gyration > 198.00 AND hollows_ratio > 197.00 AND kurtosis_about_major > 11.00 AND 61.00 < pr_axis_aspect_ratio <= 65.00 AND max_length_rectangularity > 136.00 AND circularity > 49.00 AND scatter_ratio > 157.00 AND scaled_variance_minor > 319.00 AND scaled_variance_major > 167.00 AND radius_ratio > 196.00 AND distance_circularity > 70.00 AND kurtosis_about_minor > 184.00;17;0.9560117302052786;0.0079;1.0;0.036585365853658534
109.0;49.0;103.0;186.0;57.0;11.0;206.0;32.0;23.0;156.0;212.0;630.0;186.0;65.0;12.0;21.0;192.0;201.0;1;1;scaled_variance_minor > 584.50 AND kurtosis_about_major > 19.00 AND pr_axis_aspect_ratio <= 57.00 AND skewness_about_major <= 67.00 AND elongatedness <= 33.00 AND distance_circularity > 80.00 AND 174.00 < scaled_radius_of_gyration <= 198.00;7;0.9798657718120806;0.0027;1.0;0.016216216216216217
96.0;55.0;103.0;201.0;65.0;9.0;204.0;32.0;23.0;166.0;227.0;624.0;246.0;74.0;6.0;2.0;186.0;194.0;1;1;scaled_variance_minor > 584.50 AND distance_circularity > 98.00 AND compactness <= 100.00 AND kurtosis_about_major <= 19.00 AND pr_axis_aspect_ratio <= 65.00;5;0.9737991266375546;0.0172;0.9230769230769231;0.06486486486486487
93.0;41.0;82.0;159.0;63.0;9.0;144.0;46.0;19.0;143.0;160.0;309.0;127.0;63.0;6.0;10.0;199.0;207.0;3;3;elongatedness > 43.00 AND max_length_aspect_ratio > 8.00 AND scaled_variance_major <= 178.00 AND distance_circularity > 80.00;4;1.0;0.0383;1.0;0.1656441717791411
83.0;44.0;70.0;166.0;69.0;5.0;143.0;46.0;18.0;143.0;166.0;306.0;170.0;69.0;7.0;6.0;188.0;193.0;0;0;max_length_aspect_ratio <= 7.00 AND pr_axis_aspect_ratio > 65.00 AND compactness <= 87.00 AND pr_axis_rectangularity <= 19.00;4;1.0;0.013;1.0;0.06547619047619048
91.0;36.0;77.0;157.0;56.0;7.0;155.0;42.0;19.0;126.0;177.0;361.0;123.0;65.0;8.0;15.0;195.0;201.0;2;2;max_length_rectangularity <= 136.00 AND 33.00 < elongatedness <= 43.00 AND skewness_about_major <= 67.00 AND compactness > 87.00 AND 2.00 < skewness_about_minor <= 9.00 AND 11.00 < kurtosis_about_major <= 19.00 AND pr_axis_aspect_ratio <= 61.00 AND scaled_radius_of_gyration <= 174.00 AND 319.00 < scaled_variance_minor <= 584.50 AND 167.00 < scaled_variance_major <= 217.00 AND hollows_ratio <= 201.00 AND max_length_aspect_ratio <= 7.00 AND radius_ratio <= 168.00 AND 147.00 < scatter_ratio <= 157.00 AND distance_circularity > 70.00;15;0.9462025316455697;0.0022;1.0;0.012195121951219513
89.0;36.0;68.0;141.0;59.0;8.0;139.0;47.0;18.0;130.0;166.0;291.0;127.0;73.0;7.0;1.0;189.0;196.0;3;3;elongatedness > 46.00 AND max_length_aspect_ratio > 7.00 AND kurtosis_about_major <= 11.00 AND hollows_ratio > 191.00 AND scaled_variance_major <= 167.00;5;0.9831932773109243;0.0279;1.0;0.1165644171779141
91.0;41.0;93.0;197.0;65.0;9.0;183.0;36.0;21.0;137.0;202.0;504.0;153.0;66.0;11.0;24.0;193.0;200.0;1;2;elongatedness <= 43.00 AND skewness_about_major <= 67.00 AND max_length_aspect_ratio > 8.00 AND 87.00 < compactness <= 93.00 AND max_length_rectangularity <= 146.00 AND scaled_variance_minor <= 584.50 AND distance_circularity > 80.00 AND scatter_ratio <= 197.25 AND kurtosis_about_minor <= 193.25 AND scaled_variance_major <= 217.00 AND circularity <= 49.00 AND 61.00 < pr_axis_aspect_ratio <= 65.00 AND kurtosis_about_major > 6.00;13;0.9833333333333333;0.001;1.0;0.012195121951219513
82.0;37.0;59.0;134.0;63.0;7.0;135.0;51.0;18.0;128.0;151.0;264.0;143.0;82.0;11.0;24.0;179.0;185.0;2;2;max_length_rectangularity <= 136.00 AND skewness_about_minor > 9.00 AND kurtosis_about_major > 19.00 AND 61.00 < pr_axis_aspect_ratio <= 65.00 AND scaled_variance_minor <= 319.00 AND kurtosis_about_minor <= 184.00 AND max_length_aspect_ratio <= 7.00 AND pr_axis_rectangularity <= 19.00 AND scatter_ratio <= 157.00 AND scaled_variance_major <= 178.00 AND circularity <= 40.00 AND scaled_radius_of_gyration <= 174.00 AND elongatedness > 46.00 AND distance_circularity <= 98.00 AND compactness <= 100.00 AND radius_ratio <= 141.00 AND skewness_about_major > 75.00 AND hollows_ratio <= 191.00;18;0.908433734939759;0.0013;1.0;0.012195121951219513
100.0;50.0;81.0;197.0;67.0;6.0;186.0;34.0;22.0;158.0;206.0;531.0;198.0;74.0;6.0;1.0;197.0;198.0;0;0;max_length_aspect_ratio <= 7.00 AND pr_axis_aspect_ratio > 65.00 AND skewness_about_major > 71.00 AND kurtosis_about_minor > 193.25;4;1.0;0.0175;1.0;0.07738095238095238
