V1;V2;V3;V4;V5;V6;V7;V8;V9;V10;V11;V12;V13;V14;V15;V16;V17;V18;V19;V20;V21;V22;V23;V24;target;prediction;anchor_rule;anchor_rule_len;anchor_precision;anchor_coverage;anchor_precision_correct;anchor_coverage_correct
1.591;1.609;1.639;5.0;5.0;5.0;1.685;1.676;1.6869999999999998;1.7180000000000002;1.73;5.0;5.0;1.206;1.218;1.241;1.622;0.622;0.61;0.601;0.61;5.0;1.054;1.584;0;0;V15 > 0.86 AND V13 > 2.37 AND V4 > 4.12 AND V14 > 1.01 AND V24 > 1.28;5;0.9529411764705882;0.0179;0.9891304347826086;0.05202973127501429
1.653;1.952;5.0;4.085;5.0;2.148;5.0;3.326;5.0;5.0;2.091;2.072;2.083;2.105;5.0;5.0;0.574;0.568;0.5770000000000001;0.605;0.8109999999999999;0.802;0.812;0.836;0;0;V15 > 4.42 AND V24 <= 0.88 AND V17 <= 0.74 AND V6 <= 2.68;4;1.0;0.0302;1.0;0.08176100628930817
3.654;2.658;2.645;2.655;1.898;1.878;1.7;1.329;1.3219999999999998;1.33;1.473;1.183;0.809;0.779;0.769;0.775;5.0;0.884;0.885;0.802;0.79;5.0;4.413;3.642;1;1;V15 <= 0.86;1;1.0;0.24;1.0;0.6503537735849056
0.7909999999999999;4.874;2.2;2.196;2.695;2.7110000000000003;2.639;1.408;1.926;1.356;1.34;1.341;1.3630000000000002;1.577;5.0;0.736;0.72;0.723;0.743;0.853;0.802;0.813;0.774;0.777;0;0;V15 > 1.32 AND V24 <= 0.88 AND V17 <= 0.74 AND V18 > 0.53;4;1.0;0.0745;0.9970674486803519;0.19439679817038308
1.994;2.562;2.511;5.0;5.0;3.265;3.259;2.884;2.866;2.881;1.936;3.921;5.0;0.936;0.945;0.457;0.873;0.862;0.738;0.79;0.789;0.826;0.8540000000000001;5.0;0;0;V15 > 0.86 AND V13 > 2.37 AND V16 <= 0.69 AND V22 <= 1.03 AND V20 <= 0.86;5;0.9609929078014184;0.0182;0.987012987012987;0.04345340194396798
1.136;1.614;2.69;2.687;2.778;5.0;5.0;2.217;3.06;2.498;2.481;2.482;2.499;5.0;3.642;0.674;0.649;0.649;0.667;3.1460000000000004;0.499;1.057;1.035;1.195;0;0;V15 > 1.32 AND V13 > 2.37 AND V16 <= 0.69 AND V23 <= 1.07;4;1.0;0.0326;0.9925373134328358;0.07604345340194396
1.713;1.77;1.768;1.98;1.962;1.958;1.974;1.989;2.101;2.264;1.999;1.987;1.999;2.526;2.053;1.5830000000000002;5.0;4.189;5.0;0.489;0.713;1.726;1.7009999999999998;1.7009999999999998;3;3;V20 <= 0.54 AND 1.32 < V15 <= 4.42 AND 1.49 < V14 <= 2.73 AND V17 > 0.91 AND V12 > 1.30 AND V1 <= 1.80 AND V11 <= 2.00;7;0.9641873278236914;0.0088;1.0;0.054878048780487805
2.062;2.9330000000000003;2.938;1.973;1.961;1.962;1.977;2.006;2.208;1.6780000000000002;1.659;1.659;1.672;2.278;2.285;1.618;1.455;1.456;2.792;5.0;0.723;2.069;2.046;2.05;2;2;V20 > 0.86 AND V16 > 1.16 AND V19 > 0.86 AND V18 > 0.83 AND V17 > 0.91 AND V15 > 1.32 AND V7 > 1.93 AND V21 > 0.57 AND V6 > 1.78 AND V4 <= 4.12;10;0.9501661129568106;0.0232;1.0;0.3970037453183521
0.8420000000000001;2.738;2.893;5.0;5.0;1.587;1.565;1.537;1.546;1.555;1.5830000000000002;0.831;0.812;0.7959999999999999;0.8059999999999999;0.8540000000000001;1.135;0.7659999999999999;0.74;0.727;0.735;5.0;5.0;0.823;1;1;V15 <= 0.86;1;1.0;0.2569;1.0;0.6503537735849056
0.578;1.34;1.317;1.321;5.0;4.206;4.2;5.0;2.922;2.932;1.754;0.89;4.995;0.815;0.7909999999999999;0.7929999999999999;0.84;0.8540000000000001;1.021;3.392;0.472;0.489;0.562;0.7140000000000001;1;1;V15 <= 0.86;1;1.0;0.2503;1.0;0.6503537735849056
1.348;2.428;5.0;5.0;4.387;5.0;5.0;1.81;5.0;5.0;1.4680000000000002;1.4469999999999998;1.432;1.436;1.464;1.59;0.61;0.499;0.49;0.499;0.514;5.0;1.34;1.337;3;3;V18 <= 0.53 AND V15 > 1.32 AND V20 <= 0.54 AND V14 > 1.01 AND V6 > 3.83 AND V2 > 1.90;6;0.9754901960784313;0.0224;1.0;0.15701219512195122
1.5319999999999998;1.788;1.7990000000000002;1.818;2.149;1.85;3.256;3.13;4.343999999999999;3.593;5.0;1.837;5.0;1.172;1.215;1.204;0.845;0.601;0.5820000000000001;0.575;0.5820000000000001;5.0;5.0;1.5219999999999998;0;0;V15 > 0.86 AND V13 > 2.37 AND V20 > 0.54 AND V10 > 3.57 AND V14 > 1.01 AND V19 > 0.52 AND V12 > 1.30;7;0.9703595724003887;0.0157;1.0;0.03316180674671241
0.469;0.494;1.501;1.466;1.46;1.466;1.504;1.511;2.673;2.724;3.267;5.0;5.0;5.0;5.0;0.7559999999999999;0.742;0.7509999999999999;5.0;5.0;0.467;0.4429999999999999;0.435;0.442;0;0;V15 > 1.32 AND V1 <= 0.92 AND V20 > 0.86;3;0.9788079470198675;0.0447;0.9948186528497409;0.1097770154373928
0.6729999999999999;4.861000000000001;1.331;1.352;1.4340000000000002;1.466;5.0;1.475;5.0;5.0;2.769;2.268;1.529;1.5319999999999998;4.899;0.6890000000000001;0.677;0.685;0.759;0.726;0.688;0.667;0.6509999999999999;0.665;0;0;V15 > 4.42 AND V1 <= 0.92 AND V17 <= 0.74 AND V5 <= 1.77;4;1.0;0.0392;1.0;0.09777015437392796
1.197;0.938;2.4290000000000003;2.718;2.65;5.0;5.0;3.2710000000000004;3.2710000000000004;3.289;2.797;2.8110000000000004;1.802;0.82;5.0;0.804;0.7609999999999999;0.773;0.371;0.855;0.7509999999999999;0.867;0.868;0.883;1;1;V14 <= 1.01 AND V2 <= 1.36 AND V6 > 3.83 AND V5 <= 2.67;4;0.9544072948328267;0.0018;0.8888888888888888;0.0047169811320754715
2.068;2.9610000000000003;2.026;2.01;2.014;2.282;2.062;2.089;1.69;1.675;1.671;1.6869999999999998;1.72;2.26;1.425;1.408;1.413;1.4240000000000002;1.45;0.675;1.15;2.03;2.0340000000000003;2.052;0;0;V15 > 1.32 AND V19 > 0.52 AND V14 > 1.01 AND V20 <= 0.86 AND V1 > 1.80;5;0.9765990639625585;0.0302;1.0;0.08061749571183534
1.601;1.632;1.654;1.9;1.855;1.85;1.865;2.22;2.475;2.48;2.191;2.112;2.127;2.699;5.0;1.783;5.0;5.0;0.513;0.585;0.8370000000000001;1.62;1.595;1.594;0;0;V15 > 1.32 AND V11 > 2.00 AND V20 > 0.54 AND V3 <= 2.06 AND V7 <= 1.93;5;0.9532710280373832;0.036;0.925;0.08461978273299028
1.621;1.6369999999999998;1.6769999999999998;1.892;1.883;1.892;5.0;1.934;2.498;2.123;2.112;2.152;2.439;5.0;5.0;5.0;5.0;5.0;0.514;0.6940000000000001;1.604;1.59;1.5830000000000002;1.589;0;0;V15 > 4.42 AND V13 > 2.37 AND V20 > 0.54 AND V14 > 1.01 AND V18 > 0.53 AND V11 > 2.00;6;0.976313079299691;0.0675;0.9867986798679867;0.17095483133218983
1.889;2.391;2.408;5.0;5.0;3.249;3.241;2.906;2.907;2.922;2.026;4.86;5.0;1.02;1.577;0.953;0.934;0.7809999999999999;0.7929999999999999;0.779;0.792;4.2330000000000005;5.0;1.568;0;0;V15 > 1.32 AND V13 > 2.37 AND V4 > 4.12 AND V14 > 1.01;4;1.0;0.0108;1.0;0.030303030303030304
0.868;3.786;3.729;2.72;2.709;2.716;2.608;1.325;4.88;1.278;1.265;1.27;1.32;1.508;5.0;0.718;0.706;0.7140000000000001;5.0;0.913;0.88;0.902;0.852;0.857;0;0;V15 > 4.42 AND V1 <= 0.92 AND V20 > 0.86;3;0.9963503649635036;0.033;0.993006993006993;0.08118925100057175
1.7819999999999998;2.017;2.03;2.056;5.0;2.094;3.242;3.045;3.0610000000000004;3.42;5.0;1.5930000000000002;5.0;0.907;1.103;1.068;0.722;0.688;0.655;0.6609999999999999;0.6679999999999999;0.8440000000000001;5.0;1.666;0;0;V15 > 0.86 AND V13 > 2.37 AND V17 <= 0.74 AND V20 > 0.54 AND V22 <= 1.03 AND V21 <= 0.76;6;0.9532163742690059;0.0254;0.9915254237288136;0.06689536878216124
0.898;3.761;3.695;2.672;2.659;2.659;2.474;1.338;1.84;1.288;1.265;1.265;1.281;1.538;1.554;0.784;0.767;0.7759999999999999;5.0;0.936;0.928;0.939;0.856;0.855;0;0;V15 > 1.32 AND V24 <= 0.88 AND V20 > 0.86;3;0.9812967581047382;0.0429;0.9945652173913043;0.10463121783876501
1.415;1.4169999999999998;1.443;5.0;3.466;4.422;1.804;1.785;1.795;2.335;2.331;1.406;1.3869999999999998;1.3769999999999998;1.3869999999999998;1.221;0.5760000000000001;0.534;0.511;0.505;0.512;4.42;0.861;1.394;0;0;V15 > 1.32 AND V23 <= 1.07 AND 0.53 < V18 <= 0.68 AND V8 <= 2.18;4;0.9709401709401709;0.0446;0.972972972972973;0.10291595197255575
1.849;2.069;5.0;5.0;4.294;5.0;5.0;1.866;2.5340000000000003;1.714;1.652;1.63;1.622;1.631;1.415;1.766;3.102;0.469;0.462;0.4679999999999999;1.656;1.913;1.154;1.169;3;3;V20 <= 0.54 AND V15 > 1.32 AND V19 <= 0.52 AND V8 <= 2.18 AND V24 <= 1.28;5;0.9839357429718876;0.036;0.9748427672955975;0.23628048780487804
0.4029999999999999;0.457;1.528;1.426;1.421;1.433;1.481;1.483;2.715;2.732;3.335;5.0;5.0;5.0;5.0;0.813;0.7959999999999999;5.0;0.922;0.425;0.389;0.387;0.368;0.38;3;3;V20 <= 0.54 AND V15 > 1.32 AND V12 > 1.30 AND V14 > 1.49 AND V11 > 3.22 AND V4 <= 4.12 AND V7 <= 5.00 AND V9 <= 2.81 AND V18 > 0.83 AND V10 > 2.69;10;0.966804979253112;0.0022;1.0;0.01524390243902439
3.359;2.237;2.221;2.22;2.209;2.134;1.611;1.507;1.295;1.294;1.842;1.569;1.831;1.846;1.1909999999999998;1.196;5.0;5.0;1.177;2.405;2.385;2.384;2.401;2.447;2;2;V20 > 0.86 AND V17 > 0.91 AND V19 > 0.86 AND V16 > 1.16 AND V13 > 1.61 AND V22 > 0.74 AND V18 > 0.53 AND V15 > 0.86 AND V14 > 1.01 AND 1.30 < V12 <= 1.70 AND V7 <= 1.93;11;0.9767441860465116;0.0026;1.0;0.0299625468164794
1.399;1.608;1.4480000000000002;2.622;3.248;3.254;5.0;5.0;5.0;5.0;5.0;0.823;0.8420000000000001;1.007;0.508;0.522;0.451;0.45;0.4639999999999999;0.489;0.797;1.414;1.383;1.386;1;1;V15 <= 0.86;1;1.0;0.2582;1.0;0.6503537735849056
0.647;1.477;1.305;1.429;1.419;1.4269999999999998;5.0;1.471;5.0;5.0;5.0;1.578;1.556;1.5730000000000002;5.0;0.703;0.691;0.6970000000000001;0.72;0.75;0.648;0.631;0.619;0.628;0;0;V15 > 4.42 AND V1 <= 0.92 AND V10 > 3.57 AND V20 > 0.69;4;1.0;0.0222;1.0;0.0577472841623785
3.097;2.093;2.074;2.077;2.105;1.6669999999999998;1.605;1.58;1.565;1.56;1.5759999999999998;1.443;1.802;5.0;1.345;1.344;2.7060000000000004;5.0;2.208;0.982;2.138;2.139;2.156;3.077;2;2;V20 > 0.86 AND V18 > 0.83 AND V16 > 1.16 AND V19 > 0.86 AND V17 > 0.91 AND V15 > 1.32 AND V14 > 1.01 AND V4 <= 2.46 AND V9 <= 5.00 AND V7 <= 5.00 AND 1.36 < V2 <= 2.69 AND V13 > 1.19 AND V3 <= 2.76 AND V8 <= 3.20 AND V12 > 1.30;15;0.9530916844349681;0.0142;0.9857142857142858;0.25842696629213485
1.3730000000000002;2.544;2.529;2.5380000000000003;3.16;3.275;5.0;0.926;5.0;0.8759999999999999;0.861;0.8690000000000001;5.0;5.0;0.6559999999999999;0.546;0.534;0.54;0.563;0.586;1.3730000000000002;1.357;1.346;1.38;1;1;V15 <= 0.86;1;1.0;0.2563;1.0;0.6503537735849056
1.354;1.369;1.414;2.612;2.59;3.208;3.233;3.245;5.0;5.0;5.0;0.903;0.892;0.897;1.106;1.11;0.596;0.482;0.473;0.484;0.499;0.526;1.391;1.365;1;1;V14 <= 1.01 AND V21 <= 0.57 AND V12 <= 1.30;3;1.0;0.0225;1.0;0.0607311320754717
1.379;1.395;1.4240000000000002;1.443;2.639;3.282;3.273;3.287;5.0;5.0;5.0;0.8420000000000001;0.826;5.0;5.0;5.0;0.475;0.432;0.431;0.4429999999999999;0.462;0.782;1.419;1.383;1;1;V12 <= 1.30 AND V13 <= 1.19 AND V18 <= 0.53 AND V16 > 0.69 AND V19 <= 0.52 AND V24 > 1.28;6;0.9704641350210971;0.0164;1.0;0.04068396226415094
1.5719999999999998;1.5659999999999998;1.577;1.597;1.631;2.045;3.268;3.182;4.438;3.743;5.0;2.059;1.4;1.374;1.358;1.358;0.7170000000000001;0.5329999999999999;0.517;0.508;0.515;5.0;0.865;1.297;0;0;V15 > 1.32 AND V5 <= 1.77 AND V17 <= 0.74 AND V8 <= 3.20;4;0.9969604863221885;0.0479;1.0;0.12578616352201258
0.982;3.893;3.845;2.478;2.747;2.7510000000000003;2.593;1.821;5.0;1.176;1.157;1.158;1.283;1.398;1.418;0.684;0.667;0.6809999999999999;5.0;0.967;0.953;5.0;0.96;0.965;0;0;V15 > 1.32 AND V24 <= 1.28 AND V20 > 0.86 AND V16 <= 0.69;4;0.9890710382513661;0.018;1.0;0.058319039451114926
1.176;2.983;5.0;5.0;4.316;5.0;5.0;1.715;5.0;2.997;5.0;1.605;1.594;1.602;1.716;1.723;1.7;0.431;0.422;0.43;0.446;0.473;1.157;1.158;3;3;V18 <= 0.53 AND V15 > 1.32 AND V14 > 1.49 AND V20 <= 0.54 AND V12 > 1.30;5;0.9665970772442589;0.0609;0.977859778597786;0.40396341463414637
1.364;1.376;1.605;1.421;1.955;1.776;3.24;5.0;3.924;5.0;5.0;1.575;1.5730000000000002;1.536;1.12;0.833;0.583;0.472;0.4639999999999999;0.475;0.49;1.429;1.061;1.376;3;3;V18 <= 0.53 AND V15 > 0.86 AND V14 > 1.49 AND V20 <= 0.54 AND V23 <= 1.07 AND V12 <= 1.70;6;1.0;0.0136;1.0;0.09908536585365854
1.953;5.0;5.0;4.229;5.0;5.0;1.869;2.597;1.784;5.0;1.736;1.727;1.736;1.754;0.768;0.498;0.474;0.4679999999999999;0.475;0.604;0.536;1.052;1.159;1.088;1;1;V15 <= 0.86;1;1.0;0.2529;1.0;0.6503537735849056
2.049;2.803;5.0;5.0;1.636;1.596;1.579;1.557;1.575;1.865;1.609;0.893;0.8740000000000001;0.8640000000000001;0.8740000000000001;0.9;1.214;0.733;0.713;0.706;0.713;5.0;0.768;1.413;1;1;V14 <= 1.01 AND V13 <= 1.19 AND V20 <= 0.86;3;0.9701492537313433;0.1377;0.9026845637583892;0.31721698113207547
0.974;1.341;1.724;1.673;1.662;1.666;5.0;2.954;2.361;2.929;2.783;2.7880000000000003;3.393;5.0;5.0;0.633;0.613;0.615;0.638;0.6579999999999999;0.957;0.943;0.928;0.946;0;0;V15 > 4.42 AND V13 > 2.37 AND V16 <= 0.69 AND V23 <= 1.07;4;1.0;0.0267;1.0;0.0686106346483705
0.435;0.466;0.5;1.416;1.41;1.419;1.592;1.462;2.667;2.679;3.286;5.0;5.0;5.0;5.0;0.836;0.825;0.835;1.02;1.025;0.445;0.42;0.41;0.419;0;0;V15 > 1.32 AND V1 <= 0.92 AND V20 > 0.86;3;0.9844789356984479;0.0428;0.9948186528497409;0.1097770154373928
0.6970000000000001;1.642;2.537;5.0;5.0;1.767;1.7180000000000002;1.703;1.732;1.7619999999999998;2.158;1.226;5.0;1.192;1.204;1.385;1.414;0.612;0.5870000000000001;0.579;0.585;5.0;0.64;1.602;0;0;V15 > 0.86 AND V1 <= 0.92 AND V20 > 0.54 AND 0.53 < V18 <= 0.68 AND V22 > 0.74 AND V13 > 1.61;6;0.950920245398773;0.0214;0.989247311827957;0.052601486563750716
1.432;1.456;1.958;1.949;1.764;3.187;3.189;3.213;5.0;5.0;5.0;1.49;1.504;1.4780000000000002;0.809;0.698;0.516;0.499;0.501;0.5529999999999999;0.542;0.593;1.452;1.435;1;1;V15 <= 0.86;1;1.0;0.2524;1.0;0.6503537735849056
1.341;1.632;2.504;1.414;3.138;3.165;5.0;1.001;5.0;0.954;0.939;0.941;1.183;1.182;0.682;0.546;0.534;0.542;0.563;0.5820000000000001;1.328;1.311;1.3;1.3219999999999998;1;1;V15 <= 0.86;1;1.0;0.2553;1.0;0.6503537735849056
2.372;2.513;2.177;2.169;2.184;2.142;2.139;1.38;1.3869999999999998;1.3530000000000002;1.3730000000000002;1.644;1.908;1.924;1.28;1.235;1.253;1.268;5.0;5.0;1.378;2.318;2.329;2.375;2;2;V3 > 1.53 AND V17 > 0.91 AND V20 > 0.86 AND V18 > 0.83 AND V19 > 0.86 AND V16 > 1.16 AND V13 > 1.19;7;0.9540636042402827;0.0502;0.9807692307692307;0.7640449438202247
1.279;4.087;5.0;2.777;2.767;2.359;2.355;0.911;0.889;0.862;0.85;0.8590000000000001;0.946;1.143;1.766;0.649;0.629;0.643;0.7609999999999999;5.0;1.1740000000000002;1.273;1.256;1.293;1;1;V12 <= 1.30 AND V13 <= 1.19 AND V22 <= 2.06 AND V15 <= 4.42 AND V17 > 0.58;5;0.963265306122449;0.0299;0.8732394366197183;0.07311320754716981
0.797;5.0;5.0;4.071000000000001;5.0;2.85;5.0;2.024;2.854;2.858;5.0;2.1630000000000003;2.177;2.195;3.418;5.0;0.5720000000000001;0.565;0.5760000000000001;0.604;0.647;0.73;0.738;0.765;0;0;V15 > 1.32 AND V24 <= 0.88 AND V17 <= 0.74 AND V18 > 0.53;4;1.0;0.0768;0.9970674486803519;0.19439679817038308
2.477;2.349;1.716;1.575;1.168;1.151;1.151;1.173;0.895;1.491;0.838;0.823;0.828;5.0;5.0;1.045;1.055;0.968;0.963;4.427;3.711;3.714;5.0;2.407;1;1;V12 <= 1.30 AND V13 <= 1.19 AND 0.80 < V16 <= 1.16 AND V7 <= 3.23 AND V9 <= 1.80 AND V24 > 1.28 AND V11 <= 1.58 AND V3 > 1.53 AND V21 > 0.57 AND V22 > 2.06 AND V23 > 0.79 AND V1 > 0.92 AND V20 > 0.54 AND V10 <= 1.64 AND V19 > 0.52 AND V17 > 0.74 AND V8 <= 1.62 AND V18 > 0.53 AND V2 > 1.90;19;0.9243243243243243;0.0211;0.9130434782608695;0.049528301886792456
0.604;2.171;1.509;5.0;5.0;1.841;1.816;1.798;1.851;1.829;5.0;1.324;1.306;1.295;1.31;1.335;1.36;0.519;0.494;0.486;0.493;4.457;4.45;1.457;3;3;V18 <= 0.53 AND V16 > 1.16 AND V15 > 0.86 AND V20 <= 0.54 AND V14 > 1.01 AND V1 <= 1.33 AND V2 > 1.90 AND V12 > 1.30;8;0.9597806215722121;0.011;1.0;0.08689024390243902
1.673;1.693;1.727;2.681;2.046;1.939;5.0;2.017;2.478;2.479;2.047;2.035;2.047;2.065;3.75;1.788;5.0;1.477;5.0;0.473;0.624;1.751;1.672;1.665;3;3;V20 <= 0.54 AND 1.32 < V15 <= 4.42 AND 0.57 < V21 <= 0.76 AND V14 > 1.49 AND V12 > 1.30 AND V22 > 1.03 AND V11 > 2.00;7;0.9696969696969697;0.0018;1.0;0.018292682926829267
1.129;1.116;1.981;2.632;2.753;2.753;5.0;2.107;3.094;3.094;5.0;2.541;2.553;5.0;3.666;0.74;0.6559999999999999;0.655;0.6679999999999999;0.6970000000000001;0.447;0.941;0.959;1.12;0;0;V15 > 1.32 AND V14 > 2.73 AND V2 <= 1.36 AND V20 > 0.54;4;0.9783315276273022;0.0583;0.9772727272727273;0.14751286449399656
1.077;1.767;3.194;4.224;5.0;5.0;1.87;2.627;2.62;5.0;1.796;1.79;1.801;1.823;1.854;3.797;0.499;0.494;0.503;0.5379999999999999;1.029;1.02;1.03;1.053;3;3;V18 <= 0.53 AND V15 > 1.32 AND V20 <= 0.54 AND V24 <= 1.28 AND V11 <= 2.00;5;0.9953051643192489;0.0403;1.0;0.25609756097560976
2.274;2.51;2.563;2.039;2.402;3.905;4.243;2.8360000000000003;3.425;3.05;3.879;0.947;0.925;0.91;1.481;0.493;0.904;0.774;0.918;0.853;0.87;4.242;5.0;1.685;0;0;V15 > 1.32 AND V19 > 0.52 AND V16 <= 0.69 AND V5 <= 2.67;4;0.9674457429048414;0.0615;0.9776951672862454;0.15037164093767869
0.795;2.047;2.757;2.895;5.0;5.0;1.587;1.558;1.546;1.517;1.528;1.551;1.805;5.0;0.7829999999999999;0.768;0.779;0.8;1.16;0.763;0.748;0.737;0.745;0.773;1;1;V15 <= 0.86;1;1.0;0.2447;1.0;0.6503537735849056
0.903;0.933;2.165;5.0;2.652;2.6630000000000003;5.0;2.375;3.273;2.813;2.798;2.8080000000000003;1.7990000000000002;3.878;5.0;0.769;0.759;0.767;0.368;0.853;0.757;0.8640000000000001;0.867;0.88;3;3;V19 <= 0.52 AND V15 > 1.32 AND V12 > 1.30 AND V4 > 2.46 AND V14 > 1.49 AND V20 <= 0.86 AND V13 <= 2.37 AND V21 <= 0.76;8;0.9696969696969697;0.0462;0.981042654028436;0.3155487804878049
0.899;0.943;2.244;2.747;2.728;2.351;2.518;1.869;4.892;1.258;1.238;1.239;1.27;1.475;5.0;0.703;0.6859999999999999;0.7070000000000001;0.7190000000000001;0.915;0.897;0.912;0.879;0.879;0;0;V15 > 1.32 AND V1 <= 0.92 AND V20 > 0.86;3;0.972972972972973;0.0407;0.9948186528497409;0.1097770154373928
0.57;0.595;1.491;1.459;1.453;1.459;1.496;1.503;2.5780000000000003;3.181;3.1630000000000003;5.0;5.0;5.0;5.0;0.804;0.7929999999999999;0.8;0.826;1.065;0.568;0.5479999999999999;0.54;0.547;0;0;V15 > 1.32 AND V1 <= 0.92 AND V20 > 0.86;3;0.9840510366826156;0.0451;0.9948186528497409;0.1097770154373928
1.0659999999999998;1.101;5.0;3.285;4.235;5.0;5.0;1.829;1.812;5.0;5.0;1.735;1.726;1.737;1.764;1.786;0.488;0.42;0.418;0.43;0.449;1.045;1.033;1.043;3;3;V19 <= 0.52 AND V15 > 1.32 AND V20 <= 0.54 AND V24 <= 1.28;4;0.9649805447470817;0.0564;0.9356060606060606;0.37652439024390244
1.4280000000000002;1.4480000000000002;1.477;2.603;2.62;2.653;5.0;5.0;5.0;5.0;0.841;0.833;0.845;1.069;1.081;0.593;0.503;0.497;0.506;3.286;0.852;1.462;1.432;1.42;1;1;V12 <= 1.30 AND V15 <= 1.32 AND V19 <= 0.52 AND V20 > 0.69;4;0.9809523809523809;0.0036;1.0;0.01179245283018868
1.959;2.786;5.0;5.0;1.624;1.585;1.564;1.5519999999999998;1.577;1.581;1.865;0.91;0.89;0.878;0.8859999999999999;0.908;1.199;0.754;0.733;0.722;0.727;5.0;5.0;1.41;1;1;V14 <= 1.01 AND V13 <= 1.19 AND V20 <= 0.86;3;0.9652509652509652;0.1364;0.9026845637583892;0.31721698113207547
1.361;1.384;1.412;2.545;3.1830000000000003;3.182;5.0;5.0;5.0;5.0;0.86;0.85;0.863;0.882;5.0;0.5479999999999999;0.521;0.516;0.523;2.721;0.59;1.472;1.3630000000000002;1.354;1;1;V14 <= 1.01 AND V13 <= 1.19 AND V16 <= 1.16 AND V2 <= 1.90;4;0.9719626168224299;0.0646;0.972318339100346;0.16568396226415094
1.031;5.0;3.158;4.192;5.0;2.894;5.0;2.713;2.655;2.667;1.86;1.851;1.864;1.882;0.884;0.542;0.515;0.509;0.516;0.618;0.5770000000000001;0.976;0.985;1.01;1;1;V15 <= 1.32 AND V11 <= 2.00 AND 2.18 < V8 <= 3.20 AND V2 > 2.69 AND V7 > 1.93;5;0.9621451104100947;0.0114;0.9333333333333333;0.024764150943396228
0.889;0.918;2.155;2.721;2.649;2.664;5.0;2.405;3.274;3.302;2.8;2.81;1.7990000000000002;3.87;5.0;0.758;0.7490000000000001;0.76;0.354;0.836;0.736;0.847;0.851;0.862;3;3;V19 <= 0.52 AND V15 > 1.32 AND 0.57 < V21 <= 0.76 AND V12 > 1.30 AND V23 > 0.79 AND V14 > 1.01 AND V2 <= 1.36;7;0.9880952380952381;0.0012;1.0;0.009146341463414634
1.127;2.293;2.312;4.231;5.0;2.21;1.851;5.0;5.0;5.0;1.735;1.729;1.739;1.758;0.79;5.0;0.506;0.5;0.508;0.544;1.08;1.071;1.08;1.106;1;1;V15 <= 0.86;1;1.0;0.2502;1.0;0.6503537735849056
2.603;2.759;1.968;5.0;5.0;1.5930000000000002;1.568;1.551;1.5659999999999998;1.607;1.898;0.923;0.905;0.895;0.906;1.245;0.7659999999999999;0.733;0.7140000000000001;0.7070000000000001;0.715;5.0;5.0;1.912;1;1;V14 <= 1.01 AND V13 <= 1.19 AND V20 <= 0.86;3;0.9731543624161074;0.1348;0.9026845637583892;0.31721698113207547
0.924;0.95;1.917;1.662;1.654;1.661;5.0;2.951;2.944;2.563;2.801;2.817;3.37;5.0;5.0;0.62;0.607;0.621;0.728;5.0;5.0;0.902;0.888;0.9;0;0;V15 > 1.32 AND V5 <= 1.77 AND V16 <= 0.69;3;0.9751908396946565;0.0555;1.0;0.1400800457404231
1.354;1.3769999999999998;1.411;1.909;3.236;3.2060000000000004;5.0;3.89;5.0;5.0;1.624;1.621;1.494;1.585;0.74;0.588;0.489;0.484;0.493;0.531;1.06;1.109;1.348;1.3430000000000002;1;1;V15 <= 0.86;1;1.0;0.2495;1.0;0.6503537735849056
0.8290000000000001;3.724;3.667;5.0;2.456;2.249;2.226;1.3869999999999998;1.92;1.34;1.325;1.34;1.4240000000000002;1.5719999999999998;5.0;0.741;0.728;0.74;5.0;5.0;0.8140000000000001;0.884;0.7859999999999999;0.795;0;0;V15 > 4.42 AND V1 <= 0.92 AND V20 > 0.86;3;0.9758713136729222;0.03;0.993006993006993;0.08118925100057175
0.768;0.795;0.8370000000000001;2.0780000000000003;2.926;5.0;5.0;1.581;5.0;1.528;1.514;1.5219999999999998;1.5719999999999998;1.808;1.8;0.7509999999999999;0.7390000000000001;0.745;1.2;1.106;0.767;0.7509999999999999;0.74;0.7490000000000001;0;0;V15 > 1.32 AND V1 <= 0.92 AND V20 > 0.86;3;0.9884726224783862;0.043;0.9948186528497409;0.1097770154373928
0.529;0.524;1.527;1.496;1.486;1.494;1.518;1.539;2.664;3.265;3.242;5.0;5.0;5.0;5.0;0.773;0.762;0.77;0.7929999999999999;1.002;0.54;0.474;0.467;0.474;0;0;V15 > 4.42 AND V1 <= 0.92 AND V20 > 0.86;3;0.9963369963369964;0.03;0.993006993006993;0.08118925100057175
1.088;1.125;1.797;3.208;5.0;5.0;5.0;1.932;2.597;2.594;1.77;1.755;1.754;1.769;1.891;0.552;0.509;0.489;0.489;0.512;0.525;1.057;1.045;1.064;3;3;V18 <= 0.53 AND V15 > 1.32 AND V20 <= 0.54 AND V24 <= 1.28;4;0.9571428571428572;0.0573;0.951417004048583;0.35823170731707316
1.3030000000000002;1.3030000000000002;4.027;4.182;4.747;5.0;2.897;2.687;2.445;1.558;5.0;0.825;0.8079999999999999;0.807;0.831;1.033;0.5489999999999999;0.579;0.509;0.522;0.5870000000000001;4.749;5.0;5.0;1;1;V15 <= 0.86;1;1.0;0.2461;1.0;0.6503537735849056
