att1;att2;att3;att4;att5;att6;att7;att8;att9;att10;att11;att12;att13;att14;att15;att16;att17;att18;att19;att20;att21;att22;att23;att24;att25;att26;att27;att28;att29;att30;att31;att32;att33;att34;att35;att36;att37;att38;att39;att40;att41;att42;att43;att44;att45;att46;att47;target;prediction;anchor_rule;anchor_rule_len;anchor_precision;anchor_coverage;anchor_precision_correct;anchor_coverage_correct
0.0664875;0.34900955;14.73364941;45.49866129;132.53447611;340.90180569;174.62181638;0.0842703;2.2196685;41.14970869;130.62200433;129.62836855;76.34997996;0.03967269;4.38370754;28.01357392;124.48744965;237.3965596;35.17349365;0.28322703;13.05056877;79.63870486;92.53463017;118.5327275;0.62139951;10.38951877;79.73012814;281.77935901;13.29482764;1.97980759;30.308626;49.73622843;78.8883676;1.80312215;32.30581904;322.47884753;199.49697093;5.52715244;18.5300174;53.9895679;6.33772471;209.04582811;527.67644319;3.6079691;67.54188088;60.06112449;615.47603405;5;5;att18 > 201.25 AND att6 > 257.17 AND att28 > 252.34 AND att40 <= 56.78 AND att29 <= 58.48 AND att33 <= 104.91 AND att23 <= 100.82 AND att47 > 503.37;8;0.9530026109660574;0.0015;1.0;0.02
0.18479327;4.26971266;30.54536427;85.20989861;25.54995487;172.78794298;134.55746624;0.16021529;3.16240339;26.31936784;83.66539138;191.5565258;147.71192363;0.52869378;9.34873072;52.34819805;97.72955138;76.41545308;36.34880864;0.42441626;8.35947676;44.26292848;94.32512426;105.59810991;1.35832175;19.51110748;96.46499728;174.6476807;22.80843731;1.29952073;16.78244854;45.95968988;89.95795748;3.41622537;49.03279027;249.38256047;106.40560998;3.18238278;23.51833064;151.4165366;11.03552097;173.37063072;344.96300517;6.16762891;127.57607772;51.55628233;427.90556733;9;9;att6 > 166.52 AND att12 > 175.19 AND att37 > 91.67 AND att44 <= 7.31 AND att29 <= 58.48 AND att24 <= 124.00;6;1.0;0.0076;1.0;0.09352517985611511
0.01661508;1.67112866;20.34611712;49.64983935;77.26819819;146.28848635;156.78514029;0.10207587;3.27747392;22.27632493;30.57111078;191.29888433;72.35213858;0.19390692;5.78921982;31.46798693;115.51285126;218.07535135;18.41782539;0.4183051;7.1279193;15.17280884;175.66179496;156.62839089;0.79568466;11.65801364;94.85017127;365.87397801;75.34429886;1.09147188;4.95803457;115.31708164;173.11932132;2.01020525;44.26012879;375.99991552;115.73830265;0.82994628;49.80701556;135.59873193;9.47076132;228.32719295;411.55656985;10.67674195;78.63842051;63.56285232;501.46433139;2;2;att6 <= 166.52 AND att36 > 316.55 AND att31 <= 17.81 AND att37 <= 163.43 AND att28 > 252.34 AND att43 <= 458.17 AND att45 <= 84.60 AND att19 <= 96.50 AND att7 > 131.51 AND att22 <= 45.82 AND att23 > 100.82;11;0.9578713968957872;0.0061;1.0;0.055900621118012424
0.05134784;2.26945298;19.33180819;17.28622207;38.84612698;84.22764731;166.3039025;0.06637601;1.75755718;43.42589233;208.6276575;201.75220628;51.84919565;0.2742061;5.70679302;14.60195235;77.99797012;55.75557507;181.50544555;0.23471152;13.52597838;126.21225059;244.03050841;89.572147;0.80917588;6.32727497;69.13271477;188.33313381;208.45471344;2.03443215;48.07126239;200.7091988;83.69462679;1.20183069;33.56362745;232.46322571;343.07661467;8.79503035;101.93036071;85.69638322;7.3652592;152.90086217;511.51858162;24.32202761;74.04675192;44.32823273;505.95940175;1;1;att29 > 185.45 AND att37 > 163.43 AND att6 <= 257.17 AND att43 > 396.06 AND att32 > 97.16 AND att13 <= 74.79 AND att38 > 5.33;7;0.9839228295819936;0.0009;1.0;0.018292682926829267
0.05758162;1.89368664;20.55394162;121.14436002;175.4824306;133.31244738;236.13575959;0.22318645;5.30175953;34.66130058;115.29629975;72.14366522;138.2616398;0.22768511;5.9572272;64.69451222;178.83790691;92.49456203;198.73719928;0.67320643;11.18608765;70.46745389;72.88160586;178.29253211;0.83392476;21.93532205;127.18761079;153.05227837;57.62276931;1.72175042;27.12454486;57.30454106;204.102584;3.59807248;56.2220511;183.39540972;197.72353525;5.0091748;30.09832125;176.28247734;11.7652775;120.93931344;439.97938427;7.50420521;106.5726441;35.18787044;468.14737;4;4;att6 <= 166.52 AND att46 <= 46.49 AND att27 > 97.95;3;0.9592367736339983;0.0283;0.9777777777777777;0.2543352601156069
0.04228699;0.52710944;10.39034113;33.97955464;88.10752468;222.76638084;42.30671617;0.07056976;1.92551451;13.11339979;125.87056391;184.47584368;113.93257225;0.06357604;3.1270163;21.04241897;82.43965597;134.18542384;81.09048699;0.23721352;4.12812973;79.27565253;247.15143428;124.64912274;0.44376302;7.70317425;51.9973601;219.93352583;26.18430642;0.62118958;30.42752772;202.3484691;147.21895351;1.31744771;20.83655451;249.73057144;322.8670817;5.54988501;100.55470028;162.61209574;4.0621074;156.94253287;624.71039853;23.52167168;118.16004645;44.19868498;645.91230266;1;1;att20 <= 0.30 AND att37 > 163.43 AND att43 > 458.17 AND att32 > 97.16 AND att6 <= 257.17 AND att47 > 556.73 AND att40 > 162.08;7;0.9936708860759493;0.0109;1.0;0.0975609756097561
0.18871289;1.13622336;19.78007623;57.50272451;54.61457767;364.43837023;17.66787586;0.22591177;4.49875649;64.6582143;138.65726415;71.20133131;78.8059896;0.13546276;6.48040492;40.82597791;69.70469639;257.57536261;69.3974953;0.59320026;21.37744159;91.37310576;52.0599981;15.15721072;0.98503112;16.65274403;53.21108012;179.37366375;96.98728966;3.35631789;36.97318876;36.27407679;46.09893688;3.08570221;23.53535459;240.38456295;94.02598423;7.05800696;19.36662023;150.38349309;4.8502164;176.85230061;420.46861672;4.96388165;157.62798962;54.11728467;544.03296911;5;5;att18 > 201.25 AND att6 > 357.98 AND att1 > 0.10 AND att40 <= 162.08 AND att28 > 141.25 AND att12 <= 120.63 AND att15 > 6.13 AND att43 > 329.72 AND att17 > 57.66;9;0.9519408502772643;0.0083;1.0;0.09333333333333334
0.01430687;0.22669169;1.46848669;25.0894053;117.46024614;388.16605374;43.82547221;0.02561555;1.13866016;8.2938344;9.05303261;10.81482891;111.87327405;0.02703304;0.35897386;7.25399371;16.04286855;149.62458965;201.63740468;0.13286889;2.43543004;6.15373227;13.78069346;119.868232;0.05034343;1.80714654;22.73657952;103.73276542;172.1907724;0.34949674;2.49770294;10.51725104;112.95639694;0.30708529;16.17814144;201.87565015;110.43426647;0.4720908;4.92679106;85.63838099;3.99026892;142.04922388;445.75419042;1.10730283;46.76183953;41.56595218;527.76097242;8;8;att18 <= 201.25 AND att6 > 357.98 AND att43 > 329.72 AND att33 <= 163.38 AND att45 <= 84.60 AND att36 <= 316.55 AND att40 <= 162.08 AND att28 <= 252.34 AND att29 <= 185.45 AND att22 <= 45.82 AND att27 <= 46.47 AND att47 > 503.37 AND att23 <= 100.82 AND att7 <= 131.51;14;0.9501510574018127;0.0089;1.0;0.0945945945945946
0.00304607;1.01453167;13.21429883;53.15130207;90.47045053;75.02661781;17.42586719;0.15899874;4.22736273;44.19422907;162.20621308;84.37326232;194.51846334;0.11171424;3.68803543;29.16278518;100.81993948;122.1649649;143.52823288;0.5386623;13.39117369;90.92208879;54.14231136;170.02631625;0.50204058;10.11237361;74.11539297;286.31372612;157.93348931;1.97166214;32.82502514;31.75561136;155.48964515;1.68612471;33.28715822;307.4592422;48.12550779;5.7886871;16.13970077;181.2839695;7.02723527;188.45987188;339.33472039;4.1603712;141.40895072;52.59156887;436.02088598;4;4;att6 <= 166.52 AND att46 <= 54.07 AND att30 > 1.62 AND att4 > 40.12 AND att41 > 5.11 AND att3 <= 20.69 AND att38 > 5.33;7;0.95;0.0112;0.9583333333333334;0.1329479768786127
0.06774817;2.62394505;18.62586318;45.01307069;124.63953983;222.66027842;38.09786591;0.1687356;4.84536991;21.60990609;25.15638631;77.80155774;198.37563849;0.32117674;5.84010572;34.81303075;184.87279937;93.67016877;159.26348951;0.63755613;7.62838308;8.16048997;96.97522356;182.84302836;0.8641397;14.43561167;156.89457979;224.79626315;237.50329602;1.24602068;1.61867348;71.388838;199.58150105;2.67072306;75.61908773;340.63275316;60.17703904;0.40076642;33.14572632;179.8967064;16.58597928;241.47764083;289.27352758;7.53359114;112.43852465;72.4399551;459.17527454;3;3;att18 <= 97.21 AND att24 > 174.77 AND att11 <= 41.21 AND att10 > 20.99;4;0.9659685863874345;0.005;1.0;0.04878048780487805
0.02857805;1.63023786;26.26604644;102.48685707;189.07982046;342.01057547;90.03211271;0.06122591;1.33892752;26.32621272;102.47116711;151.79553682;70.42793383;0.19880301;7.57094411;54.75963167;126.2692983;211.0638329;79.91376251;0.17676271;8.28273659;59.22073595;122.45595658;131.88107227;1.04989498;18.47010082;75.91266091;135.10234885;167.4293266;1.25059874;21.66900334;87.05367092;179.32729876;3.00889948;32.20983849;221.28175354;15.94709932;3.84121205;42.86928064;218.03921039;6.69846877;164.88495546;350.4496926;10.20779561;173.96401641;50.24352543;488.41309525;9;6;att37 <= 38.83 AND att45 > 128.56 AND att18 > 201.25 AND att46 <= 54.07;4;1.0;0.0079;1.0;0.07368421052631578
0.05585271;2.10447263;21.04285795;57.8121042;71.92598891;430.08982778;154.56456574;0.16389369;2.96900843;19.56992505;28.26031973;151.96317433;88.98060715;0.25493784;6.08549399;28.19319545;27.03131248;252.07242213;42.24104281;0.39280117;6.60815854;26.34682754;79.95646983;179.45885079;0.85176823;9.16796391;48.56685258;184.66043556;145.67069782;1.04857413;12.44534167;23.55548754;196.63174768;1.4787686;27.45682951;277.59871567;53.99579307;2.56903654;8.59282499;137.53932499;6.35480133;200.30651185;419.16570302;3.20585418;60.87445304;60.21051253;561.95912753;6;6;att6 > 357.98 AND att33 > 163.38 AND att18 > 201.25 AND att37 <= 91.67 AND att40 > 109.67 AND att13 <= 121.03 AND att28 <= 192.68 AND att43 > 329.72 AND att12 > 120.63 AND att46 <= 62.88 AND att27 <= 97.95 AND att24 > 124.00 AND att21 > 6.59;13;0.9661016949152542;0.0008;1.0;0.010526315789473684
0.20779552;3.01366651;20.53749174;87.89063321;105.19134033;258.35246856;91.79982033;0.22372919;3.056313;76.08222323;171.38277113;164.98031525;226.46774184;0.36580876;6.76862366;58.40534471;109.46010998;78.98971616;48.00475502;0.40708169;25.67233425;121.19011376;129.36157033;307.45574056;1.03578457;23.20607015;70.71241727;190.77668839;199.63632639;4.08713784;51.03254672;78.72508242;265.07292843;4.25157108;27.98857033;318.62789652;88.11633264;9.9789421;33.4007169;211.56417616;5.32412616;229.82981148;250.31874718;7.22799381;170.36950551;69.35691094;444.42744363;7;7;att45 > 128.56 AND att38 > 5.33 AND att43 <= 329.72 AND att24 > 174.77;4;0.954177897574124;0.0494;0.9875;0.4759036144578313
0.01446236;2.58485703;39.14400997;110.60268173;101.15385605;371.44276064;152.35389485;0.06966069;1.77754506;10.22074825;70.8186184;1.81540616;248.52995041;0.31584651;11.41873932;61.0577745;34.81130442;291.02671777;14.73787086;0.20785177;2.98157655;38.27718824;22.310782;224.68322777;1.59765839;21.17873899;32.91619515;240.15055529;144.48725643;0.428697;13.39100776;24.35326459;133.01014378;3.52720728;19.85964674;303.52432556;28.28667708;2.3042643;13.71743534;47.19141251;4.82258566;216.44454785;306.0295772;3.43846398;34.5494725;65.38925171;478.59058727;5;5;att18 > 201.25 AND att12 <= 71.17 AND att13 > 177.86 AND att6 > 357.98 AND att28 > 192.68 AND att45 <= 41.91 AND att24 > 124.00;7;0.9767441860465116;0.0065;1.0;0.06666666666666667
0.22828257;2.64881408;45.21894292;99.16440393;124.34272722;133.65296593;263.19188504;0.42157554;2.99636828;81.87894828;176.31677598;166.79105165;191.05050553;0.3349496;14.78942912;77.56666345;125.4293254;128.42640474;157.40561398;0.40773102;28.64558719;125.97104683;71.36564706;273.47550264;2.25370452;33.01214435;78.30150415;267.58737624;38.12444085;4.70304428;54.27992449;6.45689065;198.77723532;6.27233122;29.97241766;354.85431639;18.78902706;10.84779003;13.31963347;123.08981396;5.52553173;248.02989496;250.41522303;5.19868678;143.0459153;74.6503345;426.52781507;7;7;att11 > 122.14 AND att43 <= 329.72 AND att24 > 174.77 AND att47 <= 454.73 AND att38 > 5.33 AND att42 > 213.99;6;0.989159891598916;0.0359;1.0;0.3433734939759036
0.0064866;0.8870425;15.67380601;55.89869785;106.61617155;487.70726045;179.41393853;0.14934484;3.46659599;13.85124298;37.60477666;66.46803665;53.04679432;0.11088489;4.50621832;26.12601944;5.56423569;256.41883125;342.09030417;0.42510538;3.68524377;30.41428479;36.98835017;75.75009509;0.6242978;8.13312555;40.64239732;83.21827707;369.96061723;0.49797801;13.93542316;59.28947297;53.05512042;1.26289637;25.73472855;249.10563426;73.7425584;2.83001767;39.11734153;19.28228832;6.20847486;194.53332907;376.9215071;10.50570697;19.3260889;59.83192856;566.23721246;0;0;att35 <= 32.25 AND att29 > 185.45 AND att19 > 177.56 AND att6 > 357.98 AND att33 <= 58.49 AND att7 > 131.51 AND att17 <= 57.66;7;0.9811320754716981;0.0409;1.0;0.45161290322580644
0.07966629;1.92604622;14.540852;59.96263882;131.71985164;502.62974732;143.89817079;0.12837523;3.04211283;26.05746299;64.07988824;60.10628301;137.78397774;0.23231387;4.11641041;27.28607018;30.81312131;290.45431875;365.87324737;0.40333978;8.50542328;42.25204983;38.16850051;84.75294744;0.56944373;8.78355047;44.07573117;35.30603631;419.95180931;1.32166987;17.19843282;25.76103751;58.11920114;1.43958405;28.59566476;208.19173948;129.91060038;3.30119789;15.24172566;34.62033698;7.06069676;172.17340775;321.38851169;4.2451605;16.98600035;53.95255195;521.36400696;0;0;att29 > 185.45 AND att19 > 177.56 AND att33 <= 58.49 AND att17 <= 57.66;4;0.9785794813979707;0.0502;0.9662921348314607;0.5548387096774193
0.08354229;1.09128896;9.78209079;37.75033958;112.25858662;166.60300367;196.82164868;0.06591228;2.80154591;54.13268286;173.04448568;252.62828828;224.42923319;0.1255436;3.20998173;23.84420265;92.11274231;14.96477393;5.49223394;0.35864274;17.05243286;103.82077115;163.86907625;196.89075815;0.48368097;9.19589531;58.65601298;224.68410039;111.06302568;2.57855646;39.30654738;82.46142285;54.71420457;1.64674662;24.19716257;304.81915773;48.3753655;7.16061122;30.26433432;94.46144608;4.83115266;204.7674977;369.49563973;6.07786437;123.29463878;59.67121562;500.35077337;7;7;att40 > 56.78 AND att38 > 5.33 AND att43 <= 396.06 AND att30 > 1.62 AND att24 > 124.00 AND att22 > 74.00 AND att11 > 77.24 AND att42 > 184.41 AND att10 > 32.59 AND att29 <= 113.19 AND att13 > 177.86;11;0.9862068965517241;0.0321;0.9814814814814815;0.3192771084337349
0.12870689;0.81647234;23.19015065;15.94558739;158.4762892;217.77871665;18.6066511;0.0825339;5.55031716;60.51554707;87.04349495;157.20324165;110.3600782;0.10729913;7.1659622;19.16367286;159.45119356;60.02480318;64.23048585;0.71079274;19.69785096;62.39437661;148.39211747;142.72175964;1.04516883;9.14264218;103.88743032;206.68544771;72.71634649;3.05183405;26.34086575;104.92691081;212.70648784;1.81274137;42.2512803;293.85785421;143.15288571;5.14227671;49.18523811;211.62919604;8.28973212;200.74949944;464.15465291;11.26845112;148.20592603;58.97497911;562.75331151;3;9;att6 > 166.52 AND att40 > 162.08 AND att13 <= 121.03 AND att22 <= 74.00 AND att14 <= 0.11 AND att4 <= 40.12;6;0.9894736842105263;0.0134;0.09523809523809523;0.014388489208633094
0.069705;0.47913472;11.00140181;32.53351947;107.79820418;65.15062304;218.58249413;0.04331117;3.82508465;59.66577709;170.37457039;129.13427197;178.98514633;0.04922361;3.43932355;18.69641555;115.36294444;102.30353903;51.00271251;0.48152784;18.34168615;99.35191581;75.94603062;142.13951526;0.50302947;7.00833581;80.20569535;295.38430063;64.8493057;2.72771498;37.00099286;34.31383701;48.36240046;1.24344611;34.12001645;342.48358294;61.67114289;6.67159716;11.50040839;110.00769549;6.89595917;218.30810959;336.73864955;2.21967082;117.15667941;62.18732647;448.06466207;7;7;att11 > 77.24 AND att10 > 32.59 AND att43 <= 396.06 AND att24 > 124.00 AND att47 <= 454.73 AND att38 > 5.33 AND att42 > 213.99;7;0.9719387755102041;0.0454;0.987012987012987;0.4578313253012048
0.13575201;2.48943962;36.38141276;84.90831598;102.71493606;163.40483289;294.5589528;0.11649264;3.55164142;26.92477129;46.29450892;134.75390613;74.46865274;0.30654937;10.91889274;52.75585583;74.65037221;131.01201681;133.33143819;0.43568217;8.20614761;35.43779577;164.5808147;137.32438928;1.56172137;20.01113844;69.01769348;283.70653724;42.36234741;1.21646393;15.18299196;131.76894341;170.54479769;3.54324739;35.73007936;366.76817071;44.95628357;2.96622367;65.30967538;153.01751569;8.1268013;248.80363311;343.86030549;15.31887054;95.98616448;73.31358258;490.52879331;2;2;att6 <= 166.52 AND att36 > 316.55 AND att28 > 252.34 AND att43 <= 396.06 AND att7 > 221.20 AND att22 <= 45.82 AND att37 <= 163.43 AND att24 <= 174.77 AND att46 > 62.88 AND att27 <= 69.81;10;0.9642857142857143;0.0011;1.0;0.018633540372670808
0.0235037;0.31232078;7.67530102;48.88311018;121.37433932;356.98672457;211.68328797;0.02317587;0.58803501;8.07665007;58.0863162;173.98142991;82.00249836;0.04269032;2.19289596;24.99430256;46.22029708;139.43553475;38.79140547;0.07917181;2.62302648;28.7861032;104.10560356;107.53986153;0.30454066;8.32533057;43.17805116;153.80803251;140.11159599;0.40489001;10.03207641;59.68560697;97.1111356;1.35242103;24.77978;281.63588118;103.18463303;1.76491932;27.92596356;99.79068658;5.87192377;201.89357969;504.58174132;6.67219128;81.1764033;60.1382013;641.32015299;8;8;att19 <= 43.63 AND att30 <= 0.59 AND att15 <= 3.58 AND att43 > 458.17 AND att27 <= 69.81 AND att24 > 72.89;6;0.9834983498349835;0.0014;1.0;0.02027027027027027
0.09017938;1.13924997;10.16952879;60.76982262;17.67057345;142.46459854;169.48304435;0.17739095;2.92622235;50.59376462;195.98201798;211.49281318;304.31220823;0.13676041;3.41945429;40.05802738;27.90946454;32.17238313;17.41917748;0.37871983;16.17576642;115.60393766;142.38685533;298.44181837;0.52472158;15.43786705;24.74917079;227.29201554;131.71329915;2.47385417;43.41142275;71.6172527;172.91998863;2.74494643;11.74879136;292.46677707;23.50297691;7.87833266;24.61469078;136.31721345;2.53340051;192.953251;338.72064904;4.38840665;139.17908505;55.7818192;472.46258492;7;7;att37 <= 163.43 AND att30 > 1.62 AND att43 <= 396.06 AND att24 > 124.00 AND att11 > 122.14 AND att6 <= 257.17 AND att36 > 265.39 AND att10 > 32.59 AND att7 > 131.51 AND att33 > 163.38;10;0.9904306220095693;0.0232;1.0;0.23493975903614459
0.10079128;2.96985334;27.89213978;47.68860481;104.935325;238.63470934;208.69479219;0.1540554;4.41561894;30.29209285;7.7992301;128.34483194;68.65318082;0.36382681;8.32111195;34.0489477;96.25714013;186.54900163;28.16002256;0.58628769;10.20865962;8.17682817;120.12507921;48.65188547;1.18729476;13.76695069;90.69257147;322.76195894;170.33495376;1.62396164;6.43302502;74.57785685;104.90831299;2.51961166;46.5242449;379.61743647;12.2307893;1.59231123;29.42302198;106.46382044;10.53242426;247.19685642;325.67905881;5.73761378;64.30274728;71.36448261;478.1428264;2;2;att43 <= 329.72 AND att36 > 316.55 AND att24 <= 124.00 AND att37 <= 38.83 AND att13 <= 74.79;5;1.0;0.0089;1.0;0.08695652173913043
0.09750529;1.60617467;21.55115931;38.30087226;49.9862871;413.66677628;163.88491933;0.32582443;5.1795101;7.78102026;63.2831265;95.02663142;124.0026599;0.20852886;6.87109182;26.14585505;94.77561873;352.59132791;59.93090852;0.69133726;3.40654314;53.40627942;72.56599894;140.90274169;1.02814762;10.62793189;80.23915616;228.32037832;61.81848228;0.6366084;25.12820868;99.01471222;108.4245893;1.97857951;37.95196674;219.32975524;16.49835139;5.21807089;64.4906928;65.36563218;8.19861501;157.98412553;261.1947301;17.43103371;44.11995362;48.81505587;385.08440446;5;5;att18 > 201.25 AND att45 <= 84.60 AND att5 <= 69.73 AND att28 > 192.68 AND att36 <= 265.39;5;1.0;0.005;1.0;0.05333333333333334
0.02901479;1.4146897;27.85415957;107.55452255;151.13712306;466.4191641;115.83116765;0.06031082;1.25953606;0.83579169;14.83610024;43.19084366;46.99197086;0.16402411;7.61569741;52.95859946;50.38387782;217.45307614;322.26563756;0.15655455;0.31524652;10.21791971;28.78850609;12.8913011;1.01515379;16.94578035;9.99851133;92.75718428;361.44159341;0.05485916;4.23760496;16.29361656;28.16973443;2.66597266;8.47113752;226.8188623;82.95699404;0.81167646;8.17032876;31.41856954;2.45840646;169.02291664;328.08788983;2.11994353;19.08945476;50.80404735;496.22548432;0;0;att19 > 177.56 AND att40 <= 56.78 AND att29 > 185.45 AND att13 <= 74.79;4;0.9550173010380623;0.0533;0.9782608695652174;0.5806451612903226
0.02599719;1.08946966;15.90239648;82.89243002;173.1497691;361.5752964;100.8847384;0.08667828;1.16443731;14.22406265;109.33785208;120.62692765;93.26192087;0.12639794;4.41922363;40.84403565;115.71106423;206.98545811;92.86551776;0.13506502;4.29109309;65.6073974;120.17887908;95.93705989;0.59576298;12.97568208;60.48997448;172.74525269;136.9913087;0.62951118;24.57844589;99.96231858;144.39833908;2.02288814;21.87585369;218.81619871;87.09447622;4.42425147;51.69886367;200.95922911;4.03762009;147.88398282;410.49456011;12.43888684;158.70342821;43.09030639;509.7716929;6;6;att6 > 357.98 AND att40 > 162.08 AND att18 > 201.25 AND att36 <= 223.19 AND att5 > 143.83;5;1.0;0.0122;1.0;0.08947368421052632
0.01228431;2.00297148;30.7234991;67.66007805;151.85688021;436.23432251;264.38647306;0.09182122;1.62854109;23.18539627;83.86797752;44.24684449;73.98569311;0.23716177;8.73561154;40.22357168;106.6449938;311.58621539;96.16972988;0.20485389;7.47271764;52.43480482;42.86870641;132.89697034;1.19980853;14.50722907;69.12876498;243.4549664;21.11470321;1.14526184;20.32909464;34.12905203;134.76863687;2.46962278;30.78978986;291.62145927;139.86492234;3.75223669;17.29720943;98.36034971;6.5777045;202.85250809;465.14971664;4.13470062;55.11985526;60.47428191;580.60041292;5;5;att18 > 201.25 AND att12 <= 71.17 AND att28 > 192.68 AND att6 > 357.98;4;0.995398773006135;0.031;1.0;0.35333333333333333
0.0402197;0.45233209;6.30975503;33.90979015;88.32643345;323.1946965;107.37104439;0.00917458;1.94160327;34.09667951;141.9432223;159.80731563;93.93233601;0.04830068;1.82266783;16.69157596;73.19994199;163.53137392;67.02051405;0.25024167;10.44613852;78.92757237;115.07550135;116.13466861;0.25507448;5.35954266;54.25368225;226.37940523;108.92620527;1.54483917;28.17933191;64.54697461;137.19636994;0.84752876;24.69302658;289.97272402;124.46495743;4.91623938;25.7801753;188.41768127;5.21863698;191.72300258;466.61141967;5.38638108;155.5518849;55.30109503;568.42082178;6;9;att6 > 166.52 AND att37 > 91.67 AND att45 > 128.56 AND att25 <= 0.50 AND att39 <= 30.93 AND att11 > 122.14;6;1.0;0.0034;1.0;0.04316546762589928
0.02536222;0.56742778;2.49020587;54.83402609;114.98582899;233.09095133;125.10336317;0.03387;1.93162837;24.06583082;85.5031218;192.23121349;54.9428589;0.06505564;0.54213541;26.90825897;132.94590341;108.92000565;141.15015402;0.24278637;7.45067893;55.42033589;205.38304088;76.31982034;0.060343;8.52728968;94.08964021;179.45508044;26.16373761;1.10696977;21.52987323;150.18765635;130.61973937;1.32709569;40.44427339;222.19538549;370.78457801;3.94866605;69.99356441;145.35561305;8.23761777;143.46947663;680.92862398;15.77089079;100.4210039;40.82953243;681.93065561;1;1;att43 > 458.17 AND att37 > 163.43 AND att47 > 556.73 AND att32 > 97.16 AND att13 <= 74.79;5;0.9616548940464178;0.0378;0.9655172413793104;0.34146341463414637
0.110567;2.82640051;26.9512706;113.31052358;187.29116065;302.10754168;165.51300224;0.12564657;3.55745362;31.34410943;68.94282331;131.64811167;181.54282177;0.34240627;8.00111748;67.16838657;222.08443192;251.79723581;179.90347434;0.45770029;9.80307428;47.57389036;135.09904268;170.48796466;1.135206;24.20206836;166.58446097;242.68311853;123.19922174;1.47941677;19.32369195;98.09329571;117.03725604;4.12038446;75.2959013;259.410751;91.96340168;3.66217309;46.03684784;59.0164232;15.92580165;171.31182426;361.51497618;10.48257958;22.65714002;50.22131343;440.04962339;4;5;att18 > 201.25 AND att45 <= 84.60 AND att13 > 177.86 AND att6 > 257.17 AND att40 <= 109.67 AND att28 > 141.25 AND att7 <= 221.20 AND att4 > 94.28 AND att11 <= 77.24;9;0.9743589743589743;0.0101;1.0;0.09333333333333334
0.14674344;4.06931072;39.00110652;154.06970693;204.62515164;137.76608103;251.61213281;0.06908099;1.44340403;7.72142703;30.62920923;32.73344602;110.97641413;0.48969611;11.39638917;87.98847809;229.90411291;68.21954742;287.13985405;0.18679597;2.60785933;14.8422666;14.18451811;209.06432586;1.59973105;31.08334249;171.03406948;155.07050169;209.32728979;0.41255712;5.15103719;3.96056246;256.0688019;5.23242233;77.4048194;218.40084194;36.65773681;0.91841408;2.40849857;220.32776221;16.4174011;151.91693651;327.36984308;0.81744152;128.54458817;45.2431221;418.98812025;4;4;att6 <= 166.52 AND att46 <= 46.49 AND att27 > 97.95;3;0.9590643274853801;0.0256;0.9777777777777777;0.2543352601156069
0.02531748;0.34075602;3.9468378;21.94574017;17.86608548;335.2866296;290.93694011;0.03479673;0.996247;4.79751835;15.80696147;25.02937843;73.67652706;0.04510912;1.2643037;17.11201278;92.57207919;55.28697828;408.27011539;0.12097306;1.57192287;9.39914973;22.28056951;41.17309175;0.19116383;6.9690625;87.50070696;220.39655607;293.59121389;0.24293373;3.56698072;16.03418497;24.75255823;1.2581851;42.38415989;306.20201832;101.97108787;0.65374166;7.68218871;22.56606098;9.17687447;201.46880129;535.09908601;1.78628786;15.74436584;57.65180848;643.78864223;0;0;att19 > 177.56 AND att40 <= 56.78 AND att29 > 185.45 AND att13 <= 74.79 AND att5 <= 143.83;5;0.9909638554216867;0.0424;1.0;0.45161290322580644
0.05199474;2.52415652;29.9369617;98.02144336;62.41356461;221.62044922;333.28949318;0.06168494;1.36236002;11.75303302;52.41701739;75.62599401;22.9359555;0.30480086;8.53660029;50.75826795;90.52733739;81.9208183;141.16179209;0.18394359;3.67963445;28.47268845;58.98884524;50.83562706;1.17898833;17.22436654;92.0211277;280.34980868;2.23842985;0.5527559;10.0383481;39.4017475;36.93586904;2.85189091;47.01736224;376.11721865;144.8916675;1.73460936;18.94141472;34.36718702;10.54648029;253.27259162;470.95900353;4.50328924;37.11219158;73.9963228;590.21549541;8;8;att18 <= 97.21 AND att45 <= 41.91 AND att43 > 458.17 AND att17 <= 91.68 AND att29 <= 58.48;5;1.0;0.0053;1.0;0.05405405405405406
0.03483656;0.83787511;11.4260091;64.43097716;6.042665;234.07711345;126.76011517;0.06698681;2.32708013;20.26706308;112.63095725;207.92179448;216.18550621;0.09835101;3.20480273;35.58188269;65.11100028;116.68178142;47.90550571;0.28023628;5.91488082;56.46246444;130.54120886;176.43883472;0.43663202;12.23720874;67.837503;221.06010578;97.98794722;0.84433189;18.6578509;60.30380068;121.56454568;2.01627124;34.30458814;281.28478483;116.5396162;3.07647486;19.05144531;174.31214458;7.61643918;185.39991945;439.07335262;3.21188566;150.98768507;53.49280127;536.7022943;9;9;att12 > 175.19 AND att5 <= 69.73 AND att45 > 84.60 AND att37 > 91.67 AND att19 <= 177.56 AND att6 > 166.52 AND att29 <= 113.19 AND att42 <= 213.99 AND att24 > 72.89 AND att43 > 329.72 AND att15 <= 6.13 AND att40 > 56.78 AND att25 <= 0.50 AND att28 <= 252.34 AND att9 > 1.36 AND att38 <= 3.31;16;0.9589552238805971;0.0131;0.9565217391304348;0.15827338129496402
