state;account_length;area_code;phone_number;international_plan;voice_mail_plan;number_vmail_messages;total_day_minutes;total_day_calls;total_day_charge;total_eve_minutes;total_eve_calls;total_eve_charge;total_night_minutes;total_night_calls;total_night_charge;total_intl_minutes;total_intl_calls;total_intl_charge;number_customer_service_calls;target;prediction;anchor_rule;anchor_rule_len;anchor_precision;anchor_coverage;anchor_precision_correct;anchor_coverage_correct
10.0;122.0;510.0;4440.0;1.0;0.0;0.0;140.0;101.0;23.8;196.4;77.0;16.69;120.1;133.0;5.4;9.7;4.0;2.62;4.0;1;1;international_plan > 0.00 AND 3.00 < total_intl_calls <= 4.00 AND number_customer_service_calls > 2.00 AND total_day_minutes <= 143.67 AND 8.50 < total_intl_minutes <= 10.30 AND 88.00 < total_day_calls <= 113.00 AND total_eve_calls <= 114.00 AND state <= 13.00 AND 2.30 < total_intl_charge <= 2.78 AND 166.60 < total_eve_minutes <= 201.00 AND account_length > 73.00 AND voice_mail_plan <= 1.00 AND area_code > 408.00;13;0.7603550295857988;0.0005;1.0;0.005597014925373134
14.0;89.0;415.0;2752.0;1.0;1.0;19.0;112.6;114.0;19.14;261.7;132.0;22.24;123.5;116.0;5.56;11.1;2.0;3.0;0.0;1;1;international_plan > 0.00 AND total_intl_calls <= 3.00 AND total_intl_minutes > 10.30 AND total_eve_minutes > 233.50 AND 13.00 < state <= 26.00 AND total_eve_calls > 114.00 AND 0.00 < voice_mail_plan <= 1.00 AND total_intl_charge > 2.78 AND 408.00 < area_code <= 415.00 AND total_day_calls > 88.00 AND phone_number <= 3768.25 AND account_length > 73.00 AND total_eve_charge > 17.09 AND number_customer_service_calls <= 2.00 AND total_night_charge <= 10.57;15;0.771255060728745;0.0;1.0;0.0037313432835820895
49.0;99.0;408.0;1762.0;0.0;1.0;12.0;119.9;83.0;20.38;237.7;98.0;20.2;187.6;159.0;8.44;16.6;2.0;4.48;1.0;0;0;voice_mail_plan > 0.00 AND total_eve_minutes > 233.50;2;0.9840425531914894;0.0696;0.9331103678929766;0.08049624927870744
1.0;120.0;415.0;3742.0;0.0;0.0;0.0;216.5;113.0;36.81;251.8;91.0;21.4;164.5;125.0;7.4;7.3;1.0;1.97;3.0;0;0;total_night_minutes <= 166.30 AND international_plan <= 0.00 AND total_intl_charge <= 2.30 AND total_intl_minutes <= 8.50;4;0.9694323144104804;0.0547;0.9198113207547169;0.05626081938834391
24.0;87.0;408.0;4552.0;0.0;0.0;0.0;129.5;104.0;22.02;194.0;133.0;16.49;287.9;65.0;12.96;7.2;7.0;1.94;2.0;0;0;number_customer_service_calls <= 2.00 AND total_day_charge <= 24.43;2;0.9663461538461539;0.2012;0.9531442663378545;0.22302365839584534
49.0;50.0;510.0;1626.0;0.0;0.0;0.0;131.7;108.0;22.39;216.5;103.0;18.4;196.1;126.0;8.82;11.0;5.0;2.97;1.0;0;0;number_customer_service_calls <= 2.00 AND total_day_minutes <= 143.67;2;0.96875;0.2033;0.9527950310559006;0.2212925562608194
30.0;103.0;408.0;2278.0;0.0;0.0;0.0;150.6;125.0;25.6;169.1;126.0;14.37;221.2;104.0;9.95;10.4;8.0;2.81;8.0;1;1;number_customer_service_calls > 2.00 AND 143.67 < total_day_minutes <= 179.70 AND 166.60 < total_eve_minutes <= 201.00 AND total_eve_calls > 114.00 AND area_code <= 408.00 AND 100.00 < total_night_calls <= 113.00 AND 24.43 < total_day_charge <= 30.55 AND 10.30 < total_intl_minutes <= 12.10 AND 1258.75 < phone_number <= 2516.50 AND 14.16 < total_eve_charge <= 17.09 AND 8.99 < total_night_charge <= 10.57 AND total_day_calls > 113.00 AND voice_mail_plan <= 0.00 AND number_vmail_messages <= 0.00 AND 13.00 < state <= 39.00 AND 2.30 < total_intl_charge <= 3.27 AND total_night_minutes <= 234.90 AND account_length > 73.00;18;0.7428256070640177;0.0006;1.0;0.0037313432835820895
12.0;79.0;415.0;145.0;0.0;1.0;12.0;62.4;119.0;10.61;237.6;96.0;20.2;193.4;116.0;8.7;7.8;2.0;2.11;0.0;0;0;voice_mail_plan > 0.00 AND international_plan <= 0.00;2;0.9510204081632653;0.2468;0.9614181438998958;0.2660126947489902
14.0;81.0;415.0;2475.0;0.0;1.0;31.0;210.4;100.0;35.77;225.5;97.0;19.17;168.7;120.0;7.59;9.7;4.0;2.62;0.0;0;0;voice_mail_plan > 0.00 AND number_customer_service_calls <= 1.00;2;0.9771428571428571;0.1599;0.9581993569131833;0.17195614541257934
20.0;96.0;415.0;4372.0;0.0;0.0;0.0;149.2;125.0;25.36;210.6;119.0;17.9;290.5;102.0;13.07;9.4;3.0;2.54;4.0;0;0;total_day_minutes <= 215.60 AND international_plan <= 0.00;2;0.9529983792544571;0.6788;0.936565803864382;0.741200230813618
46.0;113.0;415.0;4833.0;0.0;0.0;0.0;272.1;111.0;46.26;268.5;118.0;22.82;213.8;105.0;9.62;8.5;10.0;2.3;1.0;1;1;total_day_minutes > 215.60 AND total_eve_charge > 19.85 AND number_vmail_messages <= 17.00 AND total_eve_minutes > 166.60 AND total_night_charge > 8.99 AND voice_mail_plan <= 0.00 AND total_night_minutes > 199.70 AND total_day_charge > 36.65 AND total_day_calls > 101.00 AND number_customer_service_calls <= 2.00 AND 100.00 < account_length <= 127.00 AND total_eve_calls > 114.00 AND international_plan <= 0.00 AND state > 26.00 AND total_night_calls <= 113.00 AND total_intl_calls > 4.00 AND phone_number > 1258.75;17;0.9381107491856677;0.0007;1.0;0.005597014925373134
8.0;147.0;510.0;3796.0;0.0;0.0;0.0;209.4;104.0;35.6;132.5;78.0;11.26;149.4;123.0;6.72;11.3;3.0;3.05;2.0;0;0;total_day_minutes <= 215.60 AND number_customer_service_calls <= 2.00;2;0.9784366576819407;0.5911;0.9483627204030227;0.6517599538372764
34.0;160.0;408.0;1316.0;0.0;0.0;0.0;216.8;77.0;36.86;207.3;117.0;17.62;228.6;117.0;10.29;5.6;2.0;1.51;1.0;0;0;total_intl_minutes <= 12.10 AND phone_number <= 2516.50 AND total_eve_charge <= 19.85;3;0.9509981851179673;0.2883;0.915944540727903;0.30496249278707444
3.0;97.0;415.0;4700.0;0.0;0.0;0.0;100.8;74.0;17.14;233.8;88.0;19.87;208.7;79.0;9.39;12.6;3.0;3.4;2.0;0;0;total_day_minutes <= 215.60 AND number_customer_service_calls <= 2.00;2;0.9526542324246772;0.5919;0.9483627204030227;0.6517599538372764
6.0;70.0;408.0;636.0;0.0;0.0;0.0;198.6;111.0;33.76;213.9;115.0;18.18;171.2;105.0;7.7;10.6;6.0;2.86;2.0;0;0;total_day_minutes <= 215.60 AND number_customer_service_calls <= 2.00 AND international_plan <= 0.00;3;0.9815864022662889;0.5441;0.9756992205410362;0.6139642238892095
48.0;92.0;408.0;3453.0;1.0;0.0;0.0;183.6;96.0;31.21;149.7;55.0;12.72;135.2;71.0;6.08;11.8;4.0;3.19;0.0;0;0;total_eve_minutes <= 166.60 AND number_customer_service_calls <= 2.00;2;0.9553752535496958;0.205;0.9473684210526315;0.2181188690132718
14.0;87.0;408.0;4721.0;1.0;1.0;36.0;171.2;138.0;29.1;185.8;102.0;15.79;227.6;97.0;10.24;10.8;3.0;2.92;1.0;0;0;voice_mail_plan > 0.00 AND number_customer_service_calls <= 2.00;2;0.9825581395348837;0.2224;0.9559164733178654;0.23773802654356607
48.0;91.0;510.0;3696.0;0.0;0.0;0.0;217.9;71.0;37.04;230.1;116.0;19.56;232.1;110.0;10.44;10.6;2.0;2.86;1.0;0;0;total_night_charge > 8.99 AND number_customer_service_calls <= 2.00 AND total_day_calls <= 88.00 AND international_plan <= 0.00;4;0.9651898734177216;0.093;0.9450261780104712;0.10415464512406232
31.0;127.0;510.0;2366.0;0.0;0.0;0.0;262.9;95.0;44.69;175.9;126.0;14.95;202.1;101.0;9.09;7.5;5.0;2.03;1.0;0;0;number_customer_service_calls <= 2.00 AND total_eve_charge <= 17.09 AND phone_number <= 2516.50;3;0.9819004524886877;0.1929;0.9386422976501305;0.20744373918061165
12.0;98.0;510.0;2701.0;0.0;1.0;21.0;161.2;114.0;27.4;252.2;83.0;21.44;160.2;92.0;7.21;4.4;8.0;1.19;4.0;0;0;voice_mail_plan > 0.00 AND total_eve_minutes > 233.50;2;0.9647887323943662;0.0773;0.9331103678929766;0.08049624927870744
6.0;110.0;415.0;3735.0;0.0;0.0;0.0;251.3;91.0;42.72;207.2;95.0;17.61;249.0;70.0;11.21;12.9;2.0;3.48;1.0;1;1;total_day_minutes > 215.60 AND total_eve_charge > 17.09 AND voice_mail_plan <= 0.00 AND total_night_minutes > 234.90 AND total_eve_minutes > 201.00 AND total_intl_minutes > 12.10 AND total_day_charge > 36.65 AND number_customer_service_calls <= 1.00 AND total_intl_charge > 3.27 AND phone_number > 2516.50 AND 87.00 < total_eve_calls <= 101.00 AND total_intl_calls <= 6.00 AND 88.00 < total_day_calls <= 101.00 AND number_vmail_messages <= 0.00 AND area_code > 408.00 AND 73.00 < account_length <= 127.00 AND total_night_charge > 8.99 AND total_night_calls <= 113.00 AND state <= 39.00;19;0.9054621848739496;0.0005;1.0;0.0037313432835820895
30.0;75.0;510.0;2238.0;0.0;0.0;0.0;226.1;105.0;38.44;201.5;107.0;17.13;246.2;98.0;11.08;10.3;5.0;2.78;1.0;0;0;number_customer_service_calls <= 2.00 AND international_plan <= 0.00 AND total_eve_minutes <= 233.50;3;0.9577702702702703;0.5297;0.9472947761194029;0.5859780727062897
39.0;75.0;415.0;3155.0;0.0;0.0;0.0;190.5;91.0;32.39;178.4;75.0;15.16;162.4;113.0;7.31;13.1;5.0;3.54;1.0;0;0;total_intl_calls > 4.00 AND total_day_minutes <= 215.60 AND number_customer_service_calls <= 1.00;3;0.9778325123152709;0.1741;0.9631728045325779;0.19619157530294287
42.0;57.0;510.0;544.0;0.0;0.0;0.0;149.3;100.0;25.38;200.2;110.0;17.02;231.7;101.0;10.43;11.9;3.0;3.21;2.0;0;0;number_customer_service_calls <= 2.00 AND total_day_minutes <= 179.70;2;0.9582366589327146;0.4018;0.9491844416562107;0.4365262550490479
11.0;130.0;510.0;4660.0;0.0;0.0;0.0;126.8;101.0;21.56;144.1;105.0;12.25;249.6;117.0;11.23;11.4;8.0;3.08;2.0;0;0;total_day_minutes <= 179.70 AND number_customer_service_calls <= 2.00;2;0.9700374531835206;0.3924;0.9491844416562107;0.4365262550490479
31.0;147.0;415.0;2709.0;0.0;1.0;36.0;254.2;78.0;43.21;228.1;105.0;19.39;98.0;125.0;4.41;13.8;7.0;3.73;5.0;0;0;voice_mail_plan > 0.00 AND international_plan <= 0.00;2;0.9561752988047809;0.2384;0.9614181438998958;0.2660126947489902
34.0;67.0;408.0;4074.0;0.0;1.0;36.0;115.6;111.0;19.65;237.7;94.0;20.2;169.9;103.0;7.65;9.9;12.0;2.67;2.0;0;0;voice_mail_plan > 0.00 AND number_customer_service_calls <= 2.00;2;0.9561643835616438;0.2152;0.9559164733178654;0.23773802654356607
8.0;82.0;415.0;3193.0;1.0;1.0;41.0;116.9;74.0;19.87;228.2;115.0;19.4;251.4;89.0;11.31;9.9;8.0;2.67;1.0;0;0;voice_mail_plan > 0.00 AND number_customer_service_calls <= 1.00;2;0.9545454545454546;0.1552;0.9581993569131833;0.17195614541257934
33.0;86.0;510.0;1391.0;0.0;0.0;0.0;141.3;72.0;24.02;154.3;95.0;13.12;210.6;91.0;9.48;8.2;5.0;2.21;1.0;0;0;total_day_minutes <= 215.60 AND number_customer_service_calls <= 1.00;2;0.9776951672862454;0.4253;0.9495305164319249;0.4668205424120023
45.0;176.0;415.0;3776.0;0.0;0.0;0.0;216.7;91.0;36.84;233.9;104.0;19.88;231.1;110.0;10.4;9.0;4.0;2.43;1.0;0;0;international_plan <= 0.00 AND number_customer_service_calls <= 2.00 AND total_day_calls <= 101.00;3;0.9577464788732394;0.375;0.9347101932045303;0.40478938257357183
8.0;87.0;510.0;2445.0;0.0;0.0;0.0;256.2;105.0;43.55;160.7;102.0;13.66;249.4;80.0;11.22;7.4;2.0;2.0;4.0;0;0;total_eve_minutes <= 201.00 AND international_plan <= 0.00 AND total_night_minutes > 199.70;3;0.9641791044776119;0.2319;0.9169398907103825;0.24206578188113098
26.0;78.0;510.0;1279.0;0.0;0.0;0.0;185.8;102.0;31.59;251.6;88.0;21.39;202.8;86.0;9.13;13.3;6.0;3.59;2.0;0;0;number_customer_service_calls <= 2.00 AND total_day_charge <= 36.65;2;0.9565807327001357;0.5907;0.9483627204030227;0.6517599538372764
41.0;128.0;510.0;4562.0;1.0;1.0;32.0;223.5;81.0;38.0;188.8;74.0;16.05;154.9;101.0;6.97;9.4;2.0;2.54;2.0;1;1;international_plan > 0.00 AND total_intl_calls <= 3.00 AND total_day_minutes > 215.60 AND 166.60 < total_eve_minutes <= 201.00 AND account_length > 127.00 AND total_day_charge > 36.65 AND total_eve_calls <= 87.00 AND total_intl_minutes > 8.50 AND state > 26.00 AND total_eve_charge <= 17.09 AND area_code > 415.00 AND phone_number > 2516.50 AND total_day_calls <= 113.00 AND voice_mail_plan <= 1.00 AND total_intl_charge <= 3.27 AND total_night_calls <= 113.00;16;0.8846153846153846;0.0;1.0;0.0037313432835820895
24.0;101.0;415.0;2473.0;1.0;0.0;0.0;156.4;116.0;26.59;130.4;114.0;11.08;207.3;109.0;9.33;7.3;5.0;1.97;1.0;0;0;total_eve_minutes <= 166.60 AND number_customer_service_calls <= 1.00 AND total_intl_charge <= 2.30;3;0.975609756097561;0.0419;0.96875;0.0447201384881708
40.0;209.0;510.0;3189.0;0.0;0.0;0.0;255.1;124.0;43.37;230.6;110.0;19.6;218.0;69.0;9.81;8.5;5.0;2.3;3.0;1;1;number_customer_service_calls > 2.00 AND area_code > 415.00 AND 2516.50 < phone_number <= 3768.25 AND 101.00 < total_eve_calls <= 114.00 AND number_vmail_messages <= 0.00 AND voice_mail_plan <= 0.00 AND total_day_minutes > 215.60 AND total_eve_minutes > 201.00 AND total_night_minutes > 199.70 AND total_intl_minutes <= 8.50 AND 8.99 < total_night_charge <= 10.57 AND state > 26.00 AND total_day_calls > 113.00 AND 4.00 < total_intl_calls <= 6.00 AND total_eve_charge <= 19.85 AND account_length > 100.00 AND total_night_calls <= 87.00;17;0.7948717948717948;0.0003;1.0;0.0037313432835820895
17.0;78.0;415.0;4589.0;0.0;0.0;0.0;254.1;112.0;43.2;215.9;80.0;18.35;267.1;124.0;12.02;16.3;3.0;4.4;0.0;1;1;total_day_minutes > 215.60 AND total_eve_charge > 17.09 AND voice_mail_plan <= 0.00 AND total_night_minutes > 234.90 AND total_eve_minutes > 201.00 AND total_intl_minutes > 12.10 AND number_customer_service_calls <= 1.00 AND total_eve_calls <= 101.00 AND total_day_charge > 36.65 AND phone_number > 3768.25 AND number_vmail_messages <= 0.00 AND total_night_charge > 10.57 AND total_intl_charge > 3.27 AND area_code > 408.00 AND total_intl_calls <= 6.00 AND total_night_calls > 100.00 AND 88.00 < total_day_calls <= 113.00 AND 13.00 < state <= 39.00 AND account_length > 73.00;19;0.9111675126903553;0.0004;1.0;0.005597014925373134
28.0;132.0;510.0;2322.0;0.0;0.0;0.0;163.2;80.0;27.74;167.6;90.0;14.25;87.5;90.0;3.94;6.2;10.0;1.67;1.0;0;0;number_customer_service_calls <= 1.00 AND total_day_charge <= 36.65 AND total_intl_calls > 6.00;3;1.0;0.081;0.9537953795379538;0.08338141950375072
1.0;115.0;415.0;598.0;0.0;0.0;0.0;265.9;112.0;45.2;132.9;94.0;11.3;185.2;106.0;8.33;14.6;7.0;3.94;1.0;0;0;total_eve_minutes <= 201.00 AND international_plan <= 0.00 AND number_customer_service_calls <= 1.00;3;0.979381443298969;0.2483;0.958904109589041;0.2827466820542412
31.0;128.0;415.0;1662.0;0.0;0.0;0.0;237.9;125.0;40.44;247.6;93.0;21.05;208.9;68.0;9.4;13.9;4.0;3.75;1.0;1;1;total_day_minutes > 215.60 AND total_eve_charge > 19.85 AND voice_mail_plan <= 0.00 AND total_eve_minutes > 233.50 AND total_night_minutes > 199.70 AND total_intl_minutes > 12.10 AND phone_number <= 2516.50 AND number_customer_service_calls <= 1.00 AND total_eve_calls <= 101.00 AND total_intl_charge > 2.78 AND account_length > 100.00;11;0.9507246376811594;0.0005;1.0;0.007462686567164179
25.0;79.0;415.0;4265.0;0.0;0.0;0.0;161.6;94.0;27.47;187.5;110.0;15.94;220.8;71.0;9.94;10.3;7.0;2.78;2.0;0;0;total_day_minutes <= 215.60 AND number_customer_service_calls <= 2.00;2;0.9683972911963883;0.5979;0.9483627204030227;0.6517599538372764
40.0;127.0;510.0;3826.0;0.0;1.0;33.0;180.5;94.0;30.69;241.9;107.0;20.56;225.4;113.0;10.14;7.4;2.0;2.0;1.0;0;0;international_plan <= 0.00 AND number_vmail_messages > 0.00;2;0.9834710743801653;0.2465;0.9613778705636743;0.2657241777264859
3.0;102.0;510.0;2933.0;0.0;1.0;29.0;158.2;132.0;26.89;250.6;47.0;21.3;219.3;86.0;9.87;15.1;4.0;4.08;1.0;0;0;voice_mail_plan > 0.00 AND number_customer_service_calls <= 1.00;2;0.9637883008356546;0.1526;0.9581993569131833;0.17195614541257934
28.0;94.0;408.0;4298.0;0.0;0.0;0.0;174.0;85.0;29.58;241.1;114.0;20.49;207.8;94.0;9.35;7.9;1.0;2.13;1.0;0;0;total_day_minutes <= 215.60 AND number_customer_service_calls <= 1.00;2;0.9733009708737864;0.4185;0.9495305164319249;0.4668205424120023
8.0;60.0;510.0;4952.0;0.0;0.0;0.0;230.7;66.0;39.22;165.4;65.0;14.06;309.1;139.0;13.91;13.3;10.0;3.59;1.0;0;0;total_eve_minutes <= 201.00 AND number_customer_service_calls <= 1.00;2;0.9562043795620438;0.2747;0.9295900178253119;0.30092325447201385
33.0;138.0;510.0;3567.0;0.0;0.0;0.0;171.4;117.0;29.14;115.2;128.0;9.79;224.5;115.0;10.1;17.0;4.0;4.59;3.0;0;0;total_day_minutes <= 215.60 AND international_plan <= 0.00;2;0.9529914529914529;0.6824;0.936565803864382;0.741200230813618
50.0;145.0;408.0;4104.0;0.0;0.0;0.0;229.6;82.0;39.03;138.1;103.0;11.74;250.8;109.0;11.29;3.3;3.0;0.89;1.0;0;0;total_eve_minutes <= 166.60 AND international_plan <= 0.00;2;0.9646017699115044;0.2256;0.9372937293729373;0.24581650317368725
26.0;157.0;408.0;4736.0;0.0;0.0;0.0;240.2;67.0;40.83;153.0;98.0;13.01;249.0;72.0;11.21;10.2;6.0;2.75;2.0;0;0;total_intl_minutes <= 10.30 AND number_customer_service_calls <= 2.00 AND total_eve_minutes <= 166.60;3;0.9735849056603774;0.1037;0.9491525423728814;0.11309867282169649
23.0;93.0;415.0;3429.0;0.0;0.0;0.0;172.0;80.0;29.24;219.1;76.0;18.62;169.8;108.0;7.64;10.3;3.0;2.78;0.0;0;0;total_day_minutes <= 179.70 AND number_customer_service_calls <= 2.00;2;0.9686369119420989;0.3928;0.9491844416562107;0.4365262550490479
30.0;123.0;415.0;3600.0;0.0;1.0;22.0;197.6;105.0;33.59;80.0;86.0;6.8;120.8;82.0;5.44;15.6;12.0;4.21;2.0;0;0;voice_mail_plan > 0.00 AND number_customer_service_calls <= 2.00;2;0.9613034623217923;0.2149;0.9559164733178654;0.23773802654356607
29.0;159.0;415.0;1828.0;0.0;0.0;0.0;189.1;105.0;32.15;246.1;147.0;20.92;242.0;106.0;10.89;10.4;5.0;2.81;1.0;1;1;total_eve_minutes > 233.50 AND total_day_minutes > 179.70 AND voice_mail_plan <= 0.00 AND total_night_minutes > 234.90 AND total_day_calls > 101.00 AND total_intl_calls <= 6.00 AND 1258.75 < phone_number <= 2516.50 AND total_night_charge > 10.57 AND area_code <= 415.00 AND 8.50 < total_intl_minutes <= 12.10 AND number_customer_service_calls <= 1.00 AND 100.00 < total_night_calls <= 113.00 AND 2.78 < total_intl_charge <= 3.27 AND total_eve_calls > 101.00 AND 13.00 < state <= 39.00 AND account_length > 127.00 AND number_vmail_messages <= 0.00 AND international_plan <= 0.00;18;0.7871559633027523;0.0005;1.0;0.0037313432835820895
45.0;129.0;408.0;2936.0;0.0;0.0;0.0;207.0;91.0;35.19;154.9;121.0;13.17;245.1;112.0;11.03;13.4;5.0;3.62;3.0;0;0;total_eve_minutes <= 166.60 AND account_length > 127.00;2;0.968609865470852;0.0608;0.9094488188976378;0.06664743219849971
50.0;87.0;415.0;756.0;0.0;1.0;22.0;263.8;65.0;44.85;103.4;115.0;8.79;208.1;109.0;9.36;8.5;3.0;2.3;3.0;0;0;international_plan <= 0.00 AND number_vmail_messages > 17.00;2;0.96875;0.2304;0.9585666293393057;0.24697057126370456
22.0;82.0;415.0;4194.0;0.0;0.0;0.0;164.1;84.0;27.9;317.7;109.0;27.0;241.5;87.0;10.87;13.3;4.0;3.59;1.0;0;0;total_day_minutes <= 215.60 AND number_customer_service_calls <= 1.00;2;0.9661538461538461;0.4206;0.9495305164319249;0.4668205424120023
35.0;92.0;415.0;1424.0;0.0;0.0;0.0;145.9;90.0;24.8;148.1;105.0;12.59;241.3;93.0;10.86;8.4;1.0;2.27;2.0;0;0;total_day_minutes <= 215.60 AND international_plan <= 0.00;2;0.952914798206278;0.6832;0.936565803864382;0.741200230813618
14.0;67.0;415.0;2185.0;0.0;0.0;0.0;109.1;117.0;18.55;217.4;124.0;18.48;188.4;141.0;8.48;12.8;6.0;3.46;0.0;0;0;total_eve_minutes <= 233.50 AND number_customer_service_calls <= 2.00 AND international_plan <= 0.00;3;0.9685863874345549;0.5344;0.9472947761194029;0.5859780727062897
20.0;125.0;408.0;1156.0;0.0;0.0;0.0;137.1;94.0;23.31;209.8;83.0;17.83;238.4;114.0;10.73;8.6;4.0;2.32;1.0;0;0;total_day_minutes <= 215.60 AND international_plan <= 0.00 AND number_customer_service_calls <= 1.00;3;0.9849137931034483;0.3934;0.9762516046213093;0.4388343912290825
24.0;168.0;415.0;658.0;0.0;1.0;42.0;97.4;57.0;16.56;203.6;98.0;17.31;173.9;124.0;7.83;11.4;2.0;3.08;2.0;0;0;voice_mail_plan > 0.00 AND international_plan <= 0.00;2;0.9673366834170855;0.2337;0.9614181438998958;0.2660126947489902
1.0;121.0;415.0;4593.0;0.0;0.0;0.0;168.9;128.0;28.71;123.9;99.0;10.53;266.3;105.0;11.98;2.9;7.0;0.78;2.0;0;0;total_eve_minutes <= 166.60 AND number_customer_service_calls <= 2.00;2;0.9578107183580388;0.1984;0.9473684210526315;0.2181188690132718
31.0;107.0;510.0;171.0;0.0;0.0;0.0;156.3;75.0;26.57;215.3;93.0;18.3;118.2;115.0;5.32;8.8;2.0;2.38;1.0;0;0;number_customer_service_calls <= 2.00 AND total_night_minutes <= 166.30;2;0.9800796812749004;0.1995;0.9272030651340997;0.20946335833814195
47.0;132.0;415.0;2212.0;0.0;0.0;0.0;240.1;115.0;40.82;180.4;91.0;15.33;133.4;122.0;6.0;8.0;6.0;2.16;3.0;0;0;total_eve_minutes <= 201.00 AND international_plan <= 0.00 AND total_eve_charge <= 17.09 AND state > 26.00;4;0.9546925566343042;0.2152;0.9234234234234234;0.23658395845354876
18.0;76.0;510.0;3739.0;0.0;0.0;0.0;156.3;117.0;26.57;115.7;53.0;9.83;316.4;121.0;14.24;6.8;4.0;1.84;1.0;0;0;total_eve_minutes <= 166.60 AND international_plan <= 0.00;2;0.968141592920354;0.2344;0.9372937293729373;0.24581650317368725
45.0;66.0;415.0;1205.0;0.0;0.0;0.0;145.6;105.0;24.75;250.9;82.0;21.33;156.6;102.0;7.05;12.2;7.0;3.29;1.0;0;0;number_customer_service_calls <= 1.00 AND total_day_charge <= 36.65 AND international_plan <= 0.00;3;0.9781990521327014;0.3978;0.9762516046213093;0.4388343912290825
17.0;115.0;510.0;2758.0;0.0;0.0;0.0;99.7;107.0;16.95;145.1;96.0;12.33;149.4;99.0;6.72;14.1;4.0;3.81;2.0;0;0;total_eve_minutes <= 166.60 AND number_customer_service_calls <= 2.00 AND international_plan <= 0.00;3;0.9833101529902643;0.1818;0.9778393351800554;0.20369301788805538
0.0;71.0;510.0;227.0;0.0;0.0;0.0;185.0;84.0;31.45;232.5;129.0;19.76;191.1;82.0;8.6;14.9;4.0;4.02;3.0;0;0;international_plan <= 0.00 AND total_day_charge <= 36.65;2;0.9513797634691196;0.6889;0.936565803864382;0.741200230813618
20.0;139.0;415.0;414.0;0.0;0.0;0.0;181.6;119.0;30.87;335.7;118.0;28.53;149.8;64.0;6.74;8.3;6.0;2.24;4.0;0;0;total_day_minutes <= 215.60 AND phone_number <= 1258.75;2;0.9538461538461539;0.1934;0.9238985313751669;0.1996537795729948
42.0;80.0;415.0;1269.0;1.0;0.0;0.0;276.5;122.0;47.01;195.6;79.0;16.63;210.3;78.0;9.46;7.2;3.0;1.94;1.0;1;1;international_plan > 0.00 AND total_intl_calls <= 3.00 AND total_eve_minutes > 166.60 AND total_day_minutes > 215.60 AND total_night_calls <= 87.00 AND voice_mail_plan <= 0.00 AND total_night_minutes > 199.70 AND total_day_charge > 30.55 AND account_length > 73.00 AND area_code > 408.00 AND 14.16 < total_eve_charge <= 17.09 AND phone_number <= 3768.25 AND total_night_charge <= 10.57 AND number_vmail_messages <= 0.00;14;0.9530201342281879;0.0;1.0;0.0037313432835820895
23.0;57.0;415.0;1094.0;0.0;0.0;0.0;272.7;74.0;46.36;224.9;85.0;19.12;178.2;104.0;8.02;10.5;3.0;2.84;2.0;1;1;total_day_minutes > 215.60 AND total_eve_minutes > 201.00 AND voice_mail_plan <= 0.00 AND total_night_charge > 7.48 AND phone_number <= 1258.75 AND 166.30 < total_night_minutes <= 234.90 AND total_intl_calls <= 3.00 AND total_day_charge > 36.65 AND total_day_calls <= 88.00 AND number_vmail_messages <= 0.00 AND total_night_calls > 100.00 AND number_customer_service_calls > 1.00 AND total_eve_calls <= 101.00 AND total_intl_charge > 2.78 AND 408.00 < area_code <= 415.00 AND total_intl_minutes > 8.50 AND total_eve_charge > 17.09 AND account_length <= 73.00 AND state > 13.00;19;0.8751974723538705;0.0003;1.0;0.005597014925373134
33.0;115.0;415.0;1536.0;0.0;0.0;0.0;184.1;98.0;31.3;327.0;73.0;27.8;212.5;106.0;9.56;7.5;6.0;2.03;2.0;0;0;total_day_minutes <= 215.60 AND number_customer_service_calls <= 2.00 AND total_intl_charge <= 2.30;3;0.9824561403508771;0.1452;0.9635157545605307;0.16762839007501443
19.0;101.0;415.0;3811.0;0.0;1.0;21.0;238.0;88.0;40.46;209.6;84.0;17.82;233.0;95.0;10.49;10.0;5.0;2.7;2.0;0;0;voice_mail_plan > 0.00 AND international_plan <= 0.00;2;0.9641350210970464;0.2454;0.9614181438998958;0.2660126947489902
35.0;82.0;415.0;3432.0;0.0;0.0;0.0;179.2;95.0;30.46;228.9;95.0;19.46;187.7;100.0;8.45;13.2;2.0;3.56;1.0;0;0;total_day_minutes <= 215.60 AND international_plan <= 0.00;2;0.9546313799621928;0.6876;0.936565803864382;0.741200230813618
1.0;91.0;510.0;3118.0;1.0;0.0;0.0;129.9;112.0;22.08;173.3;83.0;14.73;247.2;130.0;11.12;11.2;3.0;3.02;3.0;0;0;total_day_minutes <= 215.60 AND total_night_calls > 100.00 AND account_length <= 100.00;3;0.9501466275659824;0.1888;0.9144736842105263;0.20051933064050778
32.0;72.0;415.0;4491.0;0.0;0.0;0.0;190.7;111.0;32.42;241.6;103.0;20.54;278.1;95.0;12.51;4.4;3.0;1.19;1.0;0;0;total_day_minutes <= 215.60 AND number_customer_service_calls <= 1.00;2;0.9761904761904762;0.4325;0.9495305164319249;0.4668205424120023
