V1;V2;V3;V4;V5;V6;V7;V8;V9;V10;V11;V12;V13;V14;V15;V16;V17;V18;V19;V20;V21;V22;V23;V24;V25;V26;V27;V28;V29;V30;V31;V32;V33;V34;V35;V36;V37;V38;V39;V40;V41;target;prediction;anchor_rule;anchor_rule_len;anchor_precision;anchor_coverage;anchor_precision_correct;anchor_coverage_correct
5.035;2.6068;3.0;0.0;1.0;0.0;6.0;48.0;0.0;3.0;2.0;0.0;4.145;0.954;10.713;8.0;1.064;1.105;0.0;1.0;0.0;1.308;2.0;0.0;1.0;0.0;2.3680000000000003;0.0;0.0;21.048;3.414;0.0;6.0;2.0;0.0;4.11;2.833;1.0;9.572;0.0;3.0;0;0;V7 > 3.00;1;0.9555555555555556;0.1589;0.9712230215827338;0.2339688041594454
4.629;3.9373;0.0;0.0;0.0;0.0;0.0;31.3;0.0;1.0;1.0;-0.0559999999999999;2.83;1.379;9.312;3.0;0.998;1.148;0.0;0.0;0.0;1.211;0.0;0.0;0.0;0.0;2.053;0.143;0.0;10.319;1.776;0.0;0.0;1.0;0.0;3.475;2.81;1.0;7.672999999999999;0.0;0.0;0;0;V34 > 0.00 AND V11 > 0.00 AND V35 <= 0.00;3;0.9792429792429792;0.1046;0.9560439560439561;0.15077989601386482
4.522;2.3963;0.0;0.0;3.0;0.0;1.0;36.0;1.0;0.0;2.0;0.0;3.253;1.887;9.535;0.0;0.98;1.14;0.0;0.0;0.0;1.231;1.0;0.0;0.0;0.0;2.157;-0.0069999999999999;0.0;0.0;3.141;0.0;0.0;3.0;3.0;3.555;2.061;2.0;8.005;0.0;0.0;0;0;V34 > 2.00 AND V10 <= 0.00;2;0.9918478260869565;0.0769;1.0;0.11611785095320624
4.346;3.6387;0.0;0.0;0.0;0.0;0.0;31.6;0.0;3.0;0.0;-0.41;3.074;1.975;9.16;3.0;1.021;1.142;0.0;0.0;0.0;1.153;0.0;0.0;0.0;0.0;2.0;0.05;0.0;10.291;3.165;0.0;0.0;0.0;0.0;3.424;2.852;0.0;7.785;0.0;0.0;1;1;V14 > 1.71 AND V39 <= 7.97 AND V30 > 0.00;3;0.9721448467966574;0.0203;0.95;0.07063197026022305
5.284;5.2824;3.0;0.0;0.0;0.0;0.0;26.3;2.0;6.0;0.0;-1.009;4.0280000000000005;2.187;10.651;10.0;1.024;1.131;0.0;0.0;0.0;1.244;0.0;0.0;0.0;0.0;2.314;0.0;0.0;23.28;2.965;0.0;0.0;0.0;0.0;4.823;2.709;0.0;9.752;0.0;0.0;0;0;V39 > 9.01 AND V3 > 1.00;2;0.976271186440678;0.1328;0.9911504424778761;0.19410745233968804
5.416;2.4805;1.0;0.0;3.0;0.0;7.0;51.9;0.0;3.0;3.0;-0.735;4.305;0.73;10.964;11.0;1.031;1.097;0.0;0.0;0.0;1.3090000000000002;6.0;1.0;0.0;0.0;2.551;0.0;1.0;24.769;1.4069999999999998;0.0;3.0;2.0;3.0;6.88;2.724;1.0;11.646;0.0;1.0;0;0;V7 > 3.00;1;0.9538834951456311;0.1653;0.9712230215827338;0.2339688041594454
5.299;1.7433;0.0;0.0;6.0;0.0;0.0;33.3;0.0;6.0;12.0;-1.781;3.969;0.61;10.903;12.0;1.044;1.146;0.0;0.0;0.0;1.126;4.0;0.0;0.0;0.0;2.505;0.0;0.0;37.083;1.91;0.0;0.0;3.0;0.0;3.801;2.643;3.0;9.054;0.0;0.0;0;0;V38 > 1.00 AND V39 > 9.01;2;0.9935400516795866;0.066;0.9827586206896551;0.09878682842287695
3.978;2.9644;0.0;0.0;1.0;0.0;0.0;32.8;1.0;1.0;1.0;0.0;3.799;3.44;9.762;1.0;0.971;1.141;0.0;0.0;0.0;1.207;0.0;0.0;0.0;0.0;1.98;0.0;0.0;9.874;8.527000000000001;0.0;0.0;1.0;0.0;3.359;1.905;1.0;8.252;0.0;0.0;0;1;V14 > 1.71 AND V1 <= 4.44 AND V10 > 0.00 AND V13 <= 3.82 AND V38 <= 1.00;5;0.9501385041551247;0.0507;0.9534883720930233;0.1524163568773234
3.95;2.7989;0.0;0.0;0.0;0.0;0.0;31.0;2.0;1.0;0.0;0.0;3.364;2.807;9.296;1.0;0.969;1.143;0.0;0.0;0.0;1.18;0.0;0.0;0.0;0.0;1.956;-0.002;0.0;0.0;5.698;0.0;0.0;0.0;1.0;2.9760000000000004;1.857;0.0;7.552;0.0;0.0;1;1;V14 > 1.71 AND V39 <= 7.97 AND V15 <= 9.49 AND V38 <= 0.00;4;0.9912510936132983;0.0316;1.0;0.10780669144981413
5.206;3.5794;0.0;0.0;1.0;0.0;0.0;30.6;1.0;3.0;3.0;-0.919;3.965;3.189;10.627;2.0;0.985;1.147;0.0;0.0;0.0;1.18;0.0;0.0;0.0;0.0;2.22;0.0;0.0;22.35;8.266;0.0;0.0;4.0;1.0;3.4730000000000003;2.306;2.0;8.611;0.0;0.0;1;0;V34 > 2.00 AND V1 > 5.11;2;0.9932279909706546;0.0533;0.9767441860465116;0.07279029462738301
4.372;3.4629;0.0;0.0;0.0;0.0;0.0;38.5;2.0;0.0;0.0;2.495;3.129;1.922;9.494;0.0;0.964;1.128;0.0;0.0;0.0;1.288;0.0;0.0;0.0;0.0;2.031;-0.023;0.0;0.0;3.412;0.0;0.0;0.0;0.0;3.363;2.033;0.0;7.909;0.0;0.0;1;1;V14 > 1.71 AND V39 <= 7.97 AND V18 <= 1.13 AND V1 <= 4.44;4;0.9823008849557522;0.0034;1.0;0.01486988847583643
5.332999999999999;4.7687;0.0;0.0;0.0;2.0;0.0;25.6;6.0;7.0;0.0;0.0;3.66;2.027;10.771;24.0;1.026;1.155;0.0;0.0;0.0;1.068;0.0;0.0;0.0;0.0;2.303;0.0;0.0;0.0;3.918;0.0;0.0;0.0;6.0;3.394;3.176;0.0;8.181000000000001;0.0;0.0;0;0;V6 > 0.00 AND V1 > 5.11;2;0.9906976744186047;0.1154;0.9801980198019802;0.17157712305025996
5.31;2.3715;0.0;0.0;0.0;0.0;4.0;58.3;0.0;2.0;0.0;-0.128;3.745;0.625;10.681;8.0;1.008;1.087;0.0;0.0;0.0;1.3119999999999998;6.0;0.0;0.0;0.0;2.499;0.0;0.0;24.203000000000003;1.262;0.0;0.0;0.0;0.0;3.942;2.5;0.0;8.901;0.0;0.0;1;1;V30 > 12.31 AND V3 <= 0.00 AND V5 <= 0.00 AND V6 <= 0.00 AND V37 > 2.46 AND V32 <= 0.00;6;0.9667731629392972;0.0557;0.9545454545454546;0.15613382899628253
4.953;1.9231;0.0;0.0;4.0;0.0;4.0;38.9;2.0;0.0;6.0;0.0;4.176;2.296;10.707;0.0;0.967;1.128;0.0;0.0;0.0;1.265;2.0;0.0;0.0;1.0;2.343;0.0;0.0;0.0;6.238;0.0;2.0;4.0;1.0;3.732;1.73;1.0;8.931000000000001;0.0;0.0;0;0;V7 > 3.00;1;0.9587378640776699;0.1693;0.9712230215827338;0.2339688041594454
5.259;4.7145;1.0;0.0;0.0;0.0;0.0;23.1;3.0;4.0;0.0;0.0;3.375;1.868;10.091;9.0;1.014;1.149;0.0;0.0;0.0;1.165;0.0;0.0;0.0;0.0;2.236;0.015;0.0;11.347;1.836;0.0;0.0;0.0;0.0;4.415;2.619;0.0;9.008;0.0;0.0;0;0;V1 > 5.11 AND V36 > 3.99;2;0.9872468117029257;0.1449;0.9754098360655737;0.20623916811091855
3.732;2.3783;1.0;0.0;0.0;0.0;0.0;29.4;2.0;0.0;0.0;0.0;3.605;1.585;8.16;0.0;0.972;1.137;0.0;0.0;0.0;1.297;0.0;1.0;0.0;0.0;1.802;-0.187;1.0;0.0;2.488;0.0;0.0;0.0;0.0;6.8660000000000005;1.7919999999999998;0.0;11.564;0.0;1.0;0;0;V39 > 9.01 AND V10 <= 0.00;2;0.9678800856531049;0.0689;1.0;0.10051993067590988
4.596;3.2349;2.0;0.0;0.0;0.0;2.0;50.0;0.0;0.0;0.0;0.0;3.373;0.875;9.54;0.0;1.025;1.094;0.0;0.0;0.0;1.3769999999999998;1.0;0.0;1.0;0.0;2.175;0.045;0.0;0.0;1.069;0.0;2.0;0.0;0.0;3.973;2.444;0.0;8.792;0.0;2.0;0;0;V7 > 0.00 AND V3 > 1.00;2;0.9921568627450981;0.1097;1.0;0.16291161178509533
4.828;3.3386;0.0;0.0;0.0;0.0;2.0;40.0;0.0;2.0;0.0;0.0;3.2030000000000003;1.261;9.749;4.0;1.004;1.125;0.0;0.0;0.0;1.219;1.0;0.0;0.0;0.0;2.247;0.0139999999999999;0.0;0.0;1.436;0.0;2.0;0.0;0.0;3.677;2.233;0.0;8.113999999999999;0.0;0.0;1;0;V7 > 1.00 AND V30 <= 0.00 AND V35 <= 0.00;3;0.9800498753117207;0.106;0.9885057471264368;0.14904679376083188
4.343;3.9399;0.0;0.0;0.0;0.0;0.0;33.3;0.0;4.0;0.0;-2.514;3.047;1.5;9.309;4.0;1.09;1.139;0.0;0.0;0.0;1.108;0.0;0.0;0.0;0.0;2.0;-0.0969999999999999;0.0;19.107;2.682;0.0;0.0;0.0;2.0;3.519;4.167;0.0;8.016;0.0;0.0;1;1;V30 > 12.31 AND V1 <= 4.44 AND V8 > 30.80;3;0.9565217391304348;0.0158;0.9333333333333333;0.05204460966542751
4.923;3.5053;0.0;0.0;1.0;0.0;2.0;41.2;1.0;2.0;3.0;0.0;3.278;1.185;9.911;4.0;1.024;1.127;0.0;1.0;0.0;1.254;1.0;0.0;0.0;0.0;2.267;0.015;0.0;20.455;1.5630000000000002;0.0;1.0;2.0;0.0;3.854;2.9330000000000003;1.0;8.499;0.0;0.0;0;0;V7 > 1.00 AND V20 > 0.00;2;1.0;0.0615;1.0;0.08665511265164645
4.414;2.1543;0.0;0.0;1.0;0.0;0.0;30.0;0.0;0.0;2.0;0.0;2.736;0.802;9.183;0.0;0.97;1.149;0.0;0.0;0.0;1.165;1.0;0.0;0.0;0.0;2.101;-0.064;0.0;0.0;0.975;0.0;0.0;2.0;2.0;3.143;1.833;1.0;7.082999999999999;0.0;0.0;1;0;V38 > 0.00 AND V10 <= 0.00 AND V14 <= 0.88;3;0.9984779299847792;0.0705;1.0;0.10571923743500866
4.414;3.2230000000000003;0.0;0.0;1.0;0.0;0.0;38.5;0.0;0.0;2.0;0.0;2.883;0.802;9.183;0.0;0.998;1.141;0.0;0.0;0.0;1.256;1.0;0.0;0.0;0.0;2.101;-0.081;0.0;0.0;0.975;0.0;1.0;4.0;2.0;3.5810000000000004;2.381;2.0;7.834;0.0;0.0;0;0;V34 > 2.00 AND V10 <= 0.00;2;0.9971181556195965;0.0785;1.0;0.11611785095320624
4.97;3.567;3.0;0.0;0.0;0.0;4.0;46.2;0.0;1.0;0.0;0.0;3.66;0.861;10.06;2.0;1.073;1.099;0.0;0.0;0.0;1.334;1.0;0.0;1.0;0.0;2.307;0.015;0.0;0.0;0.962;0.0;4.0;0.0;1.0;4.106;2.9;0.0;9.154;0.0;3.0;1;0;V7 > 3.00;1;0.9770642201834863;0.1625;0.9712230215827338;0.2339688041594454
5.377000000000001;3.3527;0.0;0.0;0.0;1.0;3.0;37.9;3.0;2.0;0.0;0.0;3.437;1.23;10.559;5.0;0.99;1.129;0.0;0.0;0.0;1.23;1.0;0.0;0.0;0.0;2.375;-0.002;0.0;0.0;1.809;0.0;2.0;0.0;1.0;3.774;2.2880000000000003;0.0;8.414;0.0;0.0;0;0;V6 > 0.00 AND V33 > 0.00;2;1.0;0.0351;1.0;0.053726169844020795
5.492999999999999;2.0841;0.0;0.0;12.0;6.0;12.0;38.1;18.0;6.0;15.0;-2.283;4.908;0.97;12.308;24.0;0.988;1.131;0.0;0.0;0.0;1.248;4.0;0.0;0.0;0.0;2.525;0.0;0.0;44.045;3.898;0.0;3.0;3.0;3.0;3.918;2.281;3.0;9.972;0.0;0.0;0;0;V7 > 3.00;1;0.9652996845425867;0.1663;0.9712230215827338;0.2339688041594454
5.051;1.6237;4.0;2.0;16.0;0.0;14.0;41.9;2.0;8.0;20.0;-2.695;5.032;0.964;11.786;14.0;1.032;1.124;0.0;0.0;0.0;1.265;4.0;0.0;1.0;0.0;2.399;0.0;0.0;50.918;9.592;0.0;12.0;18.0;2.0;4.016;2.595;6.0;10.274;0.0;4.0;0;0;V7 > 3.00;1;0.9588607594936709;0.1604;0.9712230215827338;0.2339688041594454
3.618;3.4245;0.0;0.0;0.0;0.0;0.0;44.4;0.0;1.0;0.0;0.0;2.593;0.0;8.412;0.0;1.011;1.116;0.0;0.0;0.0;1.332;1.0;0.0;0.0;0.0;2.0;-0.237;0.0;0.0;0.579;0.0;0.0;0.0;0.0;3.526;2.3;0.0;7.6;0.0;0.0;0;1;V8 > 43.50 AND V1 <= 4.44 AND V10 > 0.00;3;0.9933598937583001;0.0051;1.0;0.01858736059479554
4.977;2.0833;0.0;0.0;0.0;0.0;0.0;31.0;1.0;6.0;0.0;-0.3429999999999999;3.988;3.337;10.606;9.0;1.0;1.143;0.0;0.0;0.0;1.142;1.0;0.0;0.0;0.0;2.361;0.0;0.0;11.629;7.693;0.0;0.0;0.0;3.0;3.497;2.458;0.0;8.579;0.0;0.0;1;1;V35 > 2.00 AND V36 <= 3.72 AND V30 > 0.00 AND V38 <= 0.00;4;0.9530864197530864;0.0075;1.0;0.026022304832713755
4.414;3.2871;1.0;0.0;0.0;0.0;0.0;45.5;0.0;0.0;1.0;0.0;3.11;0.802;9.183;0.0;1.018;1.116;0.0;0.0;0.0;1.3230000000000002;1.0;0.0;1.0;0.0;2.101;-0.081;0.0;0.0;0.975;0.0;0.0;2.0;0.0;3.867;2.397;1.0;8.386000000000001;0.0;1.0;0;0;V34 > 0.00 AND V25 > 0.00;2;1.0;0.0626;1.0;0.09185441941074524
5.115;1.9359;0.0;0.0;6.0;0.0;4.0;53.3;0.0;2.0;6.0;0.355;3.962;0.5479999999999999;10.947;6.0;1.013;1.103;0.0;0.0;0.0;1.3;6.0;0.0;0.0;0.0;2.529;0.0;0.0;24.736;2.583;0.0;2.0;8.0;2.0;3.945;2.417;2.0;9.123;0.0;0.0;0;0;V7 > 3.00;1;0.9594272076372315;0.1609;0.9712230215827338;0.2339688041594454
5.318;3.1083;0.0;0.0;0.0;1.0;2.0;40.0;3.0;1.0;0.0;0.0;3.272;1.16;10.388;2.0;0.981;1.125;0.0;0.0;0.0;1.263;1.0;0.0;0.0;0.0;2.318;-0.0069999999999999;0.0;0.0;1.7819999999999998;0.0;1.0;0.0;1.0;3.702;2.235;0.0;8.244;0.0;0.0;0;0;V6 > 0.00 AND V33 > 0.00;2;1.0;0.038;1.0;0.053726169844020795
4.382;3.2243;0.0;0.0;0.0;0.0;0.0;33.3;2.0;2.0;0.0;-0.013;3.935;3.554;10.06;4.0;0.973;1.138;0.0;0.0;0.0;1.203;0.0;0.0;0.0;0.0;2.051;0.0;0.0;11.42;9.36;0.0;0.0;0.0;0.0;3.366;1.903;0.0;8.397;0.0;0.0;1;1;V14 > 1.71 AND V36 <= 3.48 AND V34 <= 0.00 AND V1 <= 4.44;4;0.9501845018450185;0.0543;1.0;0.17843866171003717
4.842;3.1241;0.0;0.0;0.0;0.0;2.0;44.4;0.0;4.0;0.0;-2.126;3.451;1.258;10.136;8.0;1.053;1.116;0.0;0.0;0.0;1.194;1.0;0.0;0.0;0.0;2.278;0.005;0.0;20.669;2.113;0.0;0.0;0.0;2.0;3.753;3.389;0.0;8.529;0.0;0.0;1;1;V30 > 12.31 AND V3 <= 0.00 AND V28 > 0.00 AND V34 <= 0.00;4;0.9655172413793104;0.0144;0.9375;0.055762081784386616
4.303;3.1413;0.0;0.0;0.0;0.0;0.0;23.5;2.0;1.0;0.0;0.0;2.587;1.459;8.815;2.0;0.991;1.164;0.0;0.0;0.0;1.072;0.0;0.0;0.0;0.0;1.932;-0.222;0.0;0.0;1.745;0.0;0.0;2.0;1.0;3.128;2.5;1.0;6.959;0.0;0.0;0;0;V34 > 0.00 AND V38 > 0.00 AND V35 <= 1.00 AND V30 <= 0.00;4;0.9626373626373627;0.0946;0.9230769230769231;0.12478336221837089
4.641;2.7973;0.0;0.0;0.0;0.0;2.0;41.7;2.0;0.0;0.0;0.0;3.157;1.261;9.714;0.0;0.966;1.121;0.0;0.0;0.0;1.279;1.0;0.0;0.0;0.0;2.214;0.012;0.0;0.0;1.783;0.0;0.0;0.0;0.0;3.623;1.833;0.0;8.015;0.0;0.0;0;0;V7 > 1.00 AND V10 <= 0.00;2;0.985239852398524;0.1254;0.9908256880733946;0.18717504332755633
5.446000000000001;2.5224;2.0;0.0;1.0;0.0;3.0;40.0;1.0;4.0;2.0;0.0;4.1160000000000005;1.197;10.882;12.0;1.018;1.111;0.0;1.0;0.0;1.308;2.0;0.0;0.0;0.0;2.397;0.0;0.0;21.296;3.431;0.0;3.0;2.0;0.0;4.718999999999999;2.57;1.0;9.801;0.0;0.0;0;0;V39 > 9.01 AND V33 > 2.00;2;1.0;0.101;1.0;0.14558058925476602
4.745;1.8876;0.0;0.0;4.0;0.0;3.0;40.0;2.0;0.0;7.0;0.0;3.937;1.936;10.509;0.0;0.974;1.128;0.0;0.0;0.0;1.269;2.0;0.0;0.0;1.0;2.283;0.0;0.0;0.0;5.249;0.0;3.0;8.0;2.0;3.689;1.856;2.0;8.783;0.0;0.0;0;0;V34 > 2.00 AND V33 > 0.00;2;0.9930795847750865;0.1133;0.9587628865979382;0.1611785095320624
4.872;3.1623;0.0;0.0;3.0;0.0;3.0;36.0;1.0;2.0;4.0;-0.121;3.472;1.508;10.166;3.0;1.011;1.14;0.0;0.0;0.0;1.215;1.0;0.0;0.0;0.0;2.296;-0.002;0.0;10.696;2.373;0.0;3.0;5.0;3.0;3.736;2.59;2.0;8.47;0.0;0.0;0;0;V34 > 2.00 AND V33 > 2.00;2;1.0;0.0512;1.0;0.07625649913344887
4.992;2.5242;0.0;0.0;2.0;0.0;6.0;43.8;2.0;0.0;6.0;0.0;3.677;0.75;10.568;0.0;0.981;1.122;0.0;0.0;0.0;1.298;2.0;0.0;0.0;0.0;2.3680000000000003;0.0;0.0;0.0;2.478;0.0;2.0;4.0;4.0;3.822;2.125;2.0;8.764;0.0;0.0;0;0;V7 > 3.00;1;0.9684542586750788;0.1646;0.9712230215827338;0.2339688041594454
5.092;2.0631;0.0;0.0;3.0;0.0;5.0;51.5;0.0;2.0;4.0;-0.32;3.945;0.5479999999999999;10.725;6.0;1.002;1.103;0.0;0.0;0.0;1.304;4.0;0.0;0.0;0.0;2.412;0.0;0.0;12.207;3.4610000000000003;0.0;2.0;3.0;2.0;3.924;2.375;1.0;9.072;0.0;0.0;0;0;V7 > 3.00;1;0.9523809523809523;0.1638;0.9712230215827338;0.2339688041594454
4.923;3.5714;1.0;0.0;1.0;0.0;2.0;42.9;0.0;2.0;2.0;0.0;3.445;1.185;9.911;4.0;1.061;1.121;0.0;1.0;0.0;1.273;1.0;0.0;1.0;0.0;2.267;0.015;0.0;20.286;1.5630000000000002;0.0;2.0;2.0;0.0;3.988;3.144;1.0;8.825;0.0;1.0;0;0;V20 > 0.00 AND V25 > 0.00;2;1.0;0.0205;1.0;0.03119584055459272
5.431;2.8955;0.0;0.0;0.0;2.0;0.0;32.1;4.0;1.0;1.0;0.374;3.233;0.8320000000000001;10.681;2.0;0.982;1.144;0.0;0.0;0.0;1.232;1.0;0.0;0.0;0.0;2.394;-0.0069999999999999;0.0;11.254;1.055;2.0;0.0;6.0;1.0;3.573;2.242;1.0;8.088;0.0;0.0;0;0;V6 > 0.00 AND V32 > 0.00;2;1.0;0.0229;1.0;0.03466204506065858
5.268;3.9791;4.0;0.0;6.0;0.0;6.0;57.1;0.0;0.0;4.0;0.0;4.005;1.197;10.51;0.0;1.099;1.085;0.0;0.0;0.0;1.399;1.0;0.0;1.0;0.0;2.439;0.001;0.0;0.0;1.098;0.0;4.0;2.0;0.0;4.262;3.103;2.0;9.544;0.0;4.0;0;0;V7 > 3.00;1;0.9814814814814815;0.1677;0.9712230215827338;0.2339688041594454
4.0;2.3699;0.0;0.0;0.0;0.0;0.0;30.0;1.0;1.0;0.0;0.0;2.273;1.0;8.482000000000001;0.0;0.998;1.146;0.0;0.0;0.0;1.09;1.0;0.0;0.0;0.0;2.17;0.34;0.0;0.0;1.0;0.0;0.0;0.0;0.0;3.302;2.083;0.0;7.174;0.0;0.0;1;1;V39 <= 7.97 AND V1 <= 4.44 AND V38 <= 0.00 AND V10 > 0.00;4;0.9555095706156234;0.0873;1.0;0.26765799256505574
5.0760000000000005;1.9467;0.0;0.0;0.0;0.0;4.0;42.0;1.0;3.0;0.0;-0.185;4.049;2.094;10.679;10.0;0.989;1.121;0.0;0.0;0.0;1.25;2.0;0.0;0.0;0.0;2.372;0.0;0.0;12.363;5.622999999999999;0.0;2.0;0.0;1.0;3.827;2.222;0.0;8.963;0.0;0.0;0;0;V7 > 3.00;1;0.9558359621451105;0.1623;0.9712230215827338;0.2339688041594454
4.303;3.1007;1.0;0.0;0.0;0.0;0.0;41.7;1.0;0.0;0.0;0.0;2.938;0.862;9.067;0.0;0.977;1.097;0.0;0.0;0.0;1.439;1.0;0.0;0.0;0.0;2.115;0.125;0.0;0.0;0.956;0.0;0.0;0.0;0.0;4.069;1.917;0.0;8.506;0.0;0.0;0;0;V14 <= 0.88 AND V36 > 3.99;2;0.9921630094043887;0.1034;1.0;0.14558058925476602
4.709;2.1739;0.0;0.0;0.0;0.0;3.0;50.0;0.0;1.0;0.0;0.0;3.5580000000000003;0.544;10.149;2.0;0.986;1.104;0.0;0.0;0.0;1.304;2.0;0.0;0.0;0.0;2.259;-0.001;0.0;0.0;2.952;0.0;1.0;0.0;1.0;3.676;2.1790000000000003;0.0;8.558;0.0;0.0;0;0;V7 > 1.00 AND V22 > 1.30;2;0.9823008849557522;0.1772;0.9851851851851852;0.23050259965337955
3.802;2.7308;0.0;0.0;0.0;0.0;0.0;22.2;2.0;2.0;0.0;0.0;2.753;1.95;8.394;0.0;1.01;1.166;0.0;0.0;0.0;1.058;0.0;0.0;0.0;0.0;1.848;0.141;0.0;0.0;2.885;0.0;0.0;2.0;3.0;2.955;2.929;1.0;6.944;0.0;0.0;1;1;V35 > 2.00 AND V1 <= 4.44 AND V10 > 0.00;3;0.9507628294036061;0.0108;0.7272727272727273;0.02973977695167286
3.973;3.0163;0.0;0.0;0.0;0.0;0.0;32.7;2.0;1.0;0.0;0.0;3.68;3.301;9.649;1.0;0.968;1.14;0.0;0.0;0.0;1.202;0.0;0.0;0.0;0.0;1.975;0.0;0.0;0.0;7.718;0.0;0.0;0.0;1.0;3.129;1.816;0.0;7.984;0.0;0.0;1;1;V14 > 1.71 AND V36 <= 3.48 AND V34 <= 0.00 AND V1 <= 4.84;4;0.951154052603328;0.0645;1.0;0.20074349442379183
4.77;3.0868;0.0;0.0;0.0;0.0;2.0;44.4;1.0;2.0;0.0;-0.875;3.239;1.185;9.882;4.0;1.011;1.116;0.0;0.0;0.0;1.248;1.0;0.0;0.0;0.0;2.236;0.0139999999999999;0.0;10.312;1.74;0.0;0.0;0.0;1.0;3.704;2.8;0.0;8.277000000000001;0.0;0.0;1;1;V8 > 43.50 AND V36 <= 3.72 AND V17 > 1.00 AND V27 <= 2.26;4;0.9904030710172744;0.0103;0.9;0.03345724907063197
4.382;2.2073;0.0;0.0;2.0;0.0;0.0;32.4;0.0;1.0;2.0;0.254;3.426;0.544;9.692;2.0;0.977;1.143;0.0;0.0;0.0;1.195;1.0;0.0;0.0;0.0;2.066;0.001;0.0;11.274;1.489;0.0;0.0;2.0;1.0;3.34;1.976;1.0;7.922999999999999;0.0;0.0;0;0;V14 <= 0.88 AND V5 > 1.00;2;0.9887640449438202;0.0701;0.9818181818181818;0.09358752166377816
4.825;2.4725;0.0;0.0;0.0;0.0;0.0;33.3;0.0;2.0;0.0;0.0;3.15;1.185;9.902;4.0;0.993;1.139;0.0;0.0;0.0;1.177;1.0;0.0;0.0;0.0;2.263;0.013;0.0;0.0;1.476;1.0;0.0;0.0;2.0;3.367;2.55;0.0;7.747000000000001;0.0;0.0;0;0;V32 > 0.00 AND V27 > 2.10;2;0.9868421052631579;0.0539;0.9574468085106383;0.0779896013864818
5.097;2.9965;0.0;0.0;6.0;0.0;4.0;45.5;0.0;0.0;6.0;0.0;3.429;0.73;10.265;0.0;0.988;1.121;0.0;0.0;0.0;1.301;3.0;0.0;0.0;0.0;2.39;-0.002;0.0;0.0;1.128;0.0;2.0;4.0;4.0;3.918;2.222;2.0;8.577;0.0;0.0;0;0;V7 > 3.00;1;0.9566563467492261;0.1626;0.9712230215827338;0.2339688041594454
4.562;2.931;0.0;1.0;0.0;0.0;0.0;33.3;0.0;2.0;2.0;-0.603;3.052;0.875;9.54;2.0;1.062;1.153;1.0;0.0;0.0;1.166;1.0;0.0;0.0;0.0;2.17;0.05;0.0;20.392;1.14;0.0;0.0;4.0;2.0;3.587;3.292;2.0;8.026;0.0;0.0;0;0;V19 > 0.00 AND V38 > 1.00;2;1.0;0.0067;1.0;0.01386481802426343
5.187;2.1504;0.0;0.0;0.0;0.0;0.0;43.5;1.0;3.0;0.0;0.6659999999999999;3.507;0.773;10.68;8.0;1.017;1.118;0.0;0.0;0.0;1.256;6.0;0.0;0.0;0.0;2.597;-0.001;0.0;22.622;1.14;4.0;0.0;0.0;0.0;3.799;2.564;0.0;8.551;0.0;0.0;0;0;V32 > 0.00 AND V1 > 5.11;2;0.9873417721518988;0.0237;1.0;0.038128249566724434
4.0;2.2857;0.0;0.0;0.0;0.0;0.0;40.0;0.0;0.0;0.0;0.0;2.914;0.0;8.908;0.0;0.965;1.125;0.0;0.0;0.0;1.295;1.0;0.0;0.0;0.0;2.0;0.039;0.0;0.0;0.8540000000000001;0.0;0.0;0.0;0.0;3.233;1.75;0.0;7.482;0.0;0.0;0;0;V14 <= 0.88 AND V37 <= 2.11 AND V8 > 37.50;3;0.9694019471488178;0.0639;0.9636363636363636;0.09185441941074524
4.303;3.5568;0.0;1.0;0.0;0.0;0.0;20.0;0.0;0.0;1.0;0.0;2.774;0.862;9.067;0.0;1.041;1.199;0.0;0.0;0.0;1.194;1.0;0.0;0.0;1.0;2.115;0.15;0.0;0.0;0.956;0.0;0.0;2.0;3.0;3.662;2.694;4.0;7.859;0.0;0.0;0;0;V38 > 1.00 AND V14 <= 0.88;2;0.9765625;0.0518;1.0;0.0831889081455806
4.5;3.9147;4.0;0.0;0.0;0.0;0.0;31.3;3.0;0.0;0.0;0.0;4.566;3.777;10.56;0.0;0.963;1.133;0.0;0.0;0.0;1.271;0.0;0.0;0.0;0.0;2.121;0.0;0.0;0.0;7.395;0.0;0.0;0.0;0.0;4.527;1.5519999999999998;0.0;9.639;0.0;0.0;0;0;V39 > 9.01 AND V3 > 1.00;2;0.9769820971867008;0.1304;0.9911504424778761;0.19410745233968804
3.414;2.1658;2.0;0.0;0.0;0.0;0.0;20.0;0.0;0.0;0.0;0.0;2.78;1.0;7.407999999999999;0.0;0.98;1.109;0.0;0.0;0.0;1.396;0.0;0.0;0.0;0.0;1.618;-0.501;0.0;0.0;1.707;0.0;0.0;0.0;0.0;4.066;1.917;0.0;8.467;0.0;0.0;0;0;V3 > 1.00 AND V36 > 3.99;2;0.9977401129943503;0.149;0.9920634920634921;0.21663778162911612
5.35;4.5704;0.0;0.0;0.0;2.0;0.0;29.4;6.0;4.0;0.0;-0.4429999999999999;3.468;1.975;10.725;16.0;1.004;1.147;0.0;0.0;0.0;1.132;0.0;0.0;0.0;0.0;2.2880000000000003;-0.002;0.0;11.395;3.488;0.0;0.0;0.0;2.0;3.56;2.798;0.0;8.234;0.0;0.0;0;0;V6 > 0.00 AND V1 > 5.11;2;0.972809667673716;0.1203;0.9801980198019802;0.17157712305025996
